seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_day,delay_days,lead_time_days,is_feasible,requested_feasible,status,reward
757,284,H1088,28,PPT1004A,Bay10-S-7,0,72,126,0,72,True,True,ALLOCATED,0.0
758,294,H1088,51,PPT0802A,Bay8-S-3,0,71,125,0,71,True,True,ALLOCATED,0.0
823,836,H1088,50,PPT0801A,Bay8-S-1,21,74,100,0,53,True,True,ALLOCATED,0.0
822,826,H1088,7,BQM4853A,Bay48-N-3,21,74,100,0,53,True,True,ALLOCATED,0.0
810,835,H1088,43,PPT1056A,Bay10-N-12,21,61,113,0,40,True,True,ALLOCATED,0.0
809,825,H1088,16,PPT0052A,0东-4,21,61,113,0,40,True,True,ALLOCATED,0.0
803,694,H1088,41,PPT1054A,Bay10-N-8,21,60,113,0,39,True,True,ALLOCATED,0.0
802,684,H1087,21,PPT0057A,0东-14,21,60,113,0,39,True,True,ALLOCATED,0.0
819,101,H1088,7,BQM4853A,Bay48-N-3,74,135,107,28,61,True,True,ALLOCATED,-28.0
881,102,H1087,49,PPT1062A,Bay10-N-24,28,67,74,0,39,True,True,ALLOCATED,0.0
856,110,H1088,4,BQM4810A,Bay48-S-10,29,71,87,0,42,True,True,ALLOCATED,0.0
847,272,H1087,23,PPT0059A,0东-18,29,64,105,0,35,True,True,ALLOCATED,0.0
793,182,H1088,48,PPT1061A,Bay10-N-22,31,73,116,0,42,True,True,ALLOCATED,0.0
794,192,H1088,8,BQM4503A,Bay45-S-3,31,73,116,0,42,True,True,ALLOCATED,0.0
792,154,H1088,7,BQM4853A,Bay48-N-3,135,175,115,60,40,True,True,ALLOCATED,-60.0
828,683,H1087,65,PPT0864A,Bay8-N-28,31,56,108,0,25,True,True,ALLOCATED,0.0
829,693,H1087,9,BQM4504A,Bay45-S-4,31,56,108,0,25,True,True,ALLOCATED,0.0
880,101,H1087,50,PPT0801A,Bay8-S-1,74,110,74,36,36,True,True,ALLOCATED,-36.0
804,134,H1088,48,PPT1061A,Bay10-N-22,73,118,111,7,45,True,True,ALLOCATED,-7.0
805,124,H1088,58,PPT0811A,Bay8-S-21,36,81,111,0,45,True,True,ALLOCATED,0.0
870,173,H1088,50,PPT0801A,Bay8-S-1,110,139,99,40,29,True,True,ALLOCATED,-40.0
867,163,H1088,26,PPT1002A,Bay10-S-3,36,65,100,0,29,True,True,ALLOCATED,0.0
874,103,H1088,8,BQM4503A,Bay45-S-3,73,112,87,25,39,True,True,ALLOCATED,-25.0
869,161,H1088,31,PPT1007A,Bay10-S-13,37,69,99,0,32,True,True,ALLOCATED,0.0
830,143,H1087,51,PPT0802A,Bay8-S-3,71,116,107,9,45,True,True,ALLOCATED,-9.0
831,153,H1087,15,PPT0051A,0东-2,38,83,107,0,45,True,True,ALLOCATED,0.0
848,132,H1087,15,PPT0051A,0东-2,83,110,107,3,27,True,True,ALLOCATED,-3.0
861,122,H1087,24,PPT0060A,0东-20,42,66,104,0,24,True,True,ALLOCATED,0.0
862,103,H1087,8,BQM4503A,Bay45-S-3,112,163,104,59,51,True,True,ALLOCATED,-59.0
787,111,H1088,8,BQM4503A,Bay45-S-3,163,203,115,88,40,True,True,ALLOCATED,-88.0
797,801,H1087,21,PPT0057A,0东-14,60,110,113,0,50,True,True,ALLOCATED,0.0
857,112,H1088,17,PPT0053A,0东-6,46,72,85,0,26,True,True,ALLOCATED,0.0
864,144,H1087,50,PPT0801A,Bay8-S-1,139,163,100,63,24,True,True,ALLOCATED,-63.0
865,154,H1087,9,BQM4504A,Bay45-S-4,56,80,100,0,24,True,True,ALLOCATED,0.0
866,632,H1087,45,PPT1058A,Bay10-N-16,47,62,105,0,15,True,True,ALLOCATED,0.0
863,622,H1087,9,BQM4504A,Bay45-S-4,80,95,106,0,15,True,True,ALLOCATED,0.0
879,101,H1087,59,PPT0857A,Bay8-N-14,48,77,86,0,29,True,True,ALLOCATED,0.0
871,102,H1088,8,BQM4503A,Bay45-S-3,203,240,94,146,37,True,True,ALLOCATED,-146.0
759,154,H1088,14,PPT0004A,0西-7,50,101,133,0,51,True,True,ALLOCATED,0.0
760,144,H1088,35,PPT1011A,Bay10-S-21,50,99,132,0,49,True,True,ALLOCATED,0.0
843,834,H1087,7,BQM4853A,Bay48-N-3,175,200,105,95,25,True,True,ALLOCATED,-95.0
842,824,H1088,8,BQM4503A,Bay45-S-3,240,265,105,160,25,True,True,ALLOCATED,-160.0
859,835,H1087,7,BQM4853A,Bay48-N-3,200,228,101,127,28,True,True,ALLOCATED,-127.0
858,825,H1088,25,PPT1001A,Bay10-S-1,52,80,101,0,28,True,True,ALLOCATED,0.0
761,134,H1088,7,BQM4853A,Bay48-N-3,228,276,132,144,48,True,True,ALLOCATED,-144.0
765,124,H1087,25,PPT1001A,Bay10-S-1,80,127,131,0,47,True,True,ALLOCATED,0.0
878,832,H1087,28,PPT1004A,Bay10-S-7,72,95,94,1,23,True,True,ALLOCATED,-1.0
877,822,H1087,24,PPT0060A,0东-20,66,89,94,0,23,True,True,ALLOCATED,0.0
