seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_day,delay_days,lead_time_days,is_feasible,requested_feasible,status,reward
757,284,H1088,45,PPT1058A,Bay10-N-16,0,72,126,0,72,True,True,ALLOCATED,19.16
758,294,H1088,45,PPT1058A,Bay10-N-16,72,143,125,18,71,True,True,ALLOCATED,-2.47
823,836,H1088,63,PPT0862A,Bay8-N-24,21,74,100,0,53,True,True,ALLOCATED,17.2
822,826,H1088,4,BQM4810A,Bay48-S-10,21,74,100,0,53,True,True,ALLOCATED,18.83
810,835,H1088,45,PPT1058A,Bay10-N-16,143,183,113,70,40,True,True,ALLOCATED,-232.38
809,825,H1088,45,PPT1058A,Bay10-N-16,183,223,113,110,40,True,True,ALLOCATED,-592.5
803,694,H1088,45,PPT1058A,Bay10-N-16,223,262,113,149,39,True,True,ALLOCATED,-1097.92
802,684,H1087,45,PPT1058A,Bay10-N-16,262,301,113,188,39,True,True,ALLOCATED,-1755.11
819,101,H1088,2,BQM4803A,Bay48-S-3,22,83,107,0,61,True,True,ALLOCATED,14.72
881,102,H1087,45,PPT1058A,Bay10-N-16,301,340,74,266,39,True,True,ALLOCATED,-3527.44
856,110,H1088,45,PPT1058A,Bay10-N-16,340,382,87,295,42,True,True,ALLOCATED,-4342.81
847,272,H1087,23,PPT0059A,0东-18,29,64,105,0,35,True,True,ALLOCATED,16.9
793,182,H1088,45,PPT1058A,Bay10-N-16,382,424,116,308,42,True,True,ALLOCATED,-4733.94
794,192,H1088,2,BQM4803A,Bay48-S-3,83,125,116,9,42,True,True,ALLOCATED,6.32
792,154,H1088,2,BQM4803A,Bay48-S-3,125,165,115,50,40,True,True,ALLOCATED,-115.14
828,683,H1087,45,PPT1058A,Bay10-N-16,424,449,108,341,25,True,True,ALLOCATED,-5803.1
829,693,H1087,45,PPT1058A,Bay10-N-16,449,474,108,366,25,True,True,ALLOCATED,-6686.99
880,101,H1087,45,PPT1058A,Bay10-N-16,474,510,74,436,36,True,True,ALLOCATED,-9495.46
804,134,H1088,45,PPT1058A,Bay10-N-16,510,555,111,444,45,True,True,ALLOCATED,-9845.91
805,124,H1088,45,PPT1058A,Bay10-N-16,555,600,111,489,45,True,True,ALLOCATED,-11946.08
870,173,H1088,45,PPT1058A,Bay10-N-16,600,629,99,530,29,True,True,ALLOCATED,-14036.72
867,163,H1088,45,PPT1058A,Bay10-N-16,629,658,100,558,29,True,True,ALLOCATED,-15560.09
874,103,H1088,2,BQM4803A,Bay48-S-3,165,204,87,117,39,True,True,ALLOCATED,-676.93
869,161,H1088,45,PPT1058A,Bay10-N-16,658,690,99,591,32,True,True,ALLOCATED,-17455.74
830,143,H1087,45,PPT1058A,Bay10-N-16,690,735,107,628,45,True,True,ALLOCATED,-19710.92
831,153,H1087,45,PPT1058A,Bay10-N-16,735,780,107,673,45,True,True,ALLOCATED,-22637.54
848,132,H1087,45,PPT1058A,Bay10-N-16,780,807,107,700,27,True,True,ALLOCATED,-24492.21
861,122,H1087,45,PPT1058A,Bay10-N-16,807,831,104,727,24,True,True,ALLOCATED,-26419.32
862,103,H1087,2,BQM4803A,Bay48-S-3,204,255,104,151,51,True,True,ALLOCATED,-1132.34
787,111,H1088,2,BQM4803A,Bay48-S-3,255,295,115,180,40,True,True,ALLOCATED,-1613.36
797,801,H1087,23,PPT0059A,0东-18,64,114,113,1,50,True,True,ALLOCATED,8.76
857,112,H1088,23,PPT0059A,0东-18,114,140,85,55,26,True,True,ALLOCATED,-145.25
864,144,H1087,45,PPT1058A,Bay10-N-16,831,855,100,755,24,True,True,ALLOCATED,-28493.78
865,154,H1087,45,PPT1058A,Bay10-N-16,855,879,100,779,24,True,True,ALLOCATED,-30333.86
866,632,H1087,45,PPT1058A,Bay10-N-16,879,894,105,789,15,True,True,ALLOCATED,-31118.95
863,622,H1087,45,PPT1058A,Bay10-N-16,894,909,106,803,15,True,True,ALLOCATED,-32233.43
879,101,H1087,45,PPT1058A,Bay10-N-16,909,938,86,852,29,True,True,ALLOCATED,-36289.99
871,102,H1088,2,BQM4803A,Bay48-S-3,295,332,94,238,37,True,True,ALLOCATED,-2825.75
759,154,H1088,45,PPT1058A,Bay10-N-16,938,989,133,856,51,True,True,ALLOCATED,-36629.21
760,144,H1088,45,PPT1058A,Bay10-N-16,989,1038,132,906,49,True,True,ALLOCATED,-41035.03
843,834,H1087,2,BQM4803A,Bay48-S-3,332,357,105,252,25,True,True,ALLOCATED,-3169.56
842,824,H1088,45,PPT1058A,Bay10-N-16,1038,1063,105,958,25,True,True,ALLOCATED,-45882.6
859,835,H1087,45,PPT1058A,Bay10-N-16,1063,1091,101,990,28,True,True,ALLOCATED,-49000.84
858,825,H1088,45,PPT1058A,Bay10-N-16,1091,1119,101,1018,28,True,True,ALLOCATED,-51809.74
761,134,H1088,2,BQM4803A,Bay48-S-3,357,405,132,273,48,True,True,ALLOCATED,-3721.56
765,124,H1087,45,PPT1058A,Bay10-N-16,1119,1166,131,1035,47,True,True,ALLOCATED,-53555.45
878,832,H1087,45,PPT1058A,Bay10-N-16,1166,1189,94,1095,23,True,True,ALLOCATED,-59946.99
877,822,H1087,45,PPT1058A,Bay10-N-16,1189,1212,94,1118,23,True,True,ALLOCATED,-62492.38
849,143,H1087,45,PPT1058A,Bay10-N-16,1212,1234,105,1129,22,True,True,ALLOCATED,-63727.27
850,153,H1087,45,PPT1058A,Bay10-N-16,1234,1256,105,1151,22,True,True,ALLOCATED,-66234.44
853,835,H1088,45,PPT1058A,Bay10-N-16,1256,1278,103,1175,22,True,True,ALLOCATED,-69027.87
852,825,H1088,45,PPT1058A,Bay10-N-16,1278,1300,103,1197,22,True,True,ALLOCATED,-71634.71
795,183,H1087,45,PPT1058A,Bay10-N-16,1300,1322,118,1204,22,True,True,ALLOCATED,-72477.5
796,193,H1087,45,PPT1058A,Bay10-N-16,1322,1344,118,1226,22,True,True,ALLOCATED,-75149.25
815,283,H1087,45,PPT1058A,Bay10-N-16,1344,1375,113,1262,31,True,True,ALLOCATED,-79627.81
811,293,H1087,2,BQM4803A,Bay48-S-3,405,436,114,322,31,True,True,ALLOCATED,-5180.27
873,832,H1088,45,PPT1058A,Bay10-N-16,1375,1393,101,1292,18,True,True,ALLOCATED,-83460.9
872,822,H1088,45,PPT1058A,Bay10-N-16,1393,1411,101,1310,18,True,True,ALLOCATED,-85801.13
771,628,H1088,45,PPT1058A,Bay10-N-16,1411,1434,128,1306,23,True,True,ALLOCATED,-85277.04
772,638,H1088,45,PPT1058A,Bay10-N-16,1434,1457,128,1329,23,True,True,ALLOCATED,-88307.43
812,803,H1087,23,PPT0059A,0东-18,140,170,108,62,30,True,True,ALLOCATED,-187.19
824,631,H1088,45,PPT1058A,Bay10-N-16,1457,1472,114,1358,15,True,True,ALLOCATED,-92205.48
789,273,H1088,45,PPT1058A,Bay10-N-16,1472,1497,121,1376,25,True,True,ALLOCATED,-94664.92
788,263,H1088,45,PPT1058A,Bay10-N-16,1497,1522,121,1401,25,True,True,ALLOCATED,-98135.82
825,621,H1088,45,PPT1058A,Bay10-N-16,1522,1537,114,1423,15,True,True,ALLOCATED,-101244.42
838,623,H1088,45,PPT1058A,Bay10-N-16,1537,1552,111,1441,15,True,True,ALLOCATED,-103820.75
