seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_day,delay_days,lead_time_days,is_feasible,requested_feasible,status,reward
757,284,H1088,50,PPT0801A,Bay8-S-1,0,72,126,0,72,True,True,ALLOCATED,19.18
758,294,H1088,40,PPT1053A,Bay10-N-6,0,71,125,0,71,True,True,ALLOCATED,19.6
823,836,H1088,55,PPT0808A,Bay8-S-15,21,74,100,0,53,True,True,ALLOCATED,16.59
822,826,H1088,4,BQM4810A,Bay48-S-10,21,74,100,0,53,True,True,ALLOCATED,19.9
810,835,H1088,17,PPT0053A,0东-6,21,61,113,0,40,True,True,ALLOCATED,18.71
809,825,H1088,20,PPT0056A,0东-12,21,61,113,0,40,True,True,ALLOCATED,18.8
803,694,H1088,53,PPT0804A,Bay8-S-7,21,60,113,0,39,True,True,ALLOCATED,18.49
802,684,H1087,38,PPT1051A,Bay10-N-2,21,60,113,0,39,True,True,ALLOCATED,19.02
819,101,H1088,2,BQM4803A,Bay48-S-3,22,83,107,0,61,True,True,ALLOCATED,16.71
881,102,H1087,51,PPT0802A,Bay8-S-3,28,67,74,0,39,True,True,ALLOCATED,13.73
856,110,H1088,24,PPT0060A,0东-20,29,71,87,0,42,True,True,ALLOCATED,14.14
847,272,H1087,56,PPT0809A,Bay8-S-17,29,64,105,0,35,True,True,ALLOCATED,18.75
793,182,H1088,3,BQM4808A,Bay48-S-8,31,73,116,0,42,True,True,ALLOCATED,17.81
794,192,H1088,8,BQM4503A,Bay45-S-3,31,73,116,0,42,True,True,ALLOCATED,18.42
792,154,H1088,7,BQM4853A,Bay48-N-3,31,71,115,0,40,True,True,ALLOCATED,17.69
828,683,H1087,20,PPT0056A,0东-12,61,86,108,0,25,True,True,ALLOCATED,18.13
829,693,H1087,14,PPT0004A,0西-7,31,56,108,0,25,True,True,ALLOCATED,18.73
880,101,H1087,57,PPT0810A,Bay8-S-19,35,71,74,0,36,True,True,ALLOCATED,13.02
804,134,H1088,46,PPT1059A,Bay10-N-18,36,81,111,0,45,True,True,ALLOCATED,19.47
805,124,H1088,47,PPT1060A,Bay10-N-20,36,81,111,0,45,True,True,ALLOCATED,18.8
870,173,H1088,20,PPT0056A,0东-12,86,115,99,16,29,True,True,ALLOCATED,-19.82
867,163,H1088,65,PPT0864A,Bay8-N-28,36,65,100,0,29,True,True,ALLOCATED,17.08
874,103,H1088,2,BQM4803A,Bay48-S-3,83,122,87,35,39,True,True,ALLOCATED,-58.25
869,161,H1088,32,PPT1008A,Bay10-S-15,37,69,99,0,32,True,True,ALLOCATED,18.02
