seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_day,delay_days,lead_time_days,is_feasible,requested_feasible,status,reward
757,284,H1088,15,PPT0051A,0东-2,0,72,126,0,72,True,True,ALLOCATED,18.94
758,294,H1088,15,PPT0051A,0东-2,72,143,125,18,71,True,True,ALLOCATED,-2.69
823,836,H1088,62,PPT0861A,Bay8-N-22,21,74,100,0,53,True,True,ALLOCATED,15.61
822,826,H1088,4,BQM4810A,Bay48-S-10,21,74,100,0,53,True,True,ALLOCATED,18.83
810,835,H1088,15,PPT0051A,0东-2,143,183,113,70,40,True,True,ALLOCATED,-232.57
809,825,H1088,15,PPT0051A,0东-2,183,223,113,110,40,True,True,ALLOCATED,-592.69
803,694,H1088,15,PPT0051A,0东-2,223,262,113,149,39,True,True,ALLOCATED,-1098.1
802,684,H1087,15,PPT0051A,0东-2,262,301,113,188,39,True,True,ALLOCATED,-1755.3
819,101,H1088,8,BQM4503A,Bay45-S-3,22,83,107,0,61,True,True,ALLOCATED,14.89
881,102,H1087,15,PPT0051A,0东-2,301,340,74,266,39,True,True,ALLOCATED,-3527.56
856,110,H1088,15,PPT0051A,0东-2,340,382,87,295,42,True,True,ALLOCATED,-4342.85
847,272,H1087,15,PPT0051A,0东-2,382,417,105,312,35,True,True,ALLOCATED,-4855.92
793,182,H1088,15,PPT0051A,0东-2,417,459,116,343,42,True,True,ALLOCATED,-5873.47
794,192,H1088,8,BQM4503A,Bay45-S-3,83,125,116,9,42,True,True,ALLOCATED,6.42
792,154,H1088,8,BQM4503A,Bay45-S-3,125,165,115,50,40,True,True,ALLOCATED,-115.08
828,683,H1087,15,PPT0051A,0东-2,459,484,108,376,25,True,True,ALLOCATED,-7058.22
829,693,H1087,15,PPT0051A,0东-2,484,509,108,401,25,True,True,ALLOCATED,-8029.61
880,101,H1087,15,PPT0051A,0东-2,509,545,74,471,36,True,True,ALLOCATED,-11083.02
804,134,H1088,15,PPT0051A,0东-2,545,590,111,479,45,True,True,ALLOCATED,-11461.56
805,124,H1088,15,PPT0051A,0东-2,590,635,111,524,45,True,True,ALLOCATED,-13719.2
870,173,H1088,15,PPT0051A,0东-2,635,664,99,565,29,True,True,ALLOCATED,-15953.27
867,163,H1088,15,PPT0051A,0东-2,664,693,100,593,29,True,True,ALLOCATED,-17574.64
874,103,H1088,8,BQM4503A,Bay45-S-3,165,204,87,117,39,True,True,ALLOCATED,-676.97
869,161,H1088,15,PPT0051A,0东-2,693,725,99,626,32,True,True,ALLOCATED,-19585.82
830,143,H1087,15,PPT0051A,0东-2,725,770,107,663,45,True,True,ALLOCATED,-21970.51
831,153,H1087,15,PPT0051A,0东-2,770,815,107,708,45,True,True,ALLOCATED,-25054.67
848,132,H1087,15,PPT0051A,0东-2,815,842,107,735,27,True,True,ALLOCATED,-27003.79
861,122,H1087,15,PPT0051A,0东-2,842,866,104,762,24,True,True,ALLOCATED,-29025.38
862,103,H1087,8,BQM4503A,Bay45-S-3,204,255,104,151,51,True,True,ALLOCATED,-1132.27
787,111,H1088,8,BQM4503A,Bay45-S-3,255,295,115,180,40,True,True,ALLOCATED,-1613.37
797,801,H1087,15,PPT0051A,0东-2,866,916,113,803,50,True,True,ALLOCATED,-32232.52
857,112,H1088,15,PPT0051A,0东-2,916,942,85,857,26,True,True,ALLOCATED,-36717.18
864,144,H1087,15,PPT0051A,0东-2,942,966,100,866,24,True,True,ALLOCATED,-37491.07
865,154,H1087,15,PPT0051A,0东-2,966,990,100,890,24,True,True,ALLOCATED,-39597.59
866,632,H1087,15,PPT0051A,0东-2,990,1005,105,900,15,True,True,ALLOCATED,-40493.63
863,622,H1087,15,PPT0051A,0东-2,1005,1020,106,914,15,True,True,ALLOCATED,-41763.52
879,101,H1087,15,PPT0051A,0东-2,1020,1049,86,963,29,True,True,ALLOCATED,-46363.91
871,102,H1088,8,BQM4503A,Bay45-S-3,295,332,94,238,37,True,True,ALLOCATED,-2826.12
759,154,H1088,15,PPT0051A,0东-2,1049,1100,133,967,51,True,True,ALLOCATED,-46747.66
760,144,H1088,15,PPT0051A,0东-2,1100,1149,132,1017,49,True,True,ALLOCATED,-51708.46
843,834,H1087,8,BQM4503A,Bay45-S-3,332,357,105,252,25,True,True,ALLOCATED,-3169.95
842,824,H1088,15,PPT0051A,0东-2,1149,1174,105,1069,25,True,True,ALLOCATED,-57133.18
859,835,H1087,15,PPT0051A,0东-2,1174,1202,101,1101,28,True,True,ALLOCATED,-60606.55
858,825,H1088,15,PPT0051A,0东-2,1202,1230,101,1129,28,True,True,ALLOCATED,-63726.38
761,134,H1088,8,BQM4503A,Bay45-S-3,357,405,132,273,48,True,True,ALLOCATED,-3721.97
765,124,H1087,15,PPT0051A,0东-2,1230,1277,131,1146,47,True,True,ALLOCATED,-65660.77
878,832,H1087,15,PPT0051A,0东-2,1277,1300,94,1206,23,True,True,ALLOCATED,-72718.25
877,822,H1087,15,PPT0051A,0东-2,1300,1323,94,1229,23,True,True,ALLOCATED,-75518.93
