platen_name,platen_id,platen_length_m,platen_width_m,subcontractor_team,ship_id,block_seq_id,block_id,block_length_m,block_width_m,processing_time_days,block_output_value,planned_start_day,planned_end_day,due_date_day,delay_days,early_days,standard_early_days
45南-3,BQM4503A,33,21,ZH,H1087,237,103,29.101,15.68,16,456.30368,44115,44131,43489,642,-688,7
45南-3,BQM4503A,33,21,ZH,H1087,238,103,29.101,15.68,16,456.30368,44295,44311,43489,822,-868,7
0号东-20,PPT0060A,18,21,QS,H1087,239,292,16.6,19.5,32,323.7,43439,43471,43505,-34,0,6
8号南-19,PPT0810A,20,22,HL,H1087,240,292,16.6,19.5,32,323.7,43737,43769,43505,264,-298,6
10号北-2,PPT1051A,20,20,外场ZH,H1087,241,835,13.5,10.4,32,140.4,43423,43455,43496,-41,0,19
10号南-1,PPT1001A,20,20,外场ZH,H1087,242,282,14.7,19.5,30,286.65,43518,43548,43502,46,-76,7
10号南-19,PPT1010A,18,20,外场HN,H1088,243,231,14.308,15.97,14,228.49876,43623,43637,43491,146,-206,4
10号北-12,PPT1056A,20,20,RH,H1088,244,231,14.308,15.97,14,228.49876,43640,43654,43491,163,-223,4
45南-3,BQM4503A,33,21,ZH,H1088,245,282,14.7,19.5,30,286.65,43476,43506,43501,5,-35,7
10号南-1,PPT1001A,20,20,外场ZH,H1088,246,683,17.8,14.8,34,263.44,43566,43600,43498,102,-131,26
8号南-3,PPT0802A,20,22,HY,H1088,247,693,17.8,14.8,34,263.44,43610,43644,43498,146,-175,26
10号南-3,PPT1002A,20,20,外场ZH,H1088,248,283,13.7,18.32,31,250.984,43753,43784,43499,285,-336,7
48南-10,BQM4810A,22,21,MZ,H1088,249,826,20.5,21,29,430.5,44156,44185,43493,692,-725,3
0号西-3,PPT0002A,20,21,MZ,H1088,250,836,8,21,29,168,43590,43619,43493,126,-159,3
45南-3,BQM4503A,33,21,ZH,H1087,251,293,22.5,18.32,30,412.2,44084,44114,43497,617,-668,7
45南-3,BQM4503A,33,21,ZH,H1087,252,293,22.5,18.32,30,412.2,44838,44868,43497,1371,-1422,7
10号南-15,PPT1008A,18,20,外场HN,H1087,253,263,16.6,18.79,25,311.914,43620,43645,43494,151,-209,1
8号南-15,PPT0808A,20,22,HL,H1087,254,263,16.6,18.79,25,311.914,43746,43771,43494,277,-335,1
0号东-2,PPT0051A,20,21,MZ,H1087,255,273,14.5,18.79,25,272.455,43597,43622,43494,128,-186,1
8号南-3,PPT0802A,20,22,HY,H1087,256,273,14.5,18.79,25,272.455,43676,43701,43494,207,-265,1
10号南-17,PPT1009A,18,20,外场HN,H1087,257,221,18,15.97,11,287.46,43697,43708,43488,220,-283,1
8号南-17,PPT0809A,20,22,HL,H1087,258,221,19,15.97,11,303.43,43618,43629,43488,141,-204,1
48南-3,BQM4803A,36,21,MZ,H1088,259,826,20.5,21,29,430.5,43729,43758,43492,266,-299,3
8号南-3,PPT0802A,20,22,HY,H1088,260,836,8,21,29,168,43525,43554,43492,62,-95,3
10号南-5,PPT1003A,20,20,外场ZH,H1088,261,643,13.412,17.72,15,237.66064,43441,43456,43486,-30,0,3
10号南-3,PPT1002A,20,20,外场ZH,H1088,262,643,13.412,17.72,15,237.66064,43507,43522,43486,36,-66,3
10号南-7,PPT1004A,20,20,外场ZH,H1088,263,653,11.2,17.72,15,198.464,43771,43786,43486,300,-330,3
42南-2,BQM4202A,18,18,YT,H1088,264,653,11.2,17.72,15,198.464,43441,43456,43486,-30,0,3
48南-3,BQM4803A,36,21,MZ,H1088,265,644,22.9,15.1,31,345.79,44006,44037,43496,541,-584,27
10号南-19,PPT1010A,18,20,外场HN,H1088,266,654,19.2,15.1,31,289.92,43529,43560,43496,64,-107,27
10号北-8,PPT1054A,20,20,外场ZH,H1087,267,283,13.7,18.32,30,250.984,43471,43501,43496,5,-55,7
10号北-18,PPT1059A,20,20,外场HN,H1087,268,803,15.5,16,29,248,43580,43609,43489,120,-166,1
0号西-3,PPT0002A,20,21,MZ,H1087,269,653,17.9,14.2,26,254.18,43449,43475,43490,-15,-11,27
0号东-16,PPT0058A,18,21,QS,H1087,270,803,15.5,17,29,263.5,43413,43442,43488,-46,0,1
0号东-4,PPT0052A,20,21,MZ,H1087,271,623,13.38,18.79,15,251.4102,43796,43811,43484,327,-374,0
0号西-1,PPT0001A,20,21,MZ,H1087,272,623,13.38,18.79,15,251.4102,43643,43658,43484,174,-221,0
0号东-16,PPT0058A,18,21,QS,H1087,273,633,13.38,18.79,15,251.4102,43508,43523,43484,39,-86,0
0号西-3,PPT0002A,20,21,MZ,H1087,274,633,13.38,18.79,15,251.4102,43476,43491,43484,7,-54,0
8号南-7,PPT0804A,20,22,XZY,H1088,275,642,13.412,19.5,16,261.534,43549,43565,43485,80,-120,5
10号北-6,PPT1053A,20,20,外场ZH,H1088,276,642,13.412,19.5,16,261.534,43515,43531,43485,46,-86,5
8号北-16,PPT0858A,20,22,HL,H1088,277,652,13.412,19.5,16,261.534,43429,43445,43485,-40,0,5
8号南-3,PPT0802A,20,22,HY,H1088,278,652,13.412,19.5,16,261.534,43593,43609,43485,124,-164,5
48南-3,BQM4803A,36,21,MZ,H1088,279,111,22.2,13.8,25,306.36,44456,44481,43485,996,-1054,7
45南-3,BQM4503A,33,21,ZH,H1088,280,111,22.2,13.8,25,306.36,43507,43532,43485,47,-105,7
0号东-12,PPT0056A,20,21,QS,H1088,281,183,8.82,15.798,21,139.33836,43411,43432,43486,-54,-5,4
10号北-8,PPT1054A,20,20,外场ZH,H1088,282,183,8.82,15.798,21,139.33836,43722,43743,43486,257,-316,4
10号南-1,PPT1001A,20,20,外场ZH,H1087,283,193,15.59,15.978,21,249.09702,43675,43696,43486,210,-269,4
10号南-7,PPT1004A,20,20,外场ZH,H1087,284,193,15.59,15.978,21,249.09702,43729,43750,43486,264,-323,4
0号东-2,PPT0051A,20,21,MZ,H1087,285,855,13,12.6,31,163.8,43725,43756,43489,267,-298,21
10号南-9,PPT1005A,20,20,RH,H1087,286,643,19.9,14.2,26,282.58,43437,43463,43489,-26,0,27
8号南-7,PPT0804A,20,22,XZY,H1087,287,823,21.1,15.6,30,329.16,43456,43486,43488,-2,-33,26
45南-3,BQM4503A,33,21,ZH,H1087,288,833,23,15.6,30,358.8,44312,44342,43488,854,-889,26
8号北-22,PPT0861A,20,22,HY,H1087,289,845,18.075,12.65,32,228.64875,43425,43457,43488,-31,0,21
0号东-2,PPT0051A,20,21,MZ,H1087,290,112,21,8.6,17,180.6,43556,43573,43477,96,-120,5
0号西-3,PPT0002A,20,21,MZ,H1088,291,112,21,8.6,17,180.6,43796,43813,43477,336,-360,5
45南-3,BQM4503A,33,21,ZH,H1088,292,825,24.4,10.4,30,253.76,44869,44899,43484,1415,-1454,19
10号南-3,PPT1002A,20,20,外场ZH,H1088,293,823,16.231,14.307,18,232.216917,43551,43569,43483,86,-112,0
10号南-3,PPT1002A,20,20,外场ZH,H1088,294,823,16.231,14.307,18,232.216917,43463,43481,43482,-1,-25,0
10号南-11,PPT1006A,20,20,RH,H1088,295,822,19.175,15.4,24,295.295,43549,43573,43482,91,-121,25
8号南-13,PPT0807A,20,22,XZY,H1088,296,832,21,15.4,24,323.4,43650,43674,43482,192,-222,25
10号南-21,PPT1011A,18,20,外场HN,H1088,297,182,18,7.3,18,131.4,43709,43727,43480,247,-285,4
0号西-3,PPT0002A,20,21,MZ,H1088,298,182,19,7.3,18,138.7,43571,43589,43480,109,-147,4
10号南-25,PPT1013A,18,20,外场HN,H1087,299,192,13.889,7.3,18,101.3897,43424,43442,43480,-38,0,4
8号南-15,PPT0808A,20,22,HL,H1087,300,192,13.889,7.3,18,101.3897,43772,43790,43480,310,-348,4
8号南-3,PPT0802A,20,22,HY,H1087,301,123,16.106,12.2,23,196.4932,43443,43466,43479,-13,-18,1
0号东-14,PPT0057A,20,21,QS,H1087,302,123,16.106,12.2,23,196.4932,43509,43532,43479,53,-84,1
45南-3,BQM4503A,33,21,ZH,H1087,303,133,24.07,12.2,23,293.654,44650,44673,43479,1194,-1225,1
48北-3,BQM4853A,36,21,HN,H1087,304,133,24.07,12.2,23,293.654,43898,43921,43479,442,-473,1
10号北-24,PPT1062A,20,20,外场HN,H1087,305,631,10.53,15.97,13,168.1641,43550,43563,43474,89,-141,0
10号南-15,PPT1008A,18,20,外场HN,H1087,306,631,10.53,15.97,13,168.1641,43586,43599,43474,125,-177,0
0号东-16,PPT0058A,18,21,QS,H1088,307,632,13.38,17.28,14,231.2064,43564,43578,43474,104,-164,4
0号东-16,PPT0058A,18,21,QS,H1088,308,632,13.38,17.28,14,231.2064,43694,43708,43474,234,-294,4
10号南-5,PPT1003A,20,20,外场ZH,H1088,309,825,19.167,16.931,20,324.516477,43782,43802,43475,327,-368,6
10号南-21,PPT1011A,18,20,外场HN,H1088,310,835,7.416,16.884,20,125.211744,43414,43434,43475,-41,0,6
0号东-6,PPT0053A,20,21,MZ,H1088,311,621,8.95,15.97,14,142.9315,43649,43663,43474,189,-240,0
10号南-23,PPT1012A,18,20,外场HN,H1088,312,621,8.95,15.97,14,142.9315,43706,43720,43474,246,-297,0
10号南-9,PPT1005A,20,20,RH,H1088,313,102,19.76,18.47,20,364.9672,43415,43435,43472,-37,0,0
10号南-1,PPT1001A,20,20,外场ZH,H1088,314,102,19.76,18.47,20,364.9672,43623,43643,43472,171,-208,0
10号北-6,PPT1053A,20,20,外场ZH,H1087,315,824,15.665,11.094,19,173.78751,43605,43624,43479,145,-166,4
10号南-5,PPT1003A,20,20,外场ZH,H1087,316,834,9.215,10.9,19,100.4435,43562,43581,43479,102,-123,4
10号南-23,PPT1012A,18,20,外场HN,H1087,317,143,13.809,15.686,21,216.607974,43684,43705,43476,229,-275,6
8号北-28,PPT0864A,20,22,机动,H1087,318,143,13.809,15.686,21,216.607974,43544,43565,43476,89,-135,6
10号北-12,PPT1056A,20,20,RH,H1087,319,153,18.919,15.5,21,293.2445,43705,43726,43476,250,-296,6
10号南-5,PPT1003A,20,20,外场ZH,H1087,320,153,18.919,15.5,21,293.2445,43729,43750,43476,274,-320,6
8号北-26,PPT0863A,20,22,机动,H1087,321,824,15.665,11.094,19,173.78751,43438,43457,43478,-21,0,4
10号北-4,PPT1052A,20,20,外场ZH,H1087,322,834,9.215,10.9,19,100.4435,43521,43540,43478,62,-83,4
0号东-2,PPT0051A,20,21,MZ,H1088,323,833,8.709,14.287,16,124.425483,43439,43455,43476,-21,0,0
48南-3,BQM4803A,36,21,MZ,H1088,324,101,30.66,9.4,30,288.204,44340,44370,43480,890,-960,7
48南-3,BQM4803A,36,21,MZ,H1088,325,101,30.66,9.4,30,288.204,44139,44169,43480,689,-759,7
10号北-6,PPT1053A,20,20,外场ZH,H1088,326,622,13.38,17.28,13,231.2064,43760,43773,43471,302,-359,5
10号北-20,PPT1060A,20,20,外场HN,H1088,327,622,13.38,17.28,13,231.2064,43769,43782,43471,311,-368,5
10号南-19,PPT1010A,18,20,外场HN,H1088,328,825,19.167,16.931,19,324.516477,43764,43783,43472,311,-351,6
10号南-3,PPT1002A,20,20,外场ZH,H1088,329,835,7.416,16.884,19,125.211744,43785,43804,43472,332,-372,6
8号南-21,PPT0811A,20,22,HL,H1088,330,110,15,4.932,54,73.98,43449,43503,43486,17,-85,6
0号东-8,PPT0054A,20,21,MZ,H1087,331,833,8.709,14.287,15,124.425483,43548,43563,43473,90,-110,0
48南-3,BQM4803A,36,21,MZ,H1087,332,824,24.1,17.41,30,419.581,45117,45147,43477,1670,-1709,6
45南-3,BQM4503A,33,21,ZH,H1087,333,684,14.7,20,35,294,43404,43439,43484,-45,-5,12
10号南-13,PPT1007A,18,20,RH,H1087,334,822,16.086,14.292,16,229.901112,43579,43595,43472,123,-165,5
10号南-3,PPT1002A,20,20,外场ZH,H1087,335,832,6.767,14.288,16,96.686896,43414,43430,43472,-42,0,5
8号南-13,PPT0807A,20,22,XZY,H1087,336,694,14.7,20,35,294,43587,43622,43483,139,-188,12
45南-4,BQM4504A,20,21,ZH,H1087,337,822,16.086,14.292,16,229.901112,43761,43777,43471,306,-348,5
10号南-21,PPT1011A,18,20,外场HN,H1087,338,832,6.767,14.288,16,96.686896,43522,43538,43471,67,-109,5
45南-4,BQM4504A,20,21,ZH,H1088,339,621,18.334,19.25,37,352.9295,43778,43815,43480,335,-386,6
8号北-16,PPT0858A,20,22,HL,H1088,340,631,16.117,19.25,37,310.25225,43466,43503,43480,23,-74,6
8号北-26,PPT0863A,20,22,机动,H1088,341,112,14.612,22,30,321.464,43786,43816,43471,345,-389,6
10号南-25,PPT1013A,18,20,外场HN,H1088,342,122,15.531,12.2,16,189.4782,43632,43648,43463,185,-232,7
8号南-5,PPT0803A,20,22,HY,H1088,343,122,15.531,12.2,16,189.4782,43408,43424,43463,-39,-8,7
8号北-28,PPT0864A,20,22,机动,H1088,344,132,18.94,12.2,16,231.068,43400,43416,43463,-47,0,7
10号北-6,PPT1053A,20,20,外场ZH,H1088,345,132,18.94,12.2,16,231.068,43774,43790,43463,327,-374,7
45南-3,BQM4503A,33,21,ZH,H1088,346,103,29.101,15.68,16,456.30368,43803,43819,43463,356,-402,7
45南-3,BQM4503A,33,21,ZH,H1087,347,103,29.101,15.68,16,456.30368,43786,43802,43463,339,-385,7
0号东-18,PPT0059A,18,21,QS,H1087,348,661,18.6,14.9,25,277.14,43647,43672,43470,202,-241,6
10号北-4,PPT1052A,20,20,外场ZH,H1087,349,231,14.308,15.97,14,228.49876,43634,43648,43466,182,-242,4
0号东-4,PPT0052A,20,21,MZ,H1087,350,231,14.308,15.97,14,228.49876,43392,43406,43466,-60,0,4
48南-3,BQM4803A,36,21,MZ,H1087,351,111,11.85,24,44,284.4,44838,44882,43471,1411,-1469,6
10号南-13,PPT1007A,18,20,RH,H1087,352,834,19,16.8,30,319.2,43515,43545,43468,77,-106,6
48南-3,BQM4803A,36,21,MZ,H1087,353,801,24.3,17,47,413.1,44038,44085,43478,607,-672,1
10号北-10,PPT1055A,20,20,RH,H1087,354,221,20,15.97,12,319.4,43636,43648,43464,184,-248,1
0号西-3,PPT0002A,20,21,MZ,H1088,355,221,21,15.97,12,335.37,43783,43795,43464,331,-395,1
0号东-12,PPT0056A,20,21,QS,H1088,356,134,18.74,19.44,33,364.3056,43763,43796,43468,328,-375,6
48南-3,BQM4803A,36,21,MZ,H1088,357,103,34.122,13.75,43,469.1775,44728,44771,43472,1299,-1356,6
0号东-8,PPT0054A,20,21,MZ,H1088,358,135,18.6,19.35,31,359.91,43564,43595,43466,129,-174,6
10号北-12,PPT1056A,20,20,RH,H1088,359,671,18.6,14.9,25,277.14,43743,43768,43463,305,-344,6
45南-3,BQM4503A,33,21,ZH,H1088,360,193,20.1,20.9,35,420.09,43603,43638,43469,169,-218,6
8号南-1,PPT0801A,20,22,HY,H1088,361,183,9.9,20.9,33,206.91,43682,43715,43467,248,-295,6
10号南-7,PPT1004A,20,20,外场ZH,H1088,362,125,14.8,19.15,31,283.42,43559,43590,43465,125,-170,6
10号南-23,PPT1012A,18,20,外场HN,H1087,363,124,15.49,19.15,32,296.6335,43397,43429,43464,-35,-11,6
48南-10,BQM4810A,22,21,MZ,H1087,364,194,20.1,21.05,28,423.105,43892,43920,43460,460,-502,6
8号南-13,PPT0807A,20,22,XZY,H1087,365,184,9.804,21.05,26,206.3742,43623,43649,43458,191,-231,6
8号南-19,PPT0810A,20,22,HL,H1087,366,145,10.1,13.065,20,131.9565,43536,43556,43455,101,-135,6
0号东-10,PPT0055A,20,21,MZ,H1087,367,154,14.94,13.05,20,194.967,43580,43600,43455,145,-179,6
45南-4,BQM4504A,20,21,ZH,H1087,368,155,14.7,13.05,23,191.835,43624,43647,43457,190,-227,6
0号东-6,PPT0053A,20,21,MZ,H1087,369,143,10.97,13.152,25,144.27744,43390,43415,43454,-39,0,6
10号北-22,PPT1061A,20,20,外场HN,H1087,370,153,18.861,13.05,25,246.13605,43687,43712,43454,258,-297,6
8号北-26,PPT0863A,20,22,机动,H1088,371,144,10.5,13.05,19,137.025,43700,43719,43451,268,-301,6
8号北-26,PPT0863A,20,22,机动,H1088,372,835,13.5,10.4,32,140.4,43562,43594,43455,139,-180,19
48南-3,BQM4803A,36,21,MZ,H1088,373,192,16.9,9.2,41,155.48,43366,43407,43462,-55,0,6
8号南-1,PPT0801A,20,22,HY,H1088,374,662,14.6,20,27,292,43716,43743,43455,288,-329,6
10号北-14,PPT1057A,20,20,RH,H1088,375,672,14.6,20,27,292,43764,43791,43455,336,-377,6
8号北-14,PPT0857A,20,22,HL,H1088,376,181,14,11.95,24,167.3,43629,43653,43451,202,-240,6
48南-3,BQM4803A,36,21,MZ,H1088,377,102,22.89,15.65,52,358.2285,44086,44138,43458,680,-746,6
0号东-4,PPT0052A,20,21,MZ,H1088,378,123,19.5,18.75,43,365.625,43437,43480,43461,19,-76,6
48南-3,BQM4803A,36,21,MZ,H1087,379,133,25.083,18.75,43,470.30625,44931,44974,43461,1513,-1570,6
10号南-17,PPT1009A,18,20,外场HN,H1087,380,623,13.6,19.8,38,269.28,43709,43747,43459,288,-340,6
10号北-14,PPT1057A,20,20,RH,H1087,381,633,12.7,19.8,38,251.46,43637,43675,43459,216,-268,6
42南-2,BQM4202A,18,18,YT,H1087,382,683,17.8,14.8,32,263.44,43746,43778,43452,326,-353,26
8号南-5,PPT0803A,20,22,HY,H1087,383,693,17.8,14.8,32,263.44,43521,43553,43452,101,-128,26
10号北-22,PPT1061A,20,20,外场HN,H1087,384,653,17.9,14.2,26,254.18,43574,43600,43449,151,-177,27
10号南-11,PPT1006A,20,20,RH,H1087,385,855,14,12.6,31,176.4,43386,43417,43448,-31,0,21
45南-3,BQM4503A,33,21,ZH,H1087,386,643,19.9,14.2,26,282.58,43576,43602,43448,154,-180,27
0号西-1,PPT0001A,20,21,MZ,H1088,387,191,9,11.95,23,107.55,43509,43532,43448,84,-121,6
10号北-6,PPT1053A,20,20,外场ZH,H1088,388,162,17.86,7.8,21,139.308,43532,43553,43445,108,-143,6
10号南-15,PPT1008A,18,20,外场HN,H1088,389,172,18.45,12.45,21,229.7025,43548,43569,43445,124,-159,6
42南-2,BQM4202A,18,18,YT,H1088,390,182,12.25,9.2,41,112.7,43604,43645,43456,189,-244,6
0号东-2,PPT0051A,20,21,MZ,H1088,391,622,16.9,20,29,338,43456,43485,43451,34,-77,6
8号南-7,PPT0804A,20,22,XZY,H1088,392,632,13.5,20,29,270,43487,43516,43451,65,-108,6
8号南-1,PPT0801A,20,22,HY,H1088,393,823,21.1,15.6,30,329.16,43797,43827,43446,381,-416,26
48北-3,BQM4853A,36,21,HN,H1088,394,833,24,15.6,30,374.4,43710,43740,43446,294,-329,26
10号南-7,PPT1004A,20,20,外场ZH,H1087,395,845,18.075,12.65,31,228.64875,43527,43558,43446,112,-142,21
0号东-12,PPT0056A,20,21,QS,H1087,396,161,11.58,12.405,18,143.6499,43392,43410,43442,-32,0,6
8号南-15,PPT0808A,20,22,HL,H1087,397,171,21.526,7.65,18,164.6739,43809,43827,43442,385,-417,6
45南-3,BQM4503A,33,21,ZH,H1087,398,825,24.4,10.4,33,253.76,43884,43917,43446,471,-513,19
10号南-3,PPT1002A,20,20,外场ZH,H1087,399,822,19.175,15.4,24,295.295,43728,43752,43440,312,-342,25
8号北-18,PPT0859A,20,22,HL,H1087,400,832,22,15.4,24,338.8,43615,43639,43440,199,-229,25
10号南-17,PPT1009A,18,20,外场HN,H1087,401,104,13.35,13.05,15,174.2175,43388,43403,43432,-29,0,6
10号南-5,PPT1003A,20,20,外场ZH,H1087,402,101,11.577,13.021,49,150.744117,43512,43561,43453,108,-171,6
48北-3,BQM4853A,36,21,HN,H1088,403,824,24.1,17.41,34,419.581,43981,44015,43439,576,-619,6
45南-3,BQM4503A,33,21,ZH,H1088,404,122,17,9.55,14,162.35,43389,43403,43431,-28,0,6
45南-3,BQM4503A,33,21,ZH,H1088,405,132,10,9.55,14,95.5,43461,43475,43431,44,-72,6
48南-3,BQM4803A,36,21,MZ,H1088,406,801,28.614,19.075,58,545.81205,43857,43915,43463,452,-526,2
45南-3,BQM4503A,33,21,ZH,H1088,407,801,28.614,19.075,37,545.81205,43680,43717,43440,277,-329,9
48南-3,BQM4803A,36,21,MZ,H1088,408,801,28.614,19.075,37,545.81205,44690,44727,43439,1288,-1340,9
8号南-21,PPT0811A,20,22,HL,H1088,409,825,19.167,16.931,25,324.516477,43504,43529,43428,101,-133,0
10号南-23,PPT1012A,18,20,外场HN,H1088,410,835,7.416,16.884,25,125.211744,43371,43396,43428,-32,0,0
8号南-5,PPT0803A,20,22,HY,H1087,411,652,13.412,19.5,19,261.534,43554,43573,43425,148,-188,6
10号北-14,PPT1057A,20,20,RH,H1087,412,653,11.2,17.72,19,198.464,43386,43405,43425,-20,-20,6
8号南-7,PPT0804A,20,22,XZY,H1087,413,834,20,16.8,33,336,43605,43638,43429,209,-241,6
45南-3,BQM4503A,33,21,ZH,H1087,414,826,20.5,21,31,430.5,43957,43988,43427,561,-598,8
8号南-17,PPT0809A,20,22,HL,H1087,415,836,8,21,31,168,43630,43661,43427,234,-271,8
8号南-5,PPT0803A,20,22,HY,H1087,416,642,13.412,19.5,19,261.534,43699,43718,43422,296,-333,6
10号北-10,PPT1055A,20,20,RH,H1087,417,643,13.412,17.72,19,237.66064,43762,43781,43422,359,-396,6
10号北-24,PPT1062A,20,20,外场HN,H1087,418,283,18.4,18.9,44,347.76,43634,43678,43433,245,-314,7
8号北-22,PPT0861A,20,22,HY,H1088,419,284,20,18.4,45,368,43701,43746,43432,314,-384,7
8号南-17,PPT0809A,20,22,HL,H1088,420,294,20,18.4,45,368,43537,43582,43431,151,-221,7
10号南-11,PPT1006A,20,20,RH,H1088,421,221,18.25,8.2,17,149.65,43611,43628,43419,209,-240,6
8号北-22,PPT0861A,20,22,HY,H1088,422,231,15.25,8.2,17,125.05,43371,43388,43419,-31,0,6
10号北-6,PPT1053A,20,20,外场ZH,H1088,423,110,16,4.932,51,78.912,43463,43514,43425,89,-154,6
10号北-22,PPT1061A,20,20,外场HN,H1088,424,293,19.5,18.9,43,368.55,43731,43774,43429,345,-413,7
10号南-23,PPT1012A,18,20,外场HN,H1088,425,824,15.665,11.094,19,173.78751,43498,43517,43418,99,-145,6
10号南-7,PPT1004A,20,20,外场ZH,H1088,426,834,9.215,10.9,19,100.4435,43463,43482,43418,64,-110,6
0号东-4,PPT0052A,20,21,MZ,H1087,427,661,18.6,14.9,29,277.14,43407,43436,43423,13,-56,6
42南-2,BQM4202A,18,18,YT,H1087,428,822,16.086,14.292,18,229.901112,43646,43664,43417,247,-292,6
0号东-14,PPT0057A,20,21,QS,H1087,429,823,16.231,14.307,18,232.216917,43533,43551,43417,134,-179,6
10号南-11,PPT1006A,20,20,RH,H1087,430,832,6.767,14.288,18,96.686896,43493,43511,43417,94,-139,6
10号北-8,PPT1054A,20,20,外场ZH,H1087,431,833,8.709,14.287,18,124.425483,43673,43691,43417,274,-319,6
8号南-5,PPT0803A,20,22,HY,H1087,432,621,18.334,19.25,37,352.9295,43483,43520,43424,96,-147,6
10号南-25,PPT1013A,18,20,外场HN,H1087,433,631,16.117,19.25,37,310.25225,43505,43542,43424,118,-169,6
48南-10,BQM4810A,22,21,MZ,H1087,434,803,15.5,18,32,279,43700,43732,43418,314,-350,1
10号南-25,PPT1013A,18,20,外场HN,H1088,435,292,16.6,19.5,33,323.7,43443,43476,43425,51,-86,6
48南-3,BQM4803A,36,21,MZ,H1088,436,112,14.612,23,30,336.076,43759,43789,43415,374,-418,6
10号北-10,PPT1055A,20,20,RH,H1088,437,292,16.6,19.5,34,323.7,43649,43683,43425,258,-294,6
48南-3,BQM4803A,36,21,MZ,H1088,438,111,11.85,25,40,296.25,44482,44522,43412,1110,-1164,6
48南-10,BQM4810A,22,21,MZ,H1088,439,826,20.5,21,33,430.5,43822,43855,43417,438,-475,3
48南-10,BQM4810A,22,21,MZ,H1088,440,826,20.5,21,33,430.5,43976,44009,43417,592,-629,3
8号南-15,PPT0808A,20,22,HL,H1088,441,836,8,21,33,168,43507,43540,43417,123,-160,3
8号南-1,PPT0801A,20,22,HY,H1088,442,836,8,21,33,168,43494,43527,43417,110,-147,3
8号南-5,PPT0803A,20,22,HY,H1087,443,282,14.7,19.5,32,286.65,43358,43390,43422,-32,0,7
8号北-18,PPT0859A,20,22,HL,H1087,444,282,14.7,19.5,32,286.65,43781,43813,43421,392,-424,7
48南-3,BQM4803A,36,21,MZ,H1087,445,293,22.5,18.32,31,412.2,44563,44594,43416,1178,-1230,7
48南-10,BQM4810A,22,21,MZ,H1087,446,193,20.1,20.9,35,420.09,43856,43891,43416,475,-524,6
10号北-14,PPT1057A,20,20,RH,H1087,447,283,13.7,18.32,31,250.984,43720,43751,43415,336,-387,7
8号北-16,PPT0858A,20,22,HL,H1087,448,183,9.9,20.9,33,206.91,43504,43537,43414,123,-170,6
10号南-23,PPT1012A,18,20,外场HN,H1087,449,803,15.5,19,29,294.5,43626,43655,43407,248,-294,1
45南-3,BQM4503A,33,21,ZH,H1087,450,293,22.5,18.32,30,412.2,45088,45118,43413,1705,-1756,7
10号南-3,PPT1002A,20,20,外场ZH,H1088,451,134,18.74,19.44,33,364.3056,43674,43707,43412,295,-342,6
10号北-14,PPT1057A,20,20,RH,H1088,452,803,15.5,20,29,310,43569,43598,43406,192,-238,1
8号南-13,PPT0807A,20,22,XZY,H1088,453,135,18.6,19.35,30,359.91,43713,43743,43410,333,-377,6
48南-10,BQM4810A,22,21,MZ,H1088,454,194,20.1,21.05,28,423.105,44186,44214,43408,806,-848,6
8号北-22,PPT0861A,20,22,HY,H1088,455,184,9.804,21.05,27,206.3742,43792,43819,43407,412,-453,6
8号北-22,PPT0861A,20,22,HY,H1088,456,671,18.6,14.9,25,277.14,43675,43700,43408,292,-331,6
42南-2,BQM4202A,18,18,YT,H1088,457,643,13.412,17.72,15,237.66064,43514,43529,43402,127,-157,3
10号南-23,PPT1012A,18,20,外场HN,H1088,458,653,11.2,17.72,15,198.464,43761,43776,43402,374,-404,3
10号南-13,PPT1007A,18,20,RH,H1087,459,263,16.6,18.79,25,311.914,43723,43748,43409,339,-397,1
8号南-1,PPT0801A,20,22,HY,H1087,460,273,14.5,18.79,25,272.455,43744,43769,43409,360,-418,1
10号南-23,PPT1012A,18,20,外场HN,H1087,461,124,15.49,19.15,33,296.6335,43518,43551,43411,140,-187,6
0号东-20,PPT0060A,18,21,QS,H1087,462,283,13.7,18.32,30,250.984,43588,43618,43412,206,-256,7
10号南-15,PPT1008A,18,20,外场HN,H1087,463,125,14.8,19.15,31,283.42,43749,43780,43410,370,-415,6
10号南-23,PPT1012A,18,20,外场HN,H1087,464,643,13.412,17.72,16,237.66064,43744,43760,43402,358,-389,3
8号南-17,PPT0809A,20,22,HL,H1087,465,653,11.2,17.72,16,198.464,43662,43678,43402,276,-307,3
0号东-10,PPT0055A,20,21,MZ,H1087,466,823,16.231,14.307,21,232.216917,43616,43637,43408,229,-258,0
48南-3,BQM4803A,36,21,MZ,H1088,467,103,34.122,13.75,40,469.1775,45037,45077,43412,1665,-1719,6
0号东-18,PPT0059A,18,21,QS,H1088,468,154,19.932,15.976,39,318.433632,43673,43712,43419,293,-346,8
10号北-14,PPT1057A,20,20,RH,H1088,469,263,16.6,18.79,25,311.914,43543,43568,43408,160,-218,1
0号西-3,PPT0002A,20,21,MZ,H1088,470,273,14.5,18.79,25,272.455,43620,43645,43408,237,-295,1
10号南-3,PPT1002A,20,20,外场ZH,H1088,471,262,14.6,17.28,31,252.288,43431,43462,43414,48,-94,6
8号南-1,PPT0801A,20,22,HY,H1088,472,272,14.4,17.28,31,248.832,43650,43681,43414,267,-313,6
