platen_name,platen_id,platen_length_m,platen_width_m,subcontractor_team,ship_id,block_seq_id,block_id,block_length_m,block_width_m,processing_time_days,block_output_value,planned_start_day,planned_end_day,due_date_day,delay_days,early_days,standard_early_days
0号东-2,PPT0051A,20,21,MZ,H1088,473,642,13.412,19.5,16,261.534,43539,43555,43401,154,-194,5
10号北-22,PPT1061A,20,20,外场HN,H1088,474,652,13.412,19.5,16,261.534,43633,43649,43401,248,-288,5
10号北-4,PPT1052A,20,20,外场ZH,H1087,475,823,16.231,14.307,21,232.216917,43541,43562,43407,155,-184,0
8号北-28,PPT0864A,20,22,机动,H1087,476,623,13.38,18.79,15,251.4102,43770,43785,43399,386,-433,0
10号北-20,PPT1060A,20,20,外场HN,H1087,477,633,13.38,18.79,15,251.4102,43597,43612,43399,213,-260,0
10号南-1,PPT1001A,20,20,外场ZH,H1087,478,642,13.412,19.5,16,261.534,43549,43565,43400,165,-205,5
8号北-22,PPT0861A,20,22,HY,H1087,479,652,13.412,19.5,16,261.534,43638,43654,43400,254,-294,5
48南-10,BQM4810A,22,21,MZ,H1087,480,826,20.852,21.691,54,452.300732,43921,43975,43423,552,-641,7
8号南-13,PPT0807A,20,22,XZY,H1087,481,836,6.45,21.691,54,139.90695,43800,43854,43423,431,-520,7
45南-4,BQM4504A,20,21,ZH,H1087,482,261,20.1,16,31,321.6,43542,43573,43409,164,-218,6
10号北-24,PPT1062A,20,20,外场HN,H1088,483,271,17.8,16,31,284.8,43324,43355,43409,-54,0,6
0号东-10,PPT0055A,20,21,MZ,H1088,484,623,13.38,18.79,15,251.4102,43336,43351,43398,-47,0,0
10号北-12,PPT1056A,20,20,RH,H1088,485,633,13.38,18.79,15,251.4102,43578,43593,43398,195,-242,0
8号南-7,PPT0804A,20,22,XZY,H1088,486,145,10.1,13.065,20,131.9565,43772,43792,43400,392,-426,6
0号东-16,PPT0058A,18,21,QS,H1088,487,824,15.665,11.094,22,173.78751,43649,43671,43404,267,-291,4
48南-10,BQM4810A,22,21,MZ,H1088,488,834,9.215,10.9,22,100.4435,43648,43670,43404,266,-290,4
10号南-17,PPT1009A,18,20,外场HN,H1088,489,155,14.7,13.05,22,191.835,43444,43466,43401,65,-101,6
8号北-18,PPT0859A,20,22,HL,H1088,490,154,14.94,13.05,20,194.967,43706,43726,43399,327,-361,6
8号南-19,PPT0810A,20,22,HL,H1087,491,824,15.665,11.094,22,173.78751,43669,43691,43403,288,-312,4
10号南-7,PPT1004A,20,20,外场ZH,H1087,492,834,9.215,10.9,22,100.4435,43440,43462,43403,59,-83,4
10号北-16,PPT1058A,20,20,外场HN,H1087,493,825,18.455,17.3,39,319.2715,43604,43643,43414,229,-303,7
0号东-16,PPT0058A,18,21,QS,H1087,494,835,16,17.3,39,276.8,43524,43563,43414,149,-223,7
8号南-19,PPT0810A,20,22,HL,H1087,495,144,10.5,13.05,20,137.025,43648,43668,43398,270,-304,6
10号北-6,PPT1053A,20,20,外场ZH,H1087,496,822,16.055,14.575,35,234.001625,43625,43660,43409,251,-321,7
0号西-3,PPT0002A,20,21,MZ,H1087,497,832,6.662,14.583,35,97.151946,43725,43760,43409,351,-421,7
10号北-8,PPT1054A,20,20,外场ZH,H1087,498,183,8.82,15.798,22,139.33836,43607,43629,43397,232,-268,6
8号南-19,PPT0810A,20,22,HL,H1088,499,193,15.59,15.978,22,249.09702,43339,43361,43397,-36,0,6
10号南-23,PPT1012A,18,20,外场HN,H1088,500,684,17.5,18.4,38,322,43777,43815,43409,406,-469,7
10号南-13,PPT1007A,18,20,RH,H1088,501,694,16.7,18.4,38,307.28,43596,43634,43409,225,-288,7
10号北-2,PPT1051A,20,20,外场ZH,H1088,502,192,16.9,9.2,37,155.48,43643,43680,43403,277,-328,6
10号北-24,PPT1062A,20,20,外场HN,H1088,503,144,17.566,15.678,31,275.399748,43762,43793,43403,390,-435,8
10号北-14,PPT1057A,20,20,RH,H1088,504,662,14.6,20,27,292,43406,43433,43400,33,-74,6
0号西-1,PPT0001A,20,21,MZ,H1088,505,672,14.6,20,27,292,43745,43772,43400,372,-413,6
10号南-21,PPT1011A,18,20,外场HN,H1088,506,143,10.97,13.152,25,144.27744,43606,43631,43397,234,-273,6
0号西-3,PPT0002A,20,21,MZ,H1087,507,153,18.861,13.05,25,246.13605,43545,43570,43397,173,-212,6
0号西-1,PPT0001A,20,21,MZ,H1087,508,833,8.709,14.287,15,124.425483,43659,43674,43393,281,-301,0
8号北-18,PPT0859A,20,22,HL,H1087,509,683,16.6,18.9,24,313.74,43727,43751,43395,356,-405,7
10号南-7,PPT1004A,20,20,外场ZH,H1087,510,693,16.6,18.9,24,313.74,43639,43663,43395,268,-317,7
0号东-8,PPT0054A,20,21,MZ,H1087,511,825,19.167,16.931,20,324.516477,43596,43616,43391,225,-266,6
0号东-6,PPT0053A,20,21,MZ,H1087,512,825,19.167,16.931,20,324.516477,43593,43613,43391,222,-263,6
10号北-8,PPT1054A,20,20,外场ZH,H1087,513,835,7.416,16.884,20,125.211744,43556,43576,43391,185,-226,6
8号南-1,PPT0801A,20,22,HY,H1087,514,835,7.416,16.884,20,125.211744,43562,43582,43391,191,-232,6
10号南-7,PPT1004A,20,20,外场ZH,H1088,515,833,8.709,14.287,15,124.425483,43664,43679,43392,287,-307,0
10号北-22,PPT1061A,20,20,外场HN,H1088,516,124,18.618,14.354,32,267.242772,43521,43553,43402,151,-196,10
48南-3,BQM4803A,36,21,MZ,H1088,517,134,22.828,14.354,32,327.673112,43824,43856,43402,454,-499,10
10号南-5,PPT1003A,20,20,外场ZH,H1088,518,181,15,11.95,24,179.25,43457,43481,43396,85,-123,6
0号东-14,PPT0057A,20,21,QS,H1088,519,822,16.086,14.292,16,229.901112,43492,43508,43390,118,-160,5
10号南-9,PPT1005A,20,20,RH,H1088,520,832,6.767,14.288,16,96.686896,43464,43480,43390,90,-132,5
0号东-16,PPT0058A,18,21,QS,H1088,521,191,9,11.95,24,107.55,43773,43797,43395,402,-440,6
10号北-8,PPT1054A,20,20,外场ZH,H1088,522,623,13.6,19.8,34,269.28,43521,43555,43399,156,-204,6
10号北-14,PPT1057A,20,20,RH,H1087,523,633,12.7,19.8,34,251.46,43317,43351,43399,-48,0,6
8号南-5,PPT0803A,20,22,HY,H1087,524,822,16.086,14.292,16,229.901112,43391,43407,43389,18,-60,5
0号东-20,PPT0060A,18,21,QS,H1087,525,832,6.767,14.288,16,96.686896,43767,43783,43389,394,-436,5
0号西-1,PPT0001A,20,21,MZ,H1087,526,123,19.5,18.75,39,365.625,43547,43586,43400,186,-239,6
0号东-4,PPT0052A,20,21,MZ,H1087,528,182,12.25,9.2,37,112.7,43513,43550,43397,153,-204,6
48北-3,BQM4853A,36,21,HN,H1087,529,102,22.89,15.65,47,358.2285,44134,44181,43395,786,-847,6
10号北-6,PPT1053A,20,20,外场ZH,H1087,530,622,16.9,20,29,338,43554,43583,43395,188,-231,6
10号南-17,PPT1009A,18,20,外场HN,H1088,531,632,13.5,20,29,270,43520,43549,43395,154,-197,6
0号西-1,PPT0001A,20,21,MZ,H1088,532,162,17.86,7.8,21,139.308,43587,43608,43388,220,-255,6
0号东-18,PPT0059A,18,21,QS,H1088,533,172,18.45,12.45,21,229.7025,43332,43353,43388,-35,0,6
8号南-21,PPT0811A,20,22,HL,H1088,534,824,17.596,14.575,34,256.4617,43745,43779,43398,381,-450,7
0号东-4,PPT0052A,20,21,MZ,H1088,535,834,7.062,14.636,34,103.359432,43761,43795,43398,397,-466,7
10号北-10,PPT1055A,20,20,RH,H1088,536,143,13.809,15.686,31,216.607974,43730,43761,43396,365,-408,7
0号东-2,PPT0051A,20,21,MZ,H1088,537,153,18.919,15.5,31,293.2445,43693,43724,43396,328,-371,7
8号南-7,PPT0804A,20,22,XZY,H1088,538,283,13.7,18.32,31,250.984,43517,43548,43395,153,-214,6
45南-3,BQM4503A,33,21,ZH,H1087,539,293,22.5,18.32,31,412.2,44749,44780,43395,1385,-1446,6
45南-4,BQM4504A,20,21,ZH,H1087,540,621,8.95,15.97,10,142.9315,43750,43760,43378,382,-416,33
10号北-10,PPT1055A,20,20,RH,H1087,541,263,16.6,18.79,26,311.914,43580,43606,43392,214,-260,6
8号北-22,PPT0861A,20,22,HY,H1087,542,823,17.548,14.578,32,255.814744,43605,43637,43396,241,-308,7
10号北-22,PPT1061A,20,20,外场HN,H1087,543,833,7.281,14.575,32,106.120575,43297,43329,43396,-67,0,7
10号北-6,PPT1053A,20,20,外场ZH,H1087,544,631,10.53,15.97,8,168.1641,43704,43712,43375,337,-371,33
8号南-5,PPT0803A,20,22,HY,H1087,545,273,14.5,18.79,26,272.455,43456,43482,43391,91,-136,6
10号南-21,PPT1011A,18,20,外场HN,H1087,546,161,11.58,12.405,19,143.6499,43760,43779,43386,393,-426,6
8号北-16,PPT0858A,20,22,HL,H1088,547,171,21.526,7.65,19,164.6739,43446,43465,43386,79,-112,6
10号南-1,PPT1001A,20,20,外场ZH,H1088,548,282,14.7,19.5,30,286.65,43778,43808,43394,414,-474,6
8号南-5,PPT0803A,20,22,HY,H1088,549,292,16.6,19.5,30,323.7,43425,43455,43394,61,-121,6
42南-2,BQM4202A,18,18,YT,H1088,550,123,16.106,12.2,28,196.4932,43552,43580,43388,192,-243,4
0号东-2,PPT0051A,20,21,MZ,H1088,551,623,13.38,18.79,15,251.4102,43623,43638,43381,257,-291,3
10号北-24,PPT1062A,20,20,外场HN,H1088,552,633,13.38,18.79,15,251.4102,43356,43371,43381,-10,-24,3
8号南-15,PPT0808A,20,22,HL,H1088,553,182,20,7.3,17,146,43791,43808,43382,426,-467,6
0号东-18,PPT0059A,18,21,QS,H1088,554,192,13.889,7.3,17,101.3897,43551,43568,43382,186,-227,6
8号南-13,PPT0807A,20,22,XZY,H1087,555,632,13.38,17.28,16,231.2064,43552,43568,43379,189,-225,12
10号北-18,PPT1059A,20,20,外场HN,H1087,556,622,13.38,17.28,15,231.2064,43643,43658,43378,280,-314,12
10号南-21,PPT1011A,18,20,外场HN,H1087,557,144,17.566,15.678,23,275.399748,43632,43655,43380,275,-344,7
10号南-19,PPT1010A,18,20,外场HN,H1087,558,144,17.566,15.678,23,275.399748,43561,43584,43380,204,-273,7
0号东-16,PPT0058A,18,21,QS,H1087,559,154,19.932,15.976,23,318.433632,43443,43466,43380,86,-155,7
0号西-1,PPT0001A,20,21,MZ,H1087,560,154,19.932,15.976,23,318.433632,43721,43744,43380,364,-433,7
48南-3,BQM4803A,36,21,MZ,H1087,561,133,24.07,12.2,28,293.654,45008,45036,43384,1652,-1699,4
8号北-22,PPT0861A,20,22,HY,H1087,562,124,18.618,14.354,22,267.242772,43290,43312,43377,-65,0,6
10号北-20,PPT1060A,20,20,外场HN,H1088,563,124,18.618,14.354,22,267.242772,43431,43453,43377,76,-141,6
48南-3,BQM4803A,36,21,MZ,H1088,564,134,22.828,14.354,22,327.673112,43933,43955,43377,578,-643,6
48北-3,BQM4853A,36,21,HN,H1088,565,134,22.828,14.354,22,327.673112,43922,43944,43377,567,-632,6
48南-3,BQM4803A,36,21,MZ,H1088,566,111,22.2,13.8,25,306.36,44430,44455,43377,1078,-1112,15
10号北-24,PPT1062A,20,20,外场HN,H1088,567,102,19.76,18.47,38,364.9672,43794,43832,43390,442,-486,0
0号东-20,PPT0060A,18,21,QS,H1088,568,261,20.1,16,31,321.6,43309,43340,43385,-45,0,6
8号南-3,PPT0802A,20,22,HY,H1088,569,261,20.1,16,31,321.6,43770,43801,43385,416,-461,6
48南-3,BQM4803A,36,21,MZ,H1088,570,271,17.8,16,31,284.8,43309,43340,43385,-45,0,6
10号北-22,PPT1061A,20,20,外场HN,H1087,571,271,17.8,16,31,284.8,43601,43632,43385,247,-292,6
45南-3,BQM4503A,33,21,ZH,H1087,572,103,29.101,15.68,26,456.30368,45119,45145,43382,1763,-1793,5
10号北-14,PPT1057A,20,20,RH,H1087,573,104,13.35,13.05,15,174.2175,43676,43691,43375,316,-345,6
0号西-7,PPT0004A,20,21,MZ,H1087,574,101,11.577,13.021,45,150.744117,43631,43676,43392,284,-343,6
10号南-17,PPT1009A,18,20,外场HN,H1087,575,122,15.531,12.2,27,189.4782,43786,43813,43382,431,-475,-1
10号南-1,PPT1001A,20,20,外场ZH,H1087,576,132,18.94,12.2,27,231.068,43697,43724,43382,342,-386,-1
42南-2,BQM4202A,18,18,YT,H1087,577,122,18,9.55,14,171.9,43457,43471,43374,97,-125,6
10号南-17,PPT1009A,18,20,外场HN,H1087,578,132,11,9.55,14,105.05,43467,43481,43374,107,-135,6
10号南-21,PPT1011A,18,20,外场HN,H1088,579,262,14.6,17.28,31,252.288,43728,43759,43385,374,-434,0
10号北-12,PPT1056A,20,20,RH,H1088,580,262,14.6,17.28,31,252.288,43655,43686,43385,301,-361,0
0号东-16,PPT0058A,18,21,QS,H1088,581,272,14.4,17.28,31,248.832,43617,43648,43385,263,-323,0
8号南-15,PPT0808A,20,22,HL,H1088,582,272,14.4,17.28,31,248.832,43677,43708,43385,323,-383,0
0号东-10,PPT0055A,20,21,MZ,H1088,583,112,21,8.6,18,180.6,43541,43559,43368,191,-221,5
10号南-25,PPT1013A,18,20,外场HN,H1088,584,221,14,15.97,20,223.58,43711,43731,43381,350,-392,22
48南-3,BQM4803A,36,21,MZ,H1088,585,111,22.2,13.8,25,306.36,43980,44005,43367,638,-696,7
45南-3,BQM4503A,33,21,ZH,H1088,586,111,22.2,13.8,25,306.36,44417,44442,43367,1075,-1133,7
10号北-24,PPT1062A,20,20,外场HN,H1087,587,183,8.82,15.798,21,139.33836,43725,43746,43368,378,-437,4
10号北-24,PPT1062A,20,20,外场HN,H1087,588,193,15.59,15.978,21,249.09702,43703,43724,43368,356,-415,4
45南-4,BQM4504A,20,21,ZH,H1087,589,284,20,18.4,45,368,43256,43301,43380,-79,0,7
10号北-20,PPT1060A,20,20,外场HN,H1087,590,183,8.82,15.798,21,139.33836,43666,43687,43367,320,-379,4
10号北-20,PPT1060A,20,20,外场HN,H1087,591,193,15.59,15.978,21,249.09702,43549,43570,43367,203,-262,4
10号北-2,PPT1051A,20,20,外场ZH,H1087,592,231,14.308,15.97,21,228.49876,43563,43584,43374,210,-253,14
48南-10,BQM4810A,22,21,MZ,H1087,593,112,21,8.6,18,180.6,43629,43647,43361,286,-311,5
0号东-12,PPT0056A,20,21,QS,H1087,594,112,21,8.6,18,180.6,43797,43815,43361,454,-479,5
10号南-1,PPT1001A,20,20,外场ZH,H1088,595,283,18.4,18.9,43,347.76,43254,43297,43378,-81,0,5
48南-3,BQM4803A,36,21,MZ,H1088,596,294,20,18.4,45,368,43432,43477,43379,98,-177,6
45南-3,BQM4503A,33,21,ZH,H1088,597,101,30.66,9.4,30,288.204,43755,43785,43370,415,-459,0
8号南-1,PPT0801A,20,22,HY,H1088,598,824,14.342,13.72,26,196.77224,43770,43796,43368,428,-472,7
8号北-26,PPT0863A,20,22,机动,H1088,599,824,14.342,13.72,26,196.77224,43495,43521,43367,154,-198,7
0号西-3,PPT0002A,20,21,MZ,H1088,600,293,19.5,18.9,43,368.55,43681,43724,43375,349,-427,5
48北-3,BQM4853A,36,21,HN,H1088,601,269,10.5,18.9,29,198.45,43561,43590,43370,220,-267,7
0号东-20,PPT0060A,18,21,QS,H1088,602,269,10.5,18.9,29,198.45,43784,43813,43370,443,-490,7
10号北-8,PPT1054A,20,20,外场ZH,H1087,603,279,10.5,18.9,29,198.45,43577,43606,43370,236,-283,7
10号南-21,PPT1011A,18,20,外场HN,H1087,604,279,10.5,18.9,29,198.45,43656,43685,43370,315,-362,7
0号东-18,PPT0059A,18,21,QS,H1087,605,268,10.8,20,30,216,43735,43765,43368,397,-445,7
10号北-6,PPT1053A,20,20,外场ZH,H1087,606,278,10.8,20,30,216,43713,43743,43368,375,-423,7
0号西-1,PPT0001A,20,21,MZ,H1087,607,631,10.53,15.97,13,168.1641,43533,43546,43357,189,-241,0
8号北-26,PPT0863A,20,22,机动,H1087,608,631,10.53,15.97,13,168.1641,43292,43305,43357,-52,0,0
8号南-5,PPT0803A,20,22,HY,H1087,609,182,21,7.3,18,153.3,43658,43676,43362,314,-352,4
8号北-14,PPT0857A,20,22,HL,H1087,610,182,22,7.3,18,160.6,43536,43554,43362,192,-230,4
8号北-18,PPT0859A,20,22,HL,H1088,611,192,13.889,7.3,18,101.3897,43596,43614,43362,252,-290,4
0号东-20,PPT0060A,18,21,QS,H1088,612,192,13.889,7.3,18,101.3897,43673,43691,43362,329,-367,4
8号南-19,PPT0810A,20,22,HL,H1088,613,144,15.117,16.07,25,242.93019,43622,43647,43363,284,-365,5
10号北-10,PPT1055A,20,20,RH,H1088,614,154,19.39,16.07,25,311.5973,43257,43282,43363,-81,0,5
10号南-13,PPT1007A,18,20,RH,H1088,615,172,18.5,15.698,32,290.413,43546,43578,43367,211,-286,8
0号东-18,PPT0059A,18,21,QS,H1088,616,632,13.38,17.28,14,231.2064,43293,43307,43357,-50,-10,4
8号南-17,PPT0809A,20,22,HL,H1088,617,632,13.38,17.28,14,231.2064,43719,43733,43357,376,-436,4
10号北-8,PPT1054A,20,20,外场ZH,H1088,618,268,10.8,20,30,216,43289,43319,43367,-48,0,7
10号北-4,PPT1052A,20,20,外场ZH,H1087,619,278,10.8,20,30,216,43649,43679,43367,312,-360,7
10号北-20,PPT1060A,20,20,外场HN,H1087,620,621,8.95,15.97,14,142.9315,43454,43468,43357,111,-162,0
48南-3,BQM4803A,36,21,MZ,H1087,621,621,8.95,15.97,14,142.9315,43478,43492,43357,135,-186,0
8号北-18,PPT0859A,20,22,HL,H1087,622,123,16.106,12.2,23,196.4932,43536,43559,43360,199,-230,1
8号北-22,PPT0861A,20,22,HY,H1087,623,123,16.106,12.2,23,196.4932,43520,43543,43360,183,-214,1
48南-3,BQM4803A,36,21,MZ,H1087,624,133,24.07,12.2,23,293.654,43956,43979,43360,619,-650,1
48南-3,BQM4803A,36,21,MZ,H1087,625,133,24.07,12.2,23,293.654,43408,43431,43360,71,-102,1
10号北-8,PPT1054A,20,20,外场ZH,H1087,626,221,18.25,8.2,14,149.65,43630,43644,43359,285,-313,6
0号东-16,PPT0058A,18,21,QS,H1088,627,231,15.25,8.2,14,125.05,43493,43507,43359,148,-176,6
10号北-2,PPT1051A,20,20,外场ZH,H1088,628,125,9.8,18.5,42,181.3,43261,43303,43377,-74,0,7
10号南-5,PPT1003A,20,20,外场ZH,H1088,629,135,13.1,18.5,42,242.35,43652,43694,43377,317,-391,7
8号南-7,PPT0804A,20,22,XZY,H1088,630,629,15.6,18.9,32,294.84,43739,43771,43369,402,-452,7
10号南-13,PPT1007A,18,20,RH,H1088,631,629,15.6,18.9,32,294.84,43653,43685,43369,316,-366,7
48南-10,BQM4810A,22,21,MZ,H1088,632,639,15.6,18.9,32,294.84,43733,43765,43369,396,-446,7
48南-10,BQM4810A,22,21,MZ,H1088,633,639,15.6,18.9,32,294.84,43789,43821,43369,452,-502,7
8号南-21,PPT0811A,20,22,HL,H1088,634,124,21,18.1,26,380.1,43718,43744,43362,382,-426,7
0号东-2,PPT0051A,20,21,MZ,H1087,635,134,21,18.1,26,380.1,43792,43818,43362,456,-500,7
8号北-26,PPT0863A,20,22,机动,H1087,636,144,15.117,16.07,25,242.93019,43254,43279,43361,-82,0,5
48北-3,BQM4853A,36,21,HN,H1087,637,261,20.5,18.8,34,385.4,43526,43560,43369,191,-243,7
8号南-17,PPT0809A,20,22,HL,H1087,638,261,20.5,18.8,34,385.4,43583,43617,43369,248,-300,7
0号东-20,PPT0060A,18,21,QS,H1087,639,271,15.2,18.8,34,285.76,43692,43726,43369,357,-409,7
10号北-24,PPT1062A,20,20,外场HN,H1087,640,271,15.2,18.8,34,285.76,43599,43633,43369,264,-316,7
42南-2,BQM4202A,18,18,YT,H1087,641,622,13.38,17.28,13,231.2064,43284,43297,43354,-57,0,5
0号西-1,PPT0001A,20,21,MZ,H1087,642,622,13.38,17.28,13,231.2064,43675,43688,43354,334,-391,5
0号东-4,PPT0052A,20,21,MZ,H1088,643,154,19.39,16.07,24,311.5973,43551,43575,43359,216,-297,5
8号南-3,PPT0802A,20,22,HY,H1088,644,143,13.809,15.686,21,216.607974,43702,43723,43357,366,-412,6
8号北-22,PPT0861A,20,22,HY,H1088,645,143,13.809,15.686,21,216.607974,43747,43768,43357,411,-457,6
0号西-7,PPT0004A,20,21,MZ,H1088,646,153,18.919,15.5,21,293.2445,43609,43630,43357,273,-319,6
0号东-14,PPT0057A,20,21,QS,H1088,647,153,18.919,15.5,21,293.2445,43552,43573,43357,216,-262,6
10号南-1,PPT1001A,20,20,外场ZH,H1088,648,628,15.6,20,23,312,43725,43748,43359,389,-430,7
0号东-12,PPT0056A,20,21,QS,H1088,649,638,15.6,20,23,312,43528,43551,43359,192,-233,7
8号北-28,PPT0864A,20,22,机动,H1088,650,628,15.6,20,23,312,43598,43621,43355,266,-336,7
10号北-24,PPT1062A,20,20,外场HN,H1087,651,638,15.6,20,23,312,43679,43702,43355,347,-417,7
45南-3,BQM4503A,33,21,ZH,H1087,652,102,19.76,18.47,20,364.9672,43440,43460,43348,112,-149,0
8号南-7,PPT0804A,20,22,XZY,H1087,653,102,19.76,18.47,20,364.9672,43584,43604,43348,256,-293,0
8号北-28,PPT0864A,20,22,机动,H1087,654,183,7.507,14.276,19,107.169932,43622,43641,43353,288,-321,5
10号南-11,PPT1006A,20,20,RH,H1087,655,193,14.445,14.246,19,205.78347,43301,43320,43353,-33,0,5
8号南-19,PPT0810A,20,22,HL,H1087,656,124,21,18.1,26,380.1,43710,43736,43355,381,-460,7
8号北-26,PPT0863A,20,22,机动,H1087,657,134,21,18.1,26,380.1,43759,43785,43355,430,-509,7
45南-3,BQM4503A,33,21,ZH,H1087,658,101,30.66,9.4,31,288.204,44578,44609,43358,1251,-1322,7
45南-3,BQM4503A,33,21,ZH,H1088,659,101,30.66,9.4,31,288.204,45021,45052,43358,1694,-1765,7
48南-10,BQM4810A,22,21,MZ,H1088,660,826,20.852,21.691,55,452.300732,44046,44101,43376,725,-785,7
8号南-7,PPT0804A,20,22,XZY,H1088,661,836,6.45,21.691,55,139.90695,43812,43867,43376,491,-551,7
10号南-3,PPT1002A,20,20,外场ZH,H1088,662,183,7.507,14.276,20,107.169932,43570,43590,43353,237,-271,5
10号北-6,PPT1053A,20,20,外场ZH,H1088,663,193,14.445,14.246,20,205.78347,43683,43703,43353,350,-384,5
10号北-18,PPT1059A,20,20,外场HN,H1088,664,822,16.055,14.575,35,234.001625,43544,43579,43363,216,-268,7
0号东-6,PPT0053A,20,21,MZ,H1088,665,832,6.662,14.583,35,97.151946,43536,43571,43363,208,-260,7
8号南-5,PPT0803A,20,22,HY,H1088,666,261,19.155,12.423,39,237.962565,43600,43639,43363,276,-346,6
8号北-26,PPT0863A,20,22,机动,H1087,667,271,21.56,12.423,39,267.83988,43306,43345,43363,-18,-52,6
10号南-21,PPT1011A,18,20,外场HN,H1087,668,112,20,5.15,41,103,43564,43605,43349,256,-307,7
10号南-19,PPT1010A,18,20,外场HN,H1087,669,825,18.455,17.3,40,319.2715,43723,43763,43365,398,-453,7
45南-3,BQM4503A,33,21,ZH,H1087,670,835,17,17.3,40,294.1,43639,43679,43365,314,-369,7
8号北-28,PPT0864A,20,22,机动,H1087,671,183,11.2,20,35,224,43714,43749,43357,392,-461,7
10号北-22,PPT1061A,20,20,外场HN,H1087,672,122,15.531,12.2,17,189.4782,43713,43730,43343,387,-435,7
8号北-14,PPT0857A,20,22,HL,H1087,673,122,15.531,12.2,17,189.4782,43611,43628,43343,285,-333,7
8号北-18,PPT0859A,20,22,HL,H1087,674,132,18.94,12.2,17,231.068,43640,43657,43343,314,-362,7
10号北-6,PPT1053A,20,20,外场ZH,H1088,675,132,18.94,12.2,17,231.068,43791,43808,43343,465,-513,7
48南-3,BQM4803A,36,21,MZ,H1088,676,103,29.101,15.68,16,456.30368,43635,43651,43342,309,-355,7
48南-3,BQM4803A,36,21,MZ,H1088,677,103,29.101,15.68,16,456.30368,43916,43932,43342,590,-636,7
48南-10,BQM4810A,22,21,MZ,H1088,678,193,19.9,20,35,398,43593,43628,43356,272,-339,8
48南-3,BQM4803A,36,21,MZ,H1088,679,272,15.89,20.773,33,330.08297,43790,43823,43356,467,-532,9
8号北-28,PPT0864A,20,22,机动,H1088,680,262,11.65,20.773,33,242.00545,43642,43675,43356,319,-383,10
8号南-15,PPT0808A,20,22,HL,H1088,681,684,17.5,18.4,38,322,43574,43612,43359,253,-306,7
10号北-4,PPT1052A,20,20,外场ZH,H1088,682,694,16.7,18.4,38,307.28,43563,43601,43359,242,-295,7
0号东-18,PPT0059A,18,21,QS,H1087,683,182,7.9,19.9,40,157.21,43390,43430,43361,69,-135,8
45南-3,BQM4503A,33,21,ZH,H1087,684,192,23.8,19.9,40,473.62,43820,43860,43361,499,-565,8
42南-2,BQM4202A,18,18,YT,H1087,685,110,12,5.487,41,65.844,43472,43513,43346,167,-228,5
0号东-20,PPT0060A,18,21,QS,H1087,686,162,18.5,15.5,32,286.75,43619,43651,43349,302,-359,8
8号南-1,PPT0801A,20,22,HY,H1087,687,801,20.814,15.31,33,318.66234,43528,43561,43351,210,-271,2
8号南-7,PPT0804A,20,22,XZY,H1087,688,231,14.308,15.97,14,228.49876,43662,43676,43342,334,-394,4
10号南-17,PPT1009A,18,20,外场HN,H1087,689,231,14.308,15.97,14,228.49876,43576,43590,43342,248,-308,4
10号南-25,PPT1013A,18,20,外场HN,H1087,690,143,14.606,16.186,26,236.412716,43732,43758,43343,415,-455,5
0号西-5,PPT0003A,20,21,MZ,H1088,691,153,19.167,16.07,26,308.01369,43540,43566,43343,223,-263,5
45南-3,BQM4503A,33,21,ZH,H1088,692,154,24.839,16.385,39,406.987015,44674,44713,43354,1359,-1415,10
10号南-15,PPT1008A,18,20,外场HN,H1088,693,322,12.4,19.6,39,243.04,43646,43685,43353,332,-386,1
8号北-26,PPT0863A,20,22,机动,H1088,694,332,12.4,19.6,39,243.04,43522,43561,43353,208,-262,1
10号北-14,PPT1057A,20,20,RH,H1088,695,221,15,15.97,12,239.55,43624,43636,43340,296,-360,1
48南-10,BQM4810A,22,21,MZ,H1088,696,221,16,15.97,12,255.52,43526,43538,43340,198,-262,1
10号南-25,PPT1013A,18,20,外场HN,H1088,697,683,16.6,18.9,24,313.74,43759,43783,43340,443,-507,16
8号南-21,PPT0811A,20,22,HL,H1088,698,693,16.6,18.9,24,313.74,43693,43717,43340,377,-441,16
48南-3,BQM4803A,36,21,MZ,H1087,699,144,24.366,16.385,38,399.23691,45078,45116,43351,1765,-1820,9
10号北-2,PPT1051A,20,20,外场ZH,H1087,700,143,14.606,16.186,26,236.412716,43536,43562,43340,222,-277,5
0号西-1,PPT0001A,20,21,MZ,H1087,701,153,19.167,16.07,26,308.01369,43259,43285,43340,-55,0,5
10号南-17,PPT1009A,18,20,外场HN,H1087,702,824,17.596,14.575,33,256.4617,43591,43624,43347,277,-325,7
10号北-14,PPT1057A,20,20,RH,H1087,703,834,7.062,14.636,33,103.359432,43352,43385,43347,38,-86,7
10号南-1,PPT1001A,20,20,外场ZH,H1087,704,163,16.387,11.151,22,182.731437,43495,43517,43337,180,-227,8
8号南-17,PPT0809A,20,22,HL,H1087,705,123,20.9,18.1,28,378.29,43734,43762,43338,424,-470,7
8号南-13,PPT0807A,20,22,XZY,H1087,706,123,20.9,18.1,28,378.29,43744,43772,43338,434,-480,7
8号北-18,PPT0859A,20,22,HL,H1088,707,133,21.1,18.1,28,381.91,43752,43780,43338,442,-488,7
8号北-28,PPT0864A,20,22,机动,H1088,708,133,21.1,18.1,28,381.91,43812,43840,43338,502,-548,7
