episode,makespan,std_dev_workload,avg_reward,epsilon,best_makespan_so_far,best_std_dev_so_far
44,45288,3443.3546154342898,-2786.405819946569,0.978724215058141,15,36
45,45210,3219.1425599901631,-2754.6889717199938,0.97823485295061197,15,36
46,45259,3318.972547221505,-2766.4255285501749,0.97774573552413668,15,36
47,45263,3325.013564415683,-2738.4771208641691,0.97725686265637468,15,36
48,45205,3184.743978230189,-2511.605539401362,0.97676823422504655,15,36
49,45168,3136.480919889591,-2583.2399306251959,0.97627985010793406,15,36
50,45270,3193.456120674698,-2740.9744426939878,0.97579171018288013,15,36
51,45192,3343.0311499128361,-2698.3571560276641,0.97530381432778879,15,36
52,45277,3277.772959600326,-2739.189334036078,0.97481616242062497,15,36
53,45244,3311.976910422914,-2635.4296421220752,0.97432875433941468,15,36
54,45176,3314.9591776912812,-2747.1290504526551,0.97384158996224501,15,36
55,45260,3262.1888978725542,-2731.0652874348689,0.97335466916726399,15,36
56,45271,3275.0261944050362,-2654.8629319183492,0.97286799183268036,15,36
57,45227,3344.0041344200322,-2749.9345835075001,0.97238155783676405,15,36
58,45216,3389.6153425759521,-2807.233848211798,0.97189536705784574,15,36
59,45252,3376.274693130948,-2773.589759786762,0.97140941937431691,15,36
60,45246,3290.3245703471871,-2644.871905809915,0.97092371466462979,15,36
61,45252,3230.8064801199612,-2711.8301125847688,0.97043825280729756,15,36
62,45170,3193.9173762304172,-2698.2889924987812,0.96995303368089392,15,36
63,45242,3226.4112463229471,-2649.194139436443,0.96946805716405349,15,36
64,45234,3393.5703081739971,-2559.5506091783418,0.96898332313547153,15,36
65,45221,3262.0313982747512,-2677.3842462096341,0.96849883147390381,15,36
66,45177,3142.6676370962919,-2599.3658402576261,0.96801458205816693,15,36
67,45207,3175.784420086432,-2688.0943944028159,0.96753057476713789,15,36
68,45161,3108.4540422005821,-2655.0143654096969,0.96704680947975441,15,36
69,45186,3267.228587984815,-2646.532865940479,0.96656328607501463,15,36
70,45224,3217.1341919318611,-2634.8174375400331,0.96608000443197717,15,36
71,45189,3174.009470538304,-2626.248403358004,0.96559696442976128,15,36
72,45188,3175.52544851945,-2636.8792138796371,0.96511416594754651,15,36
73,45200,3302.0618140541551,-2647.0317127627591,0.96463160886457278,15,36
74,45207,3248.388411186319,-2617.1054002582409,0.96414929306014052,15,36
75,45199,3290.2689859966899,-2610.8707440454468,0.96366721841361047,15,36
76,45247,3304.008918020731,-2729.81592638134,0.96318538480440374,15,36
77,45268,3338.6710395790119,-2750.728591117379,0.96270379211200163,15,36
78,45220,3289.723015278716,-2657.249022884821,0.96222244021594572,15,36
79,45172,3278.3708204620989,-2582.557807123545,0.96174132899583775,15,36
80,45223,3245.3910872592028,-2752.9269808827462,0.96126045833133988,15,36
81,45188,3238.0572667437132,-2650.3852178829638,0.96077982810217422,15,36
82,45240,3287.3232450154842,-2656.6572400910518,0.96029943818812313,15,36
83,45216,3186.6994823137761,-2708.0106611957131,0.95981928846902909,15,36
84,45231,3212.048520783158,-2707.900998670123,0.95933937882479459,15,36
85,45200,3290.3562397636479,-2625.7086193076948,0.95885970913538221,15,36
86,45228,3332.0134525486301,-2717.7014862873848,0.9583802792808146,15,36
87,45198,3289.6174785869921,-2665.9402227588139,0.95790108914117422,15,36
88,45174,3174.9361179038428,-2670.8067653894118,0.95742213859660363,15,36
89,45208,3340.9550181435088,-2662.8433060306261,0.95694342752730543,15,36
90,45230,3278.0852015802252,-2748.5581714524492,0.95646495581354185,15,36
91,45235,3263.574496758607,-2613.1673625660819,0.95598672333563517,15,36
92,45164,3136.0780481233301,-2639.096177312525,0.95550872997396741,15,36
93,45227,3347.0065278843308,-2687.764308647254,0.95503097560898043,15,36
94,45258,3274.0917934771401,-2744.3178731548128,0.95455346012117603,15,36
95,45242,3249.2031090242608,-2689.5431253936981,0.95407618339111555,15,36
96,45192,3154.3359647113689,-2688.9203078529158,0.95359914529942003,15,36
97,45236,3419.8487788383081,-2549.3274090976788,0.95312234572677035,15,36
98,45330,3375.0485032808542,-2864.5064975873238,0.95264578455390703,15,36
99,45166,3238.1999956514851,-2615.260671590192,0.95216946166163008,15,36
100,45244,3266.8698418861791,-2683.499316566184,0.95169337693079936,15,36
101,45254,3152.7146905094678,-2757.3606195597149,0.95121753024233402,15,36
102,45169,3278.6303852513552,-2625.492357230989,0.95074192147721293,15,36
103,45262,3255.6341038654359,-2699.7753160654111,0.95026655051647435,15,36
104,45183,3194.0114529165098,-2572.9367079348081,0.94979141724121618,15,36
105,45178,3233.0727838870412,-2708.6788627633919,0.9493165215325956,15,36
106,45213,3387.7768426930529,-2593.8786914545649,0.9488418632718294,15,36
107,45238,3239.80474739498,-2766.7814424917128,0.94836744234019354,15,36
108,45286,3376.2898336957001,-2728.906018847174,0.94789325861902352,15,36
109,45217,3299.4878989392391,-2641.2337729189362,0.94741931198971407,15,36
110,45216,3314.7600775602418,-2647.0183993028422,0.94694560233371927,15,36
111,45261,3352.3792826421409,-2647.0578514843692,0.94647212953255244,15,36
112,45192,3231.640745802817,-2594.496956675383,0.94599889346778621,15,36
113,45214,3337.8338249622379,-2608.3749967159938,0.94552589402105236,15,36
114,45241,3256.5704997250818,-2569.7637497421319,0.94505313107404187,15,36
115,45183,3329.0396336285539,-2535.4241604074118,0.9445806045085049,15,36
116,45291,3315.8057915312461,-2776.688561762513,0.94410831420625074,15,36
117,45254,3283.415171400241,-2844.232026103517,0.94363626004914769,15,36
118,45235,3258.771074103493,-2778.8825088191029,0.94316444191912319,15,36
119,45224,3203.5496490080491,-2683.1103476481708,0.94269285969816363,15,36
120,45204,3120.1603740421519,-2650.4091640294241,0.9422215132683146,15,36
121,45188,3321.7156842650152,-2549.8902804486329,0.94175040251168052,15,36
122,45166,3181.3364505595382,-2569.7632933551931,0.94127952731042475,15,36
123,45181,3223.2466310479731,-2547.8687309824891,0.94080888754676961,15,36
124,45187,3350.3094439435849,-2711.9045490174349,0.94033848310299628,15,36
125,45244,3311.57823449751,-2686.1470669605469,0.93986831386144487,15,36
126,45129,3078.012293720943,-2514.139477674405,0.93939837970451423,15,36
127,45158,3085.7153943091971,-2651.2900521860061,0.93892868051466205,15,36
128,45224,3319.7986637345762,-2668.114820108116,0.93845921617440475,15,36
129,45216,3395.1320813119851,-2697.2889906555552,0.9379899865663176,15,36
130,45301,3348.076119011841,-2743.428110968192,0.93752099157303448,15,36
131,45270,3444.9331901061419,-2563.6231427561538,0.937052231077248,15,36
132,45199,3248.8536142999769,-2624.0479748228572,0.9365837049617094,15,36
133,45244,3309.787310906569,-2613.834749145813,0.93611541310922863,15,36
134,45302,3439.0330238051661,-2799.6917046622079,0.93564735540267407,15,36
135,45261,3205.0068305028881,-2642.6792828085258,0.93517953172497281,15,36
136,45200,3262.6495238704251,-2536.102443382299,0.93471194195911034,15,36
137,45282,3378.816955120687,-2705.3910228043251,0.93424458598813087,15,36
138,45175,3402.6028753037431,-2744.6953533265819,0.93377746369513681,15,36
139,45189,3187.9735320844711,-2681.4485080167278,0.93331057496328929,15,36
140,45224,3195.3733701330411,-2620.445634939877,0.93284391967580771,15,36
141,45189,3245.2640265703781,-2660.2437002601728,0.93237749771596989,15,36
142,45215,3274.363813749474,-2662.1941722822762,0.93191130896711194,15,36
143,45266,3316.5454770055112,-2752.4530488332839,0.93144535331262845,15,36
144,45232,3182.35383925015,-2662.532755814284,0.93097963063597222,15,36
145,45220,3306.8347439464769,-2538.2858877116769,0.93051414082065431,15,36
146,45257,3414.9687861372859,-2627.0282239436801,0.93004888375024408,15,36
147,45171,3116.320600818583,-2626.304098750818,0.92958385930836906,15,36
148,45244,3476.5822826040858,-2755.316105213054,0.92911906737871497,15,36
149,45224,3211.699191711466,-2592.5845992044951,0.92865450784502568,15,36
150,45217,3293.06868582275,-2708.1886990353391,0.92819018059110325,15,36
151,45191,3332.5010674200339,-2533.486957668566,0.92772608550080771,15,36
152,45283,3354.831685355734,-2692.812115416868,0.92726222245805734,15,36
153,45198,3150.216122218797,-2678.1879084661132,0.9267985913468284,15,36
154,45182,3260.02208564291,-2698.0580531628402,0.926335192051155,15,36
155,45154,3147.0379167377118,-2705.6225197875519,0.92587202445512951,15,36
156,45233,3290.682431111034,-2743.7484617914602,0.92540908844290204,15,36
157,45205,3321.3148147259831,-2575.548867825858,0.92494638389868067,15,36
158,45210,3285.4597789756172,-2620.785036700669,0.92448391070673142,15,36
159,45136,3300.6606165198141,-2593.1301533400829,0.92402166875137814,15,36
160,45236,3286.65936077691,-2686.1667487728032,0.92355965791700245,15,36
161,45168,3206.4317674351059,-2586.209174904649,0.923097878088044,15,36
162,45241,3245.0828018083271,-2742.9374209106431,0.92263632914900007,15,36
163,45244,3284.2610192615089,-2637.4236017503799,0.92217501098442567,15,36
164,45182,3279.009135426646,-2565.7487850936759,0.92171392347893355,15,36
165,45250,3361.837997981067,-2534.0412930916768,0.92125306651719419,15,36
166,45234,3222.8553642493871,-2635.3677844997619,0.92079243998393567,15,36
167,45236,3372.8305283573759,-2604.4584360885679,0.92033204376394373,15,36
168,45171,3280.9185073778758,-2541.7618838303301,0.91987187774206181,15,36
169,45271,3291.1239186043222,-2715.1744750923258,0.91941194180319086,15,36
170,45190,3354.833812238388,-2536.1685126316679,0.91895223583228935,15,36
171,45274,3360.9125580995092,-2669.1474611326271,0.91849275971437327,15,36
172,45220,3333.983116937512,-2676.3710251131388,0.9180335133345161,15,36
173,45149,3131.031887868206,-2705.4337394806939,0.91757449657784895,15,36
174,45294,3253.5280897545781,-2794.109117285414,0.9171157093295601,15,36
175,45265,3192.001892264966,-2633.3149899889099,0.91665715147489535,15,36
176,45138,3206.234784544215,-2435.4700609042061,0.91619882289915799,15,36
177,45207,3358.021309633848,-2630.7430462597472,0.91574072348770852,15,36
178,45298,3345.2452843218061,-2646.3875915874769,0.91528285312596469,15,36
179,45223,3273.5902535595001,-2651.028696611259,0.91482521169940179,15,36
180,45164,3307.2751000544181,-2497.1540035019871,0.91436779909355215,15,36
181,45168,3256.8011843140612,-2636.0411243441681,0.9139106151940054,15,36
182,45207,3241.4695605324218,-2615.5936491998991,0.91345365988640848,15,36
183,45199,3313.514718228148,-2617.0286533910639,0.91299693305646534,15,36
184,45185,3254.5799431438209,-2508.8027971586912,0.91254043458993717,15,36
185,45318,3352.862602777589,-2679.802357045809,0.91208416437264228,15,36
186,45236,3274.637281216576,-2724.4021446451079,0.91162812229045598,15,36
187,45253,3266.749678563639,-2595.917840860759,0.91117230822931083,15,36
188,45245,3393.4223851350121,-2646.469242857494,0.91071672207519627,15,36
189,45207,3239.5459101865631,-2508.2437539197999,0.91026136371415878,15,36
190,45208,3323.5338145638798,-2531.4342317949031,0.90980623303230179,15,36
191,45222,3304.7698124632311,-2719.039896529498,0.90935132991578571,15,36
192,45145,3130.7170087607878,-2529.567597059287,0.90889665425082788,15,36
193,45160,3175.504399979141,-2578.2414885488051,0.90844220592370251,15,36
194,45205,3275.8183847420319,-2608.434893163575,0.90798798482074072,15,36
195,45179,3287.2603016295011,-2505.4117148964888,0.90753399082833042,15,36
196,45196,3198.5157900035019,-2753.489640212747,0.90708022383291631,15,36
197,45330,3317.6155558962009,-2752.7078646843211,0.90662668372099986,15,36
198,45231,3247.2542695941379,-2618.3581033478522,0.90617337037913936,15,36
199,45235,3340.776221973209,-2735.317684040318,0.90572028369394986,15,36
200,45179,3332.8953779388548,-2628.540574975048,0.90526742355210288,15,36
201,45236,3219.9217669622622,-2667.1443615677372,0.90481478984032693,15,36
202,45231,3359.2195731647721,-2617.4838067783958,0.90436238244540679,15,36
203,45255,3259.792753766159,-2730.084017382263,0.90391020125418409,15,36
204,45250,3334.5961879571169,-2578.903556689615,0.90345824615355708,15,36
205,45195,3182.3198965347501,-2688.7296642409929,0.90300651703048029,15,36
206,45181,3272.316620118937,-2722.826781083882,0.90255501377196512,15,36
207,45206,3260.020607302607,-2597.659974671747,0.90210373626507923,15,36
208,45220,3262.6942518223241,-2761.887408125589,0.90165268439694679,15,36
209,45246,3264.5651905885688,-2623.8788441625329,0.90120185805474839,15,36
210,45156,3240.139705487416,-2550.3632241061609,0.90075125712572102,15,36
211,45230,3328.599339816561,-2649.676640541476,0.90030088149715826,15,36
212,45288,3449.6662671453491,-2694.806785727958,0.89985073105640978,15,36
213,45146,3200.6914078460859,-2645.1232861669869,0.89940080569088166,15,36
214,45252,3330.8376552471659,-2636.508100361199,0.89895110528803623,15,36
215,45135,3149.1898207636282,-2578.555336171964,0.89850162973539227,15,36
216,45191,3240.8290572567848,-2592.2992759304989,0.89805237892052459,15,36
217,45255,3254.2021515668839,-2620.5783071638339,0.8976033527310644,15,36
218,45161,3114.0495867688501,-2494.6109079642788,0.89715455105469888,15,36
219,45188,3340.6588942410858,-2598.7730699556928,0.89670597377917161,15,36
220,45147,3189.327353782352,-2468.287349897485,0.89625762079228211,15,36
221,45196,3334.293071881606,-2566.1034895332032,0.89580949198188597,15,36
222,45243,3393.7450451615568,-2684.6682832583429,0.8953615872358951,15,36
223,45173,3205.5809457042701,-2511.648162651757,0.8949139064422772,15,36
224,45242,3249.3041533298669,-2646.667435332276,0.89446644948905607,15,36
225,45246,3364.8244649281569,-2699.9196919593069,0.89401921626431158,15,36
226,45194,3203.8573444566518,-2727.2299544101838,0.89357220665617942,15,36
227,45157,3208.5114234277221,-2657.0898887736198,0.89312542055285138,15,36
228,45193,3229.7055554924032,-2698.6781482137089,0.89267885784257506,15,36
229,45184,3332.0346321828979,-2545.7031999786168,0.89223251841365381,15,36
230,45317,3329.597480791942,-2842.2231155000218,0.89178640215444704,15,36
231,45275,3442.2842480220502,-2704.1885349423378,0.89134050895336991,15,36
232,45308,3419.8875049915491,-2769.2425981874148,0.8908948386988933,15,36
233,45191,3226.0477791338571,-2637.3792286344969,0.89044939127954392,15,36
234,45232,3356.120473015777,-2648.3184618259579,0.89000416658390424,15,36
235,45216,3267.1329663824922,-2669.010339378553,0.88955916450061234,15,36
236,45182,3269.1562727870269,-2555.1171008403062,0.88911438491836203,15,36
237,45307,3467.5945842727988,-2766.6574964819019,0.88866982772590286,15,36
238,45144,3263.636601968406,-2760.251958409192,0.88822549281204,15,36
239,45237,3345.6735857404178,-2785.0044568104931,0.88778138006563401,15,36
240,45223,3211.2486855365401,-2751.9278349692941,0.8873374893756012,15,36
241,45274,3344.8942050874089,-2657.3346961817419,0.88689382063091349,15,36
242,45244,3233.9879389439461,-2746.8231981096201,0.88645037372059809,15,36
243,45193,3285.78027749271,-2623.94079571675,0.88600714853373785,15,36
244,45237,3266.6690518285809,-2703.6971792938821,0.885564144959471,15,36
245,45217,3189.0487180933742,-2634.9597267949021,0.88512136288699128,15,36
246,45176,3256.5639957025928,-2688.0171871760108,0.88467880220554784,15,36
247,45140,3159.2393528264379,-2551.4038687498678,0.88423646280444512,15,36
248,45171,3214.954492606405,-2624.072544378967,0.88379434457304296,15,36
249,45181,3238.451030919171,-2661.8254092466418,0.88335244740075647,15,36
250,45208,3209.392271484116,-2660.2749486029411,0.88291077117705619,15,36
251,45188,3193.1848432575098,-2555.3172902921669,0.8824693157914677,15,36
252,45209,3202.1141280342272,-2692.14162560872,0.88202808113357201,15,36
253,45194,3270.262948772754,-2607.394551389315,0.88158706709300527,15,36
254,45199,3363.0010919747142,-2620.1866709302772,0.88114627355945885,15,36
255,45215,3249.323666615966,-2596.6309021158481,0.88070570042267915,15,36
256,45206,3231.4805849958861,-2547.634078470031,0.88026534757246788,15,36
257,45256,3336.3231276877559,-2733.5076215624781,0.87982521489868171,15,36
258,45185,3303.8145581196759,-2605.488379481164,0.87938530229123246,15,36
259,45278,3350.2769142565398,-2665.965738765221,0.87894560964008694,15,36
260,45203,3273.6126992441618,-2623.653558499534,0.8785061368352669,15,36
261,45230,3272.8213464703999,-2748.3917196872089,0.87806688376684927,15,36
262,45210,3245.381816506806,-2551.2165193003079,0.87762785032496593,15,36
263,45186,3348.7147230486489,-2645.4427245585798,0.8771890363998035,15,36
264,45145,3303.844065399197,-2526.173102711251,0.87675044188160367,15,36
265,45202,3334.2752712000852,-2584.2885743963202,0.87631206666066297,15,36
266,45177,3253.248977888707,-2486.567243227933,0.87587391062733266,15,36
267,45169,3094.9120614168428,-2655.603498170155,0.87543597367201909,15,36
268,45167,3310.8211726602522,-2564.8260887557021,0.87499825568518308,15,36
269,45141,3244.5725568398921,-2543.3242272446491,0.87456075655734056,15,36
270,45155,3167.1626804796779,-2562.2032408486671,0.87412347617906194,15,36
271,45236,3341.6338792149868,-2687.83629688468,0.8736864144409725,15,36
272,45175,3174.0784820109538,-2504.6443515817441,0.87324957123375202,15,36
273,45322,3492.2028131695188,-2718.606842120872,0.87281294644813523,15,36
274,45214,3217.5632332728392,-2504.9640688918071,0.87237653997491116,15,36
275,45148,3143.082826185394,-2662.8809338297601,0.87194035170492379,15,36
276,45212,3220.496193111233,-2721.8445357390569,0.87150438152907139,15,36
277,45280,3278.5636580979321,-2621.5428048024642,0.87106862933830687,15,36
278,45185,3138.3409515487679,-2645.0887684648151,0.87063309502363773,15,36
279,45230,3153.217865629093,-2701.2244150255569,0.870197778476126,15,36
280,45140,3106.751422921956,-2652.1740760310909,0.86976267958688802,15,36
281,45208,3316.6676085961731,-2604.8806422356438,0.86932779824709461,15,36
282,45182,3197.337051877545,-2675.7238096972128,0.86889313434797111,15,36
283,45168,3221.138110531811,-2625.626623895696,0.86845868778079716,15,36
284,45196,3249.8603915193271,-2554.7644565964961,0.86802445843690679,15,36
285,45121,3170.78199852539,-2590.279204688406,0.86759044620768844,284,36
286,45168,3194.993809129875,-2578.1859831639849,0.86715665098458461,284,36
287,45251,3205.6591218779949,-2546.3569682814318,0.86672307265909232,284,36
288,45247,3291.5539339786301,-2632.662796975625,0.86628971112276287,284,36
289,45233,3315.584950350622,-2738.9051717555249,0.86585656626720153,284,36
290,45189,3176.260758686381,-2696.50813225196,0.86542363798406796,284,36
291,45168,3144.9325182893722,-2645.058222594193,0.864990926165076,284,36
292,45173,3248.1517641094069,-2594.4888196081361,0.86455843070199356,284,36
293,45154,3219.0923054692471,-2618.7722191301641,0.86412615148664262,284,36
294,45146,3191.4240686308899,-2520.862411491401,0.86369408841089934,284,36
295,45234,3207.4055920936289,-2683.885041274702,0.86326224136669394,284,36
296,45115,3020.8633588388961,-2609.3993362898909,0.8628306102460106,295,295
297,45247,3272.799133072298,-2539.4824216732768,0.86239919494088768,295,295
298,45179,3259.8051586673359,-2691.5846825010558,0.86196799534341728,295,295
299,45209,3105.5163225916599,-2739.8678650152578,0.86153701134574567,295,295
300,45185,3181.9444256424822,-2610.2690802834491,0.86110624284007287,295,295
301,45172,3210.96582614929,-2515.7650731567192,0.86067568971865283,295,295
302,45186,3191.8329542164352,-2622.335791942081,0.86024535187379358,295,295
303,45190,3455.165111287045,-2518.1007963088869,0.85981522919785669,295,295
304,45253,3286.6310337901659,-2674.170649655844,0.85938532158325776,295,295
305,45200,3180.1607092654208,-2657.0065299610128,0.85895562892246613,295,295
306,45147,3211.6032225902741,-2602.3840657388869,0.8585261511080049,295,295
307,45176,3286.6762444761698,-2601.0891565698689,0.85809688803245099,295,295
308,45245,3371.453625100356,-2617.3781053540629,0.85766783958843484,295,295
309,45172,3310.6154428665682,-2468.3419572232742,0.85723900566864064,295,295
310,45251,3307.2858277852179,-2628.0422976008331,0.8568103861658064,295,295
311,45192,3218.0971824740791,-2659.863588669461,0.85638198097272356,295,295
312,45188,3237.5405818174031,-2450.927042167013,0.85595378998223726,295,295
313,45195,3265.914330503465,-2569.545090260066,0.85552581308724618,295,295
314,45175,3117.7496228024961,-2662.6331969116068,0.85509805018070262,295,295
315,45162,3204.154673598357,-2583.2653502055082,0.85467050115561227,295,295
316,45211,3319.3909130737611,-2615.5228033692069,0.85424316590503446,295,295
317,45109,3124.4266438932368,-2574.607931334986,0.85381604432208202,316,295
318,45183,3244.9286681194521,-2620.7960012992048,0.85338913629992108,316,295
319,45172,3324.314651187854,-2621.2245127795209,0.85296244173177116,316,295
320,45189,3346.7469864168788,-2624.8998459399932,0.8525359605109053,316,295
321,45137,3198.404194357086,-2451.694306926011,0.85210969253064994,316,295
322,45125,3197.3916182045132,-2542.6396539558309,0.85168363768438471,316,295
323,45168,3144.273314551725,-2687.6553211964952,0.85125779586554251,316,295
324,45211,3276.582342107929,-2650.1129952584888,0.85083216696760977,316,295
325,45184,3386.3771362548459,-2597.993405835583,0.85040675088412598,316,295
326,45166,3208.8007714856508,-2607.021153853982,0.84998154750868393,316,295
327,45153,3219.160616434569,-2586.3266439650961,0.84955655673492969,316,295
328,45195,3194.4440725586519,-2592.060934135659,0.84913177845656229,316,295
329,45177,3252.737890593588,-2669.5736206394208,0.84870721256733406,316,295
330,45176,3308.5253918287981,-2549.9959819006822,0.84828285896105049,316,295
331,45187,3213.263476677635,-2646.606912228463,0.84785871753157005,316,295
332,45135,3139.7074384320008,-2538.049682742138,0.84743478817280427,316,295
333,45135,3125.731472291543,-2645.03625417595,0.84701107077871796,316,295
334,45220,3262.6856358518412,-2618.0066835468738,0.84658756524332868,316,295
335,45133,3179.4879633110372,-2572.9452045188782,0.84616427146070705,316,295
336,45149,3179.0071387804369,-2536.3441359853182,0.84574118932497677,316,295
337,45264,3240.2389309328569,-2678.766760469171,0.84531831873031438,316,295
338,45201,3274.9300841260829,-2657.06733137021,0.84489565957094925,316,295
339,45225,3249.60380090846,-2667.5283049072318,0.84447321174116385,316,295
340,45247,3268.8804913160802,-2717.162685525353,0.84405097513529337,316,295
341,45129,3178.7025604169512,-2605.9089442195368,0.84362894964772572,316,295
342,45175,3225.4529301536322,-2699.4643316942352,0.84320713517290191,316,295
343,45233,3225.3546841340162,-2604.3400277360529,0.84278553160531555,316,295
344,45115,3117.456192728202,-2581.3682824709208,0.84236413883951289,316,295
345,45232,3250.508035051057,-2698.83274347616,0.84194295677009323,316,295
346,45123,3148.2025952357062,-2663.9468581620431,0.84152198529170819,316,295
347,45136,3150.1309056790951,-2666.0542823952501,0.84110122429906242,316,295
348,45154,3268.009813361924,-2637.5678796900902,0.8406806736869129,316,295
349,45260,3263.6898611233951,-2776.7979505514372,0.84026033335006944,316,295
350,45171,3159.537708252155,-2515.418502598116,0.83984020318339447,316,295
351,45066,3087.9605020500171,-2647.7339411396752,0.83942028308180283,350,295
352,45172,3191.7919340211679,-2605.1862633383448,0.83900057294026198,350,295
353,45135,3169.4052573602339,-2674.6906299305952,0.83858107265379189,350,295
354,45178,3241.5929093522382,-2583.744214786781,0.83816178211746506,350,295
355,45117,3200.5603215406531,-2525.1058633145481,0.83774270122640637,350,295
356,45131,3201.9757036224541,-2501.1282230779238,0.83732382987579324,350,295
357,45110,3119.031383771161,-2491.7834748837831,0.83690516796085535,350,295
358,45110,3142.213069334276,-2616.4656643608619,0.83648671537687491,350,295
359,45209,3200.2994892374941,-2625.3776680905748,0.83606847201918655,350,295
360,45191,3183.5203658406572,-2658.6539997023519,0.83565043778317705,350,295
361,45206,3289.6763200757391,-2653.2934714307248,0.83523261256428549,350,295
362,45170,3195.831244475919,-2553.6458064834328,0.83481499625800337,350,295
363,45151,3324.3818274913401,-2421.373157908853,0.83439758875987446,350,295
364,45057,3107.326578897078,-2450.046814591698,0.83398038996549462,363,295
365,45119,3008.8615953827261,-2493.987845625114,0.83356339977051197,363,364
366,45257,3282.0336918690368,-2657.451031513514,0.83314661807062673,363,364
367,45142,3262.129908455046,-2448.8328590933161,0.83273004476159151,363,364
368,45190,3205.5951391431659,-2670.8418797448821,0.83231367973921078,363,364
369,45130,3092.4813312704191,-2542.7139614334719,0.83189752289934127,363,364
370,45175,3175.019117114196,-2565.9268231912702,0.8314815741378917,363,364
371,45196,3211.7473011118941,-2668.3361756724512,0.83106583335082285,363,364
372,45168,3213.570844593271,-2661.3964119663901,0.83065030043414745,363,364
373,45164,3196.823428210459,-2662.6462473623201,0.83023497528393042,363,364
374,45179,3217.8555759951382,-2666.736366490361,0.82981985779628853,363,364
375,45152,3185.128176547867,-2647.3642525927698,0.82940494786739039,363,364
376,45208,3362.4284439737539,-2773.836581673143,0.82899024539345678,363,364
377,45161,3288.0394714706672,-2726.7317282112599,0.82857575027076014,363,364
378,45185,3304.3138132650638,-2651.890198823055,0.82816146239562483,363,364
379,45213,3198.4492826877972,-2665.9859798318271,0.82774738166442707,363,364
380,45181,3148.0668953836421,-2641.533090539303,0.82733350797359495,363,364
381,45194,3173.547252875368,-2591.0364367554348,0.82691984121960815,363,364
382,45190,3148.9851116212021,-2560.2415530857979,0.82650638129899845,363,364
