episode,makespan,std_dev_workload,avg_reward,epsilon,best_makespan_so_far,best_std_dev_so_far
52,44994,3211.2894586715688,-2662.8596274215752,0.95025442256883441,27,46
53,45104,3421.0032458123892,-2747.5611733693531,0.94930416814626561,27,46
54,45039,3233.838295558262,-2716.2533679168268,0.9483548639781193,27,46
55,45011,3181.5237318281538,-2790.2381165201709,0.94740650911414115,27,46
56,45023,3184.5965798514781,-2810.713643324606,0.94645910260502697,27,46
57,44985,3144.962641022913,-2777.3319578219489,0.94551264350242192,27,46
58,44976,3145.1107168237431,-2656.261805016874,0.94456713085891952,27,46
59,45023,3231.8592272129149,-2680.11960018025,0.94362256372806064,27,46
60,45073,3244.4669415016701,-2819.4068184768912,0.9426789411643326,27,46
61,44955,3178.8955074388341,-2819.8126524215531,0.94173626222316831,27,46
62,45026,3325.677628986341,-2821.9441590253441,0.94079452596094515,27,46
63,45062,3343.635936162736,-2821.030146936148,0.93985373143498419,27,46
64,44987,3158.9652360478408,-2798.2058764316248,0.93891387770354917,27,46
65,45051,3258.766062153732,-2735.9279282231519,0.93797496382584566,27,46
66,44991,3287.9716821621851,-2597.265901807863,0.9370369888620198,27,46
67,45053,3292.1388359152538,-2594.2399764784791,0.93609995187315775,27,46
68,44990,3204.9738325356811,-2762.4348981824978,0.93516385192128459,27,46
69,45079,3334.928564494629,-2808.885037894574,0.93422868806936332,27,46
70,45062,3327.7256750511629,-2893.7112647307122,0.93329445938129396,27,46
71,44982,3299.206173955577,-2830.5286840548579,0.93236116492191268,27,46
72,44990,3189.3105888495038,-2826.0739900541862,0.93142880375699078,27,46
73,44978,3230.1391770744881,-2686.132243488134,0.93049737495323381,27,46
74,45075,3230.0059174027301,-2766.5414256118302,0.9295668775782806,27,46
75,45047,3367.3483324438789,-2824.411690456674,0.92863731070070232,27,46
76,45057,3364.668974349046,-2782.025193180109,0.92770867339000163,27,46
77,45095,3346.717325969601,-2826.8574574074842,0.92678096471661164,27,46
78,45141,3401.0240764944879,-2778.4266412766219,0.92585418375189499,27,46
79,45006,3340.669960697971,-2766.5464541568322,0.92492832956814308,27,46
80,45041,3274.8953974382039,-2702.200739008038,0.92400340123857494,27,46
81,45100,3294.2734445033921,-2750.037497014921,0.92307939783733639,27,46
82,45123,3325.605034680721,-2917.4865654487648,0.92215631843949908,27,46
83,44992,3170.4586300689871,-2804.0288165968768,0.92123416212105957,27,46
84,45111,3343.6312140949808,-2856.8394391712782,0.92031292795893849,27,46
85,44941,3197.2380057561272,-2754.411447701294,0.91939261503097958,27,46
86,45012,3304.515471128575,-2804.0297018880401,0.91847322241594864,27,46
87,45059,3285.384150410011,-2796.02862870018,0.91755474919353275,27,46
88,45062,3255.0864083286451,-2912.3096257932089,0.91663719444433922,27,46
89,45057,3244.4944282704291,-2842.5100740815869,0.91572055724989487,27,46
90,45018,3266.6757452638371,-2849.885427711949,0.91480483669264501,27,46
91,45059,3346.394430268484,-2737.5694456794708,0.91389003185595241,27,46
92,45105,3414.9842534859981,-2902.3038299043528,0.91297614182409648,27,46
93,45098,3249.9552366026601,-2784.0322907648838,0.91206316568227241,27,46
94,44991,3194.394708837387,-2748.338460103234,0.91115110251659015,27,46
95,45062,3282.9323678156661,-2730.0322058975498,0.91023995141407354,27,46
96,45015,3278.9694554872731,-2802.5026638887839,0.90932971146265951,27,46
97,45088,3392.301179074695,-2817.784903160813,0.90842038175119688,27,46
98,45042,3172.4035586028449,-2707.3801326617868,0.90751196136944567,27,46
99,45049,3319.9579280593798,-2727.3468401339542,0.90660444940807627,27,46
100,44946,3201.2381032108178,-2770.4575087118628,0.90569784495866823,27,46
101,45057,3249.2481191136299,-2885.9371069600661,0.90479214711370959,27,46
102,45090,3327.108727638361,-2858.0666171329121,0.90388735496659589,27,46
103,44973,3224.0420978509478,-2829.7883730629119,0.90298346761162929,27,46
104,45017,3220.9419170598612,-2780.0796686425301,0.90208048414401765,27,46
105,45045,3336.657193080358,-2861.9646392050258,0.90117840365987367,27,46
106,45064,3364.476250872322,-2763.680662798989,0.90027722525621379,27,46
107,44986,3283.130093654021,-2757.121148160214,0.89937694803095758,27,46
108,44953,3201.9443854250499,-2700.5685478370528,0.89847757108292658,27,46
109,44996,3305.7062611418569,-2817.2451429618159,0.89757909351184362,27,46
110,45009,3241.4630089775828,-2940.530481758728,0.89668151441833177,27,46
111,45022,3264.3775788124808,-2828.7167531522832,0.89578483290391342,27,46
112,45092,3315.106165219584,-2722.2201563961721,0.89488904807100955,27,46
113,44996,3137.929246538607,-2796.5851791137488,0.89399415902293855,27,112
114,45024,3219.7978326659299,-2756.993231252789,0.89310016486391564,27,112
115,45085,3318.147648661607,-2892.8725869436512,0.89220706469905176,27,112
116,45036,3271.3781570000069,-2726.6776640815228,0.8913148576343527,27,112
117,45022,3225.295556262854,-2856.3884709815202,0.89042354277671831,27,112
118,45083,3361.9387236177431,-2712.9833558179721,0.88953311923394163,27,112
119,45024,3292.631747946607,-2790.3904494197368,0.88864358611470773,27,112
120,45224,3363.2562153958588,-2887.3439072860988,0.88775494252859299,27,112
121,45015,3255.0115831764729,-2848.037053328871,0.88686718758606442,27,112
122,45013,3294.980823174013,-2697.1406960781378,0.8859803203984784,27,112
123,45078,3340.919110872826,-2762.310337417659,0.88509434007807997,27,112
124,45005,3244.0962186256588,-2755.4279542663212,0.88420924573800186,27,112
125,45078,3368.5992439169509,-2821.24720956392,0.8833250364922639,27,112
126,45044,3251.792790741255,-2796.8438334594211,0.88244171145577166,27,112
127,45053,3338.17586461779,-2764.5961301404959,0.88155926974431587,27,112
128,45015,3353.1048000905171,-2702.9316994858041,0.88067771047457155,27,112
129,44951,3176.354720922106,-2761.9514818571711,0.87979703276409693,27,112
130,44947,3149.8021058273339,-2754.0133420973839,0.87891723573133285,27,112
131,45047,3300.1171708270458,-2763.033297318339,0.87803831849560154,27,112
132,45033,3261.9931987829582,-2791.683198946901,0.8771602801771059,27,112
133,45146,3434.2932221889068,-2736.7930892879781,0.87628311989692875,27,112
134,45037,3278.9937662577581,-2729.594265201988,0.87540683677703179,27,112
135,45004,3252.712402590696,-2669.3310779738208,0.87453142994025479,27,112
136,45026,3242.167684665671,-2712.849790725917,0.87365689851031458,27,112
137,45046,3303.542651208415,-2712.5712361391802,0.87278324161180432,27,112
138,45029,3200.3124017559121,-2802.7381740203159,0.87191045837019254,27,112
139,45034,3275.761105416073,-2863.4541883984498,0.87103854791182234,27,112
140,45020,3342.9420257319889,-2699.6417323483452,0.87016750936391052,27,112
141,45070,3239.2139851991592,-2636.4483817802361,0.86929734185454666,27,112
142,44986,3274.9703514036451,-2641.475840436316,0.86842804451269207,27,112
143,45001,3205.6194894283399,-2729.825048488462,0.86755961646817936,27,112
144,45058,3311.6726287049469,-2777.5802389053738,0.86669205685171113,27,112
145,44950,3245.8553325756752,-2812.7791932172581,0.86582536479485939,27,112
146,45051,3216.66468254442,-2682.8445533903168,0.86495953943006454,27,112
147,44916,3103.4196065128299,-2679.1706421373278,0.86409457989063443,27,146
148,44951,3189.8446558763239,-2634.3580890747062,0.86323048531074376,27,146
149,44969,3158.394244984529,-2799.5217813863201,0.86236725482543297,27,146
150,45022,3262.0465853221231,-2635.0699158487791,0.8615048875706075,27,146
151,44998,3256.4428815290221,-2817.910988331746,0.86064338268303686,27,146
152,45014,3281.423903542709,-2721.9584609707972,0.85978273930035387,27,146
153,45135,3296.985788236796,-2763.5754349505082,0.85892295656105355,27,146
154,44975,3214.361656466403,-2784.5076618614098,0.85806403360449246,27,146
155,44974,3186.6124396861428,-2585.1748512224522,0.85720596957088802,27,146
156,45039,3307.2094004752448,-2755.7236355829841,0.85634876360131718,27,146
157,44967,3187.3614810708618,-2663.0675099076338,0.85549241483771588,27,146
158,44991,3204.9243621382798,-2753.003730562938,0.85463692242287814,27,146
159,44999,3183.7412238495731,-2709.1236577987279,0.85378228550045532,27,146
160,44911,3100.594908859011,-2617.0560980766768,0.85292850321495484,27,159
161,44980,3193.2593064214211,-2768.4366862054699,0.85207557471173989,27,159
162,44991,3293.518970017748,-2629.8671873410631,0.85122349913702811,27,159
163,45012,3319.0582464501008,-2797.1316195217901,0.85037227563789108,27,159
164,44976,3216.6241872623491,-2623.6759658948731,0.84952190336225319,27,159
165,45071,3251.5849510985749,-2692.2800324057712,0.8486723814588909,27,159
166,45057,3318.8268299009801,-2659.7381398776229,0.84782370907743199,27,159
167,45090,3324.4307927115042,-2663.726281017663,0.84697588536835455,27,159
168,44988,3187.383762495253,-2665.4935311657759,0.84612890948298625,27,159
169,44941,3180.0613240588041,-2889.0766322859981,0.84528278057350326,27,159
170,45072,3350.724098221453,-2783.2189003560252,0.84443749779292976,27,159
171,45020,3272.3262865490242,-2709.0973427743929,0.84359306029513681,27,159
172,44983,3210.4952528761951,-2712.4129564251339,0.84274946723484168,27,159
173,45096,3347.581177620551,-2827.6190170280652,0.84190671776760684,27,159
174,45044,3302.0680322462531,-2836.2940904161942,0.84106481104983921,27,159
175,45046,3304.1955642672951,-2653.5216650628558,0.84022374623878937,27,159
176,44987,3243.126626992374,-2776.0622545269421,0.83938352249255055,27,159
177,45055,3280.8094271186219,-2862.239378260957,0.83854413897005797,27,159
178,45014,3362.5018976212468,-2660.8655582142069,0.83770559483108786,27,159
179,44908,3155.0947310250799,-2762.7384736652712,0.83686788923625677,27,159
180,44994,3235.873897121141,-2715.1844932637659,0.83603102134702056,27,159
181,45001,3249.2206791075191,-2852.873726499859,0.83519499032567357,27,159
182,45154,3401.762356470229,-2815.6327252270398,0.83435979533534788,27,159
183,45025,3360.133241354486,-2714.8773819941021,0.83352543554001257,27,159
184,45009,3153.5643666307142,-2743.471688961336,0.83269191010447252,27,159
185,45068,3208.6950185470209,-2823.129917055363,0.83185921819436803,27,159
186,44911,3139.2254091907862,-2723.5286819424891,0.83102735897617364,27,159
187,44948,3184.745389079585,-2669.1683038207771,0.83019633161719741,27,159
188,45012,3322.193013832275,-2848.827346824246,0.82936613528558023,27,159
189,44897,3083.578659222308,-2613.3820430165129,0.82853676915029462,188,188
190,44995,3174.0118860280691,-2823.7663232201221,0.82770823238114433,188,188
191,45048,3292.2388473177029,-2826.802757173939,0.82688052414876323,188,188
192,45071,3354.637951188045,-2814.7647521663389,0.82605364362461442,188,188
193,45036,3273.6614539834641,-2764.312358617899,0.82522758998098977,188,188
194,44953,3182.2018387142248,-2801.8246694809318,0.82440236239100884,188,188
195,45018,3246.5082321889222,-2792.55883427451,0.82357796002861783,188,188
196,45035,3321.9605393795432,-2894.9354415077851,0.8227543820685892,188,188
197,45008,3317.2470128083701,-2775.5633782869641,0.82193162768652062,188,188
198,44947,3134.992648497252,-2659.9545261606472,0.8211096960588341,188,188
199,44988,3266.818277378326,-2822.4315121565078,0.82028858636277524,188,188
200,44994,3199.8440977092091,-2687.1042735796109,0.8194682977764125,188,188
201,45085,3391.1757681029271,-2857.239538614017,0.81864882947863604,188,188
202,44933,3186.442815184615,-2711.8377656817311,0.81783018064915736,188,188
203,45074,3376.233099117389,-2659.5897207946041,0.81701235046850818,188,188
204,44927,3213.9351370112249,-2660.117074305957,0.81619533811803968,188,188
205,44997,3278.907555528298,-2743.8217402285072,0.81537914277992163,188,188
206,45025,3265.6262190291359,-2733.523774497985,0.81456376363714167,188,188
207,44977,3145.791564973681,-2612.9942991965258,0.81374919987350458,188,188
208,44967,3177.344860907448,-2749.5292159191999,0.81293545067363104,188,188
209,44878,3093.3951209076222,-2677.8742644932331,0.81212251522295742,208,188
210,44948,3104.1523535245451,-2815.573445350135,0.81131039270773442,208,188
211,44987,3261.5478221464259,-2533.466983278262,0.81049908231502665,208,188
212,44978,3213.551324960501,-2718.7448594376679,0.80968858323271165,208,188
213,44934,3175.700154931405,-2642.3082376417169,0.80887889464947893,208,188
214,44956,3170.8541450364601,-2673.2853784867871,0.8080700157548294,208,188
215,45032,3345.6378143685351,-2676.52381599501,0.80726194573907462,208,188
216,45023,3166.83104247861,-2634.0796673981081,0.80645468379333551,208,188
217,45076,3384.576352296488,-2756.324889771432,0.80564822910954215,208,188
218,45028,3127.5589433854489,-2726.6580200361218,0.80484258088043259,208,188
219,45005,3243.4059926180289,-2644.9355728978239,0.80403773829955216,208,188
220,45130,3286.6713970629212,-2669.6391772512502,0.80323370056125265,208,188
221,45072,3354.2977670323562,-2710.2319099823039,0.80243046686069142,208,188
222,45036,3199.0367380891789,-2650.4287108612739,0.80162803639383073,208,188
223,44882,3116.034611598689,-2648.5955855551838,0.8008264083574369,208,188
224,44902,3093.4674975411131,-2572.0340503063758,0.80002558194907947,208,188
225,44937,3193.455743064741,-2760.94059290307,0.79922555636713044,208,188
226,44992,3252.8806418180761,-2651.2200008692739,0.79842633081076331,208,188
227,44959,3141.7603589961318,-2455.9428788305331,0.79762790447995258,208,188
228,44988,3143.229499738457,-2631.2910547810752,0.79683027657547267,208,188
229,45128,3250.2481611392559,-2658.3939979357069,0.79603344629889716,208,188
230,44961,3198.1727783197161,-2642.859357455488,0.7952374128525983,208,188
231,44973,3182.588695684311,-2571.1380144097311,0.79444217543974571,208,188
232,44927,3134.8281928223232,-2683.7553057832461,0.79364773326430593,208,188
233,44928,3150.449689515277,-2638.9851094296878,0.79285408553104164,208,188
234,44901,3117.2260200481569,-2758.245064917664,0.79206123144551055,208,188
235,45026,3151.450901469671,-2709.8018848032521,0.79126917021406507,208,188
236,45143,3330.8636322232819,-2603.3188040040131,0.79047790104385096,208,188
237,45042,3248.1368680042251,-2829.0078086968688,0.78968742314280715,208,188
238,45049,3261.6065993570319,-2610.1484241680259,0.78889773571966437,208,188
239,44903,3102.039946016022,-2860.5469776544569,0.78810883798394471,208,188
240,45066,3345.748289980731,-2831.729937606015,0.78732072914596074,208,188
241,44978,3220.267403508295,-2772.9833802290509,0.78653340841681474,208,188
242,44993,3214.337868626309,-2832.4455814550461,0.7857468750083979,208,188
243,44939,3159.0111838993348,-2771.590912218443,0.78496112813338947,208,188
244,45036,3269.9188677328498,-2671.6989142500238,0.78417616700525605,208,188
245,44961,3191.55051522339,-2807.70359214771,0.78339199083825084,208,188
246,44951,3107.073897267655,-2797.7715032781462,0.78260859884741263,208,188
247,45042,3344.1535659671522,-2706.9936479753878,0.78182599024856525,208,188
248,44941,3119.9235441774158,-2519.1840187620351,0.78104416425831669,208,188
249,45023,3299.7327081890039,-2704.7353212950911,0.7802631200940584,208,188
250,44920,3075.5230899015942,-2654.8090580215639,0.77948285697396436,208,249
251,44994,3242.9707379664578,-2700.49583745165,0.77870337411699042,208,249
252,44954,3204.9609035421022,-2570.7440267437451,0.77792467074287341,208,249
253,45046,3257.694748707479,-2727.6875416884309,0.77714674607213052,208,249
254,45153,3325.640481079115,-2771.8838309583539,0.77636959932605842,208,249
255,44970,3173.0108606209728,-2780.2019027958759,0.77559322972673239,208,249
256,44893,3084.1751836621179,-2649.5719007972948,0.77481763649700564,208,249
257,45012,3293.0244952178741,-2879.7004252257839,0.77404281886050863,208,249
258,44984,3232.7118014787161,-2774.55163361835,0.77326877604164812,208,249
259,44880,3063.5524027575502,-2736.7871115052312,0.77249550726560645,208,258
260,44995,3192.619541145069,-2646.032520173871,0.77172301175834079,208,258
261,44974,3144.6689627587189,-2755.596991891905,0.77095128874658247,208,258
262,45045,3281.624849599194,-2625.6798562444251,0.77018033745783587,208,258
263,45074,3255.2352552786192,-2650.6380778370099,0.76941015712037808,208,258
264,45077,3227.248618867101,-2729.4928547221111,0.76864074696325768,208,258
265,44896,3094.228481508932,-2772.8531983402108,0.76787210621629443,208,258
266,44953,3129.639283405184,-2702.5121471401499,0.76710423411007811,208,258
267,44935,3164.0208915897651,-2740.224731832483,0.76633712987596803,208,258
268,44995,3213.2793232030958,-2726.914216827462,0.76557079274609208,208,258
269,44981,3197.3540849166361,-2801.2806196343849,0.76480522195334599,208,258
270,44989,3206.0024993397792,-2705.1555641358932,0.76404041673139267,208,258
271,44909,3104.591901524786,-2778.7668780921222,0.76327637631466128,208,258
272,44986,3195.9458408493351,-2709.7253924722818,0.76251309993834659,208,258
273,44876,3085.987561061705,-2618.5824346496861,0.76175058683840824,272,258
274,44949,3119.8026285275,-2658.1068500360502,0.76098883625156988,272,258
275,44884,3046.6269045005811,-2634.115156922539,0.76022784741531835,272,274
276,44936,3162.4369043304382,-2804.5874931533358,0.75946761956790299,272,274
277,44934,3133.8513294715399,-2674.5366538758021,0.75870815194833507,272,274
278,44977,3245.295676220112,-2740.797193679236,0.75794944379638673,272,274
279,45006,3174.7380089819039,-2701.7260829718921,0.75719149435259037,272,274
280,44959,3142.1811191250058,-2537.8391767146509,0.75643430285823776,272,274
281,44910,3131.3085219583718,-2742.828663257445,0.75567786855537955,272,274
282,44881,3202.3457689316542,-2634.864603863075,0.7549221906868242,272,274
283,45042,3239.3721746553369,-2764.4438998057071,0.75416726849613736,272,274
284,44882,3026.3063115970781,-2557.8734159675669,0.75341310122764127,272,283
285,44902,3126.9500125386871,-2579.9357205094602,0.7526596881264136,272,283
286,44936,3139.584967683154,-2535.6385324617459,0.75190702843828716,272,283
287,45067,3285.4558929670752,-2699.401906908075,0.75115512140984886,272,283
288,44965,3095.9564458114269,-2621.443744842345,0.75040396628843897,272,283
289,45010,3250.7472139167689,-2658.603102368339,0.74965356232215052,272,283
290,45025,3263.247150250108,-2658.565407683283,0.74890390875982837,272,283
291,44860,3033.3279198061891,-2574.414084719082,0.74815500485106856,290,283
292,44991,3210.7803659406782,-2592.893425221268,0.74740684984621752,290,283
293,44853,3139.6884557654189,-2606.765189585079,0.74665944299637133,292,283
294,44961,3137.4738740242719,-2696.2704028717649,0.74591278355337498,292,283
295,44937,3074.9756504300872,-2567.2375492534461,0.74516687076982158,292,283
296,44983,3131.932519374343,-2646.160864465699,0.74442170389905171,292,283
297,44828,3039.155811528542,-2608.0417050265519,0.74367728219515261,296,283
298,44915,3088.1706993572288,-2581.0730316951031,0.74293360491295746,296,283
299,44858,3114.2439224734371,-2497.4335693024091,0.7421906713080445,296,283
300,44982,3179.8450401015461,-2644.337316028194,0.74144848063673641,296,283
301,44962,3156.4870979316861,-2676.4888638939751,0.74070703215609968,296,283
302,45124,3279.1382525925778,-2538.7026622332378,0.73996632512394356,296,283
303,45012,3272.1818229861469,-2571.1260291597828,0.73922635879881959,296,283
304,44871,3038.6566305998322,-2639.211686752481,0.73848713244002073,296,283
305,44904,3112.971534338873,-2577.3105308541371,0.73774864530758066,296,283
306,44876,3034.5190904060642,-2712.0244627178508,0.73701089666227304,296,283
307,44903,3103.4151187466018,-2588.61711319193,0.73627388576561081,296,283
308,44924,3144.0744826713621,-2589.2667049567608,0.73553761187984523,296,283
309,45006,3296.890453283002,-2683.5228074855522,0.7348020742679654,296,283
310,44990,3130.000431794459,-2667.422890880453,0.73406727219369738,296,283
311,44978,3235.7638880089871,-2560.259478299351,0.73333320492150367,296,283
312,44868,2983.149669834138,-2554.5097779449361,0.73259987171658214,296,311
313,44961,3147.9641495005508,-2617.7338596756808,0.73186727184486555,296,311
314,44996,3288.5726496129819,-2620.123063310552,0.73113540457302073,296,311
315,44878,3042.7747290316788,-2649.9351869948041,0.7304042691684477,296,311
316,44921,3096.5662528094949,-2613.5867491454201,0.72967386489927921,296,311
317,45003,3172.6864342357012,-2569.7969080227558,0.72894419103437991,296,311
318,44866,3071.7877971010871,-2625.0011515945462,0.72821524684334549,296,311
319,44979,3215.2265662695022,-2731.2761901589511,0.72748703159650219,296,311
320,44936,3159.3296058488618,-2702.6607326980338,0.72675954456490566,296,311
321,44981,3199.6407768766271,-2628.9435671887691,0.72603278502034074,296,311
322,44993,3264.3588372017289,-2745.1857072865432,0.72530675223532037,296,311
323,44984,3204.6196541950808,-2685.8332645413511,0.72458144548308501,296,311
324,44890,3128.067078989774,-2539.539318748878,0.72385686403760197,296,311
325,44898,3176.9706071978562,-2548.587691109592,0.72313300717356432,296,311
326,44959,3169.7384534495141,-2553.7263945264908,0.7224098741663908,296,311
327,44847,2994.762854349754,-2610.4774659820819,0.72168746429222441,296,311
328,44960,3167.997512670956,-2542.8863387927559,0.72096577682793217,296,311
329,45007,3268.9443662848162,-2617.5088007165709,0.72024481105110427,296,311
330,44831,3017.3856640291269,-2584.8599350599452,0.71952456624005312,296,311
331,44869,3010.9026735238531,-2501.9165019818379,0.71880504167381309,296,311
332,44983,3173.570116427682,-2584.161292932311,0.71808623663213933,296,311
333,44925,3206.0119946199979,-2706.0058007032658,0.71736815039550716,296,311
334,44918,3073.865987101377,-2580.02415333004,0.71665078224511169,296,311
335,44926,3122.0394581550868,-2632.0052097488988,0.71593413146286655,296,311
336,44875,3034.4871352136188,-2443.3028932783782,0.71521819733140368,296,311
337,45013,3104.0467880360411,-2617.630078013709,0.71450297913407224,296,311
338,44948,3136.713182958114,-2575.4473208333552,0.71378847615493812,296,311
339,44835,3015.2333500862978,-2595.7349494613181,0.71307468767878324,296,311
340,44964,3200.6082530935778,-2587.8110183568788,0.71236161299110445,296,311
341,44949,3158.5628116265661,-2718.8203907441311,0.7116492513781133,296,311
342,44954,3061.0228292473462,-2610.3633773769011,0.71093760212673518,296,311
343,44934,3131.677842466233,-2570.3567667909469,0.71022666452460848,296,311
344,45017,3243.440756271134,-2638.130162747223,0.70951643786008389,296,311
345,44861,3038.9609564507969,-2544.0921804187251,0.70880692142222379,296,311
346,45028,3182.5125027093391,-2709.440476979762,0.70809811450080151,296,311
347,44887,3060.694061132127,-2559.4489856304081,0.70739001638630072,296,311
348,44995,3292.637742116754,-2609.3021755749769,0.70668262636991441,296,311
349,44988,3201.190253200903,-2599.1567826669639,0.70597594374354444,296,311
350,44923,3151.6377212817961,-2511.1825236549021,0.70526996779980089,296,311
351,44949,3186.3453246925242,-2681.469948722603,0.70456469783200104,296,311
352,44947,3097.728095084804,-2670.0828175845731,0.70386013313416906,296,311
353,44995,3105.9967982024418,-2552.3261931781121,0.70315627300103489,296,311
354,44984,3121.3697260987219,-2721.5170522346589,0.7024531167280339,296,311
355,44881,3106.2292807339991,-2665.1087085475251,0.70175066361130589,296,311
356,45054,3176.1650401144871,-2620.08049855945,0.70104891294769456,296,311
357,44912,3100.788014844728,-2517.9748317349222,0.70034786403474691,296,311
358,44894,3074.1699393694339,-2681.0212355871922,0.69964751617071219,296,311
359,44931,3121.0286209171072,-2599.7223480060279,0.6989478686545415,296,311
360,44950,3126.867695193594,-2693.3265126685278,0.69824892078588696,296,311
361,44885,3065.7138958433861,-2633.7106974618332,0.69755067186510111,296,311
362,45020,3270.26801784399,-2625.845005784598,0.69685312119323606,296,311
363,45003,3127.2399672828051,-2563.7055973408519,0.69615626807204278,296,311
364,45008,3211.31528098437,-2578.9100403511338,0.69546011180397072,296,311
365,44950,3139.4949719470451,-2609.166829098398,0.69476465169216672,296,311
366,44869,3087.441247151577,-2425.7733725901862,0.69406988704047456,296,311
367,44964,3166.2872991698209,-2590.315751347217,0.6933758171534341,296,311
368,44923,3124.916775027436,-2524.0407965559598,0.69268244133628065,296,311
369,44955,3190.6638926780829,-2688.7580187332392,0.69198975889494441,296,311
370,44942,3094.0254634253001,-2448.1883462668038,0.69129776913604946,296,311
371,44906,3106.3298215273498,-2736.4601784225501,0.69060647136691344,296,311
372,44937,3138.2797381258629,-2473.5532557597121,0.68991586489554657,296,311
373,44951,3136.0926644295869,-2525.639656857968,0.68922594903065104,296,311
374,44974,3131.421419607655,-2708.1577592762342,0.68853672308162039,296,311
375,44918,3130.0531639415108,-2604.7639227641339,0.68784818635853873,296,311
376,44848,3054.8020597766099,-2506.3992972987548,0.68716033817218014,296,311
377,45008,3168.8433849899652,-2669.2920819696442,0.68647317783400796,296,311
378,45011,3188.0646670893839,-2762.484390984931,0.68578670465617397,296,311
379,44956,3166.7737490060399,-2584.024099633094,0.68510091795151784,296,311
380,44967,3042.9238368839901,-2573.2830778197822,0.68441581703356635,296,311
381,45056,3233.6518625937611,-2676.5442342384781,0.68373140121653275,296,311
382,44912,3149.6146366883422,-2589.513487539306,0.68304766981531617,296,311
