,,18,21,,,491,824,15.665,11.094,22,173.78751,43357,43379,43403,-24,0,4
,,20,20,,,737,142,8.276,16.07,22,132.99532,43268,43290,43330,-40,0,7
,,20,20,,,791,832,6.662,14.583,36,97.151946,43239,43275,43309,-34,-9,0
,,20,21,,,482,261,20.1,16,31,321.6,43324,43355,43409,-54,0,6
,,20,20,,,453,135,18.6,19.35,30,359.91,43336,43366,43410,-44,0,6
,,20,20,,,530,622,16.9,20,29,338,43323,43352,43395,-43,0,6
,,18,21,,,557,144,17.566,15.678,23,275.399748,43293,43316,43380,-64,-5,7
,,20,21,,,55,825,19.167,16.931,27,324.516477,43513,43540,43574,-34,0,0
,,20,21,,,106,261,20.1,16,37,321.6,43464,43501,43561,-60,0,6
,,33,21,,,659,101,30.66,9.4,31,288.204,43404,43435,43358,77,-148,7
,,20,22,,,558,144,17.566,15.678,23,275.399748,43293,43316,43380,-64,-5,7
,,20,20,,,864,144,15.117,16.07,24,242.93019,43298,43322,43279,43,-95,2
,,20,22,,,471,262,14.6,17.28,31,252.288,43337,43368,43414,-46,0,6
,,20,21,,,22,143,13.809,15.686,39,216.607974,43508,43547,43598,-51,0,7
,,20,21,,,250,836,8,21,29,168,43431,43460,43493,-33,0,3
,,18,18,,,486,145,10.1,13.065,20,131.9565,43346,43366,43400,-34,0,6
,,36,21,,,394,833,24,15.6,30,374.4,43381,43411,43446,-35,0,26
,,20,20,,,101,823,16.231,14.307,21,232.216917,43505,43526,43555,-29,0,0
,,18,21,,,599,824,14.342,13.72,26,196.77224,43317,43343,43367,-24,-20,7
,,20,22,,,365,184,9.804,21.05,26,206.3742,43392,43418,43458,-40,0,6
,,20,21,,,312,621,8.949999999999999,15.97,14,142.9315,43409,43423,43474,-51,0,0
,,36,21,,,439,826,20.5,21,33,430.5,43412,43445,43417,28,-65,3
,,18,20,,,496,822,16.055,14.575,35,234.001625,43320,43355,43409,-54,-16,7
,,20,22,,,879,101,11.523,8.65,29,99.67395,43321,43350,43270,80,-117,1
,,20,20,,,760,144,17.566,15.678,49,275.399748,43323,43372,43336,36,-111,7
,,20,22,,,494,835,16,17.3,39,276.8,43335,43374,43414,-40,-34,7
,,33,21,,,140,293,22.5,18.32,34,412.2,43442,43476,43540,-64,0,6
,,20,22,,,385,855,14,12.6,31,176.4,43386,43417,43448,-31,0,21
,,18,21,,,104,652,13.412,19.5,20,261.534,43486,43506,43550,-44,0,5
,,20,22,,,435,292,16.6,19.5,33,323.7,43357,43390,43425,-35,0,6
,,18,20,,,266,654,19.2,15.1,31,289.92,43422,43453,43496,-43,0,27
,,20,22,,,559,154,19.932,15.976,23,318.433632,43352,43375,43380,-5,-64,7
,,20,21,,,568,261,20.1,16,31,321.6,43356,43387,43385,2,-47,6
,,36,21,,,403,824,24.1,17.41,34,419.581,43444,43478,43439,39,-82,6
,,20,22,,,736,101,11.523,8.65,28,99.67395,43243,43271,43331,-60,0,5
,,20,20,,,534,824,17.596,14.575,34,256.4617,43353,43387,43398,-11,-58,7
,,33,21,,,586,111,22.2,13.8,25,306.36,43477,43502,43367,135,-193,7
,,36,21,,,14,134,22.828,14.354,37,327.673112,43512,43549,43599,-50,0,10
,,18,20,,,204,621,8.949999999999999,15.97,14,142.9315,43435,43449,43500,-51,0,0
,,20,21,,,654,183,7.507,14.276,19,107.169932,43359,43378,43353,25,-58,5
,,18,20,,,209,153,18.919,15.5,21,293.2445,43435,43456,43502,-46,0,6
,,20,22,,,58,221,16,15.97,25,255.52,43508,43533,43580,-47,0,22
,,18,20,,,751,171,16.655,9.4,17,156.557,43361,43378,43318,60,-95,7
,,36,21,,,379,133,25.083,18.75,43,470.30625,43479,43522,43461,61,-118,6
,,20,22,,,120,654,19.2,15.1,37,289.92,43464,43501,43550,-49,0,27
,,20,20,,,158,632,13.38,17.28,19,231.2064,43466,43485,43524,-39,0,12
,,20,22,,,876,171,16.655,9.4,18,156.557,43365,43383,43269,114,-142,0
,,33,21,,,445,293,22.5,18.32,31,412.2,43503,43534,43416,118,-170,7
,,20,20,,,493,825,18.455,17.3,39,319.2715,43367,43406,43414,-8,-66,7
,,18,18,,,429,823,16.231,14.307,18,232.216917,43367,43385,43417,-32,-13,6
,,20,22,,,344,132,18.94,12.2,16,231.068,43400,43416,43463,-47,0,7
,,20,20,,,184,183,8.82,15.798,21,139.33836,43431,43452,43511,-59,0,4
,,20,22,,,701,153,19.167,16.07,26,308.01369,43375,43401,43340,61,-116,5
,,20,22,,,863,622,13.38,17.28,15,231.2064,43376,43391,43276,115,-169,5
,,18,20,,,463,125,14.8,19.15,31,283.42,43379,43410,43410,0,-45,6
,,20,21,,,749,161,13.792,9.4,17,129.6448,43379,43396,43318,78,-113,7
,,20,20,,,79,803,15.5,13,35,201.5,43493,43528,43567,-39,0,1
,,36,21,,,726,133,23.777,18.85,42,448.19645,43523,43565,43349,216,-276,5
,,18,21,,,739,822,12.6,10.3,22,129.78,43380,43402,43330,72,-112,7
,,20,22,,,507,153,18.861,13.05,25,246.13605,43384,43409,43397,12,-51,6
,,20,20,,,391,622,16.9,20,29,338,43388,43417,43451,-34,-9,6
,,20,21,,,451,134,18.74,19.44,33,364.3056,43388,43421,43412,9,-56,6
,,36,21,,,727,102,26.372,14.65,35,386.3498,43550,43585,43340,245,-290,5
,,20,22,,,211,102,19.76,18.47,19,364.9672,43441,43460,43496,-36,0,0
,,18,18,,,790,822,16.055,14.575,36,234.001625,43386,43422,43309,113,-156,0
,,20,22,,,767,278,10.8,20,28,216,43391,43419,43313,106,-168,0
,,20,22,,,98,653,11.2,17.72,19,198.464,43500,43519,43553,-34,0,3
,,20,21,,,420,294,20,18.4,45,368,43397,43442,43431,11,-81,7
,,20,22,,,343,122,15.531,12.2,16,189.4782,43402,43418,43463,-45,-2,7
,,36,21,,,871,102,26.372,14.65,37,386.3498,43566,43603,43286,317,-361,1
,,18,21,,,468,154,19.932,15.976,39,318.433632,43403,43442,43419,23,-76,8
,,20,20,,,96,643,13.412,17.72,19,237.66064,43500,43519,43553,-34,0,3
,,20,22,,,464,643,13.412,17.72,16,237.66064,43408,43424,43402,22,-53,3
,,20,22,,,227,272,14.4,17.28,32,248.832,43416,43448,43509,-61,0,0
,,18,20,,,13,124,18.618,14.354,37,267.242772,43512,43549,43599,-50,0,10
,,20,22,,,397,171,21.526,7.65,18,164.6739,43417,43435,43442,-7,-25,6
,,33,21,,,561,133,24.07,12.2,28,293.654,43535,43563,43384,179,-226,4
,,20,20,,,194,123,16.106,12.2,25,196.4932,43451,43476,43509,-33,0,1
,,20,22,,,526,123,19.5,18.75,39,365.625,43419,43458,43400,58,-111,6
,,20,22,,,766,268,10.8,20,29,216,43419,43448,43314,134,-197,0
,,20,22,,,583,112,21,8.6,18,180.6,43418,43436,43368,68,-98,5
,,20,22,,,653,102,19.76,18.47,20,364.9672,43420,43440,43348,92,-129,0
,,33,21,,,119,644,22.9,15.1,37,345.79,43564,43601,43550,51,-100,27
,,22,21,,,590,183,8.82,15.798,21,139.33836,43421,43442,43367,75,-134,4
,,20,21,,,552,633,13.38,18.79,15,251.4102,43422,43437,43381,56,-90,3
,,20,21,,,644,143,13.809,15.686,21,216.607974,43422,43443,43357,86,-132,6
,,18,18,,,598,824,14.342,13.72,26,196.77224,43423,43449,43368,81,-125,7
,,20,20,,,143,182,15,7.3,21,109.5,43465,43486,43531,-45,0,6
,,20,21,,,717,182,17,14.248,19,242.216,43424,43443,43334,109,-146,7
,,20,22,,,125,822,16.086,14.292,20,229.901112,43473,43493,43539,-46,0,5
,,20,20,,,633,639,15.6,18.9,32,294.84,43428,43460,43369,91,-141,7
,,20,21,,,220,271,17.8,16,32,284.8,43433,43465,43509,-44,-2,6
,,20,22,,,706,123,20.9,18.1,28,378.29,43436,43464,43338,126,-172,7
,,18,20,,,371,144,10.5,13.05,19,137.025,43437,43456,43451,5,-38,6
,,20,21,,,867,163,16.387,11.151,29,182.731437,43438,43467,43284,183,-240,7
,,20,21,,,224,154,19.932,15.976,23,318.433632,43438,43461,43499,-38,-31,7
,,18,20,,,641,622,13.38,17.28,13,231.2064,43440,43453,43354,99,-156,5
,,20,22,,,256,273,14.5,18.79,25,272.455,43441,43466,43494,-28,-30,1
,,18,21,,,402,101,11.577,13.021,49,150.744117,43443,43492,43453,39,-102,6
,,33,21,,,35,801,28.614,19.075,65,545.81205,43602,43667,43616,51,-132,2
,,20,20,,,764,639,15.6,18.9,32,294.84,43443,43475,43319,156,-200,11
,,20,21,,,719,801,20.814,15.31,33,318.66234,43443,43476,43341,135,-182,7
,,22,21,,,841,184,13.9,8.300000000000001,30,115.37,43443,43473,43288,185,-218,2
,,20,21,,,183,623,13.38,18.79,16,251.4102,43446,43462,43510,-48,0,0
,,20,21,,,139,283,13.7,18.32,34,250.984,43444,43478,43540,-62,-2,6
,,20,21,,,648,628,15.6,20,23,312,43449,43472,43359,113,-154,7
,,36,21,,,53,103,29.101,15.68,32,456.30368,43604,43636,43583,53,-89,5
,,20,22,,,655,193,14.445,14.246,19,205.78347,43437,43456,43353,103,-136,5
,,20,22,,,314,102,19.76,18.47,20,364.9672,43449,43469,43472,-3,-34,0
,,20,22,,,51,632,13.38,17.28,19,231.2064,43515,43534,43573,-39,0,12
,,36,21,,,677,103,29.101,15.68,16,456.30368,43637,43653,43342,311,-357,7
,,18,18,,,556,622,13.38,17.28,15,231.2064,43450,43465,43378,87,-121,12
