seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_date_day,delay_days,processing_time_days,is_feasible,status
720,103,H1087,2,BQM4803A,Bay48-S-3,360,394,152,242,34,True,ALLOCATED
721,825,H1087,48,PPT1061A,Bay10-N-22,129,156,154,2,27,True,ALLOCATED
722,835,H1087,46,PPT1059A,Bay10-N-18,129,156,154,2,27,True,ALLOCATED
723,182,H1088,29,PPT1005A,Bay10-S-9,132,151,159,0,19,True,ALLOCATED
724,192,H1088,54,PPT0807A,Bay8-S-13,132,151,159,0,19,True,ALLOCATED
725,123,H1088,56,PPT0809A,Bay8-S-17,87,129,152,0,42,True,ALLOCATED
726,133,H1088,7,BQM4853A,Bay48-N-3,244,286,152,134,42,True,ALLOCATED
727,102,H1088,8,BQM4503A,Bay45-S-3,330,365,150,215,35,True,ALLOCATED
728,102,H1088,7,BQM4853A,Bay48-N-3,355,390,150,240,35,True,ALLOCATED
729,321,H1088,9,BQM4504A,Bay45-S-4,103,135,154,0,32,True,ALLOCATED
730,331,H1088,24,PPT0060A,0东-20,102,134,154,0,32,True,ALLOCATED
731,101,H1087,43,PPT1056A,Bay10-N-12,109,137,150,0,28,True,ALLOCATED
732,825,H1087,34,PPT1010A,Bay10-S-19,124,150,151,0,26,True,ALLOCATED
733,835,H1087,23,PPT0059A,0东-18,124,150,151,0,26,True,ALLOCATED
734,822,H1087,30,PPT1006A,Bay10-S-11,130,152,155,0,22,True,ALLOCATED
735,832,H1087,56,PPT0809A,Bay8-S-17,129,151,155,0,22,True,ALLOCATED
736,101,H1087,49,PPT1062A,Bay10-N-24,83,111,148,0,28,True,ALLOCATED
737,142,H1087,63,PPT0862A,Bay8-N-24,125,147,153,0,22,True,ALLOCATED
738,152,H1087,33,PPT1009A,Bay10-S-17,126,148,153,0,22,True,ALLOCATED
739,822,H1088,26,PPT1002A,Bay10-S-3,126,148,153,0,22,True,ALLOCATED
740,832,H1088,50,PPT0801A,Bay8-S-1,124,146,153,0,22,True,ALLOCATED
741,143,H1088,18,PPT0054A,0东-8,89,124,149,0,35,True,ALLOCATED
742,153,H1088,23,PPT0059A,0东-18,89,124,149,0,35,True,ALLOCATED
743,142,H1088,35,PPT1011A,Bay10-S-21,111,133,151,0,22,True,ALLOCATED
744,152,H1088,49,PPT1062A,Bay10-N-24,111,133,151,0,22,True,ALLOCATED
745,104,H1088,44,PPT1057A,Bay10-N-14,109,130,151,0,21,True,ALLOCATED
746,103,H1088,8,BQM4503A,Bay45-S-3,253,291,139,152,38,True,ALLOCATED
747,184,H1087,3,BQM4808A,Bay48-S-8,96,124,141,0,28,True,ALLOCATED
748,194,H1087,50,PPT0801A,Bay8-S-1,96,124,141,0,28,True,ALLOCATED
749,161,H1087,46,PPT1059A,Bay10-N-18,112,129,146,0,17,True,ALLOCATED
750,161,H1087,48,PPT1061A,Bay10-N-22,112,129,146,0,17,True,ALLOCATED
751,171,H1087,40,PPT1053A,Bay10-N-6,119,136,146,0,17,True,ALLOCATED
752,171,H1087,10,BQM4202A,Bay42-S-2,121,138,146,0,17,True,ALLOCATED
753,161,H1087,53,PPT0804A,Bay8-S-7,94,131,139,0,37,True,ALLOCATED
754,171,H1087,54,PPT0807A,Bay8-S-13,95,132,139,0,37,True,ALLOCATED
755,269,H1088,46,PPT1059A,Bay10-N-18,83,112,139,0,29,True,ALLOCATED
756,279,H1088,48,PPT1061A,Bay10-N-22,83,112,139,0,29,True,ALLOCATED
757,284,H1088,2,BQM4803A,Bay48-S-3,0,72,126,0,72,True,ALLOCATED
758,294,H1088,4,BQM4810A,Bay48-S-10,0,71,125,0,71,True,ALLOCATED
759,154,H1088,33,PPT1009A,Bay10-S-17,50,101,133,0,51,True,ALLOCATED
760,144,H1088,34,PPT1010A,Bay10-S-19,50,99,132,0,49,True,ALLOCATED
761,134,H1088,2,BQM4803A,Bay48-S-3,173,221,132,89,48,True,ALLOCATED
762,801,H1088,2,BQM4803A,Bay48-S-3,221,255,129,126,34,True,ALLOCATED
763,629,H1087,43,PPT1056A,Bay10-N-12,77,109,132,0,32,True,ALLOCATED
764,639,H1087,44,PPT1057A,Bay10-N-14,77,109,132,0,32,True,ALLOCATED
765,124,H1087,38,PPT1051A,Bay10-N-2,53,100,131,0,47,True,ALLOCATED
766,268,H1087,3,BQM4808A,Bay48-S-8,67,96,130,0,29,True,ALLOCATED
767,278,H1087,60,PPT0858A,Bay8-N-16,68,96,130,0,28,True,ALLOCATED
768,101,H1087,38,PPT1051A,Bay10-N-2,100,122,123,0,22,True,ALLOCATED
769,124,H1087,15,PPT0051A,0东-2,73,98,128,0,25,True,ALLOCATED
770,134,H1087,51,PPT0802A,Bay8-S-3,73,98,128,0,25,True,ALLOCATED
771,628,H1088,16,PPT0052A,0东-4,59,82,128,0,23,True,ALLOCATED
772,638,H1088,17,PPT0053A,0东-6,59,82,128,0,23,True,ALLOCATED
773,261,H1088,61,PPT0859A,Bay8-N-18,75,107,127,0,32,True,ALLOCATED
774,271,H1088,41,PPT1054A,Bay10-N-8,75,107,127,0,32,True,ALLOCATED
775,102,H1088,47,PPT1060A,Bay10-N-20,86,121,122,0,35,True,ALLOCATED
776,271,H1088,22,PPT0058A,0东-16,67,101,125,0,34,True,ALLOCATED
777,261,H1088,21,PPT0057A,0东-14,65,99,124,0,34,True,ALLOCATED
778,262,H1088,59,PPT0857A,Bay8-N-14,68,99,128,0,31,True,ALLOCATED
779,272,H1087,58,PPT0811A,Bay8-S-21,68,99,128,0,31,True,ALLOCATED
780,135,H1087,40,PPT1053A,Bay10-N-6,76,119,123,0,43,True,ALLOCATED
781,142,H1087,10,BQM4202A,Bay42-S-2,91,121,131,0,30,True,ALLOCATED
782,152,H1087,12,PPT0002A,0西-3,91,121,131,0,30,True,ALLOCATED
783,183,H1087,4,BQM4810A,Bay48-S-10,71,91,123,0,20,True,ALLOCATED
784,193,H1087,10,BQM4202A,Bay42-S-2,71,91,123,0,20,True,ALLOCATED
785,122,H1087,19,PPT0055A,0东-10,81,109,127,0,28,True,ALLOCATED
786,132,H1087,20,PPT0056A,0东-12,81,109,127,0,28,True,ALLOCATED
787,111,H1088,2,BQM4803A,Bay48-S-3,133,173,115,58,40,True,ALLOCATED
788,263,H1088,11,PPT0001A,0西-1,62,87,121,0,25,True,ALLOCATED
789,273,H1088,9,BQM4504A,Bay45-S-4,62,87,121,0,25,True,ALLOCATED
790,822,H1088,35,PPT1011A,Bay10-S-21,75,111,118,0,36,True,ALLOCATED
791,832,H1088,13,PPT0003A,0西-5,75,111,118,0,36,True,ALLOCATED
792,154,H1088,8,BQM4503A,Bay45-S-3,74,114,115,0,40,True,ALLOCATED
793,182,H1088,15,PPT0051A,0东-2,31,73,116,0,42,True,ALLOCATED
794,192,H1088,7,BQM4853A,Bay48-N-3,74,116,116,0,42,True,ALLOCATED
795,183,H1087,45,PPT1058A,Bay10-N-16,54,76,118,0,22,True,ALLOCATED
796,193,H1087,46,PPT1059A,Bay10-N-18,54,76,118,0,22,True,ALLOCATED
797,801,H1087,50,PPT0801A,Bay8-S-1,46,96,113,0,50,True,ALLOCATED
798,125,H1087,39,PPT1052A,Bay10-N-4,76,110,113,0,34,True,ALLOCATED
799,826,H1087,4,BQM4810A,Bay48-S-10,91,120,112,8,29,True,ALLOCATED
800,836,H1087,62,PPT0861A,Bay8-N-22,76,105,112,0,29,True,ALLOCATED
801,292,H1087,36,PPT1012A,Bay10-S-23,80,110,118,0,30,True,ALLOCATED
802,684,H1087,13,PPT0003A,0西-5,21,60,113,0,39,True,ALLOCATED
803,694,H1088,12,PPT0002A,0西-3,21,60,113,0,39,True,ALLOCATED
804,134,H1088,19,PPT0055A,0东-10,36,81,111,0,45,True,ALLOCATED
805,124,H1088,20,PPT0056A,0东-12,36,81,111,0,45,True,ALLOCATED
806,282,H1088,31,PPT1007A,Bay10-S-13,80,110,117,0,30,True,ALLOCATED
807,643,H1088,64,PPT0863A,Bay8-N-26,85,101,119,0,16,True,ALLOCATED
808,653,H1088,14,PPT0004A,0西-7,85,101,119,0,16,True,ALLOCATED
809,825,H1088,11,PPT0001A,0西-1,21,61,113,0,40,True,ALLOCATED
810,835,H1088,9,BQM4504A,Bay45-S-4,21,61,113,0,40,True,ALLOCATED
811,293,H1087,8,BQM4503A,Bay45-S-3,190,221,114,107,31,True,ALLOCATED
812,803,H1087,12,PPT0002A,0西-3,60,90,108,0,30,True,ALLOCATED
813,824,H1087,30,PPT1006A,Bay10-S-11,77,104,113,0,27,True,ALLOCATED
814,112,H1087,52,PPT0803A,Bay8-S-5,82,100,112,0,18,True,ALLOCATED
815,283,H1087,47,PPT1060A,Bay10-N-20,55,86,113,0,31,True,ALLOCATED
816,642,H1087,23,PPT0059A,0东-18,72,88,117,0,16,True,ALLOCATED
817,652,H1087,26,PPT1002A,Bay10-S-3,72,88,117,0,16,True,ALLOCATED
818,834,H1087,32,PPT1008A,Bay10-S-15,77,102,112,0,25,True,ALLOCATED
819,101,H1088,2,BQM4803A,Bay48-S-3,72,133,107,26,61,True,ALLOCATED
820,133,H1088,53,PPT0804A,Bay8-S-7,65,94,107,0,29,True,ALLOCATED
821,123,H1088,54,PPT0807A,Bay8-S-13,66,95,107,0,29,True,ALLOCATED
822,826,H1088,8,BQM4503A,Bay45-S-3,21,74,100,0,53,True,ALLOCATED
823,836,H1088,7,BQM4853A,Bay48-N-3,21,74,100,0,53,True,ALLOCATED
824,631,H1088,13,PPT0003A,0西-5,60,75,114,0,15,True,ALLOCATED
825,621,H1088,30,PPT1006A,Bay10-S-11,62,77,114,0,15,True,ALLOCATED
826,823,H1088,16,PPT0052A,0东-4,82,109,111,0,27,True,ALLOCATED
827,833,H1087,17,PPT0053A,0东-6,82,106,111,0,24,True,ALLOCATED
828,683,H1087,16,PPT0052A,0东-4,31,56,108,0,25,True,ALLOCATED
829,693,H1087,17,PPT0053A,0东-6,31,56,108,0,25,True,ALLOCATED
830,143,H1087,24,PPT0060A,0东-20,38,83,107,0,45,True,ALLOCATED
831,153,H1087,25,PPT1001A,Bay10-S-1,38,83,107,0,45,True,ALLOCATED
832,182,H1087,8,BQM4503A,Bay45-S-3,221,238,113,125,17,True,ALLOCATED
833,192,H1087,18,PPT0054A,0东-8,72,89,113,0,17,True,ALLOCATED
834,123,H1087,42,PPT1055A,Bay10-N-10,76,98,107,0,22,True,ALLOCATED
835,133,H1088,7,BQM4853A,Bay48-N-3,222,244,107,137,22,True,ALLOCATED
836,194,H1088,55,PPT0808A,Bay8-S-15,68,98,104,0,30,True,ALLOCATED
837,823,H1088,11,PPT0001A,0西-1,87,105,113,0,18,True,ALLOCATED
838,623,H1088,31,PPT1007A,Bay10-S-13,63,78,111,0,15,True,ALLOCATED
839,633,H1088,52,PPT0803A,Bay8-S-5,63,78,111,0,15,True,ALLOCATED
840,103,H1088,7,BQM4853A,Bay48-N-3,192,222,103,119,30,True,ALLOCATED
841,184,H1088,27,PPT1003A,Bay10-S-5,68,98,103,0,30,True,ALLOCATED
842,824,H1088,35,PPT1011A,Bay10-S-21,50,75,105,0,25,True,ALLOCATED
843,834,H1087,7,BQM4853A,Bay48-N-3,167,192,105,87,25,True,ALLOCATED
844,102,H1087,14,PPT0004A,0西-7,64,85,102,0,21,True,ALLOCATED
845,182,H1087,28,PPT1004A,Bay10-S-7,74,92,109,0,18,True,ALLOCATED
846,192,H1087,29,PPT1005A,Bay10-S-9,74,92,109,0,18,True,ALLOCATED
847,272,H1087,14,PPT0004A,0西-7,29,64,105,0,35,True,ALLOCATED
848,132,H1087,26,PPT1002A,Bay10-S-3,42,69,107,0,27,True,ALLOCATED
849,143,H1087,41,PPT1054A,Bay10-N-8,53,75,105,0,22,True,ALLOCATED
850,153,H1087,42,PPT1055A,Bay10-N-10,53,75,105,0,22,True,ALLOCATED
851,144,H1088,8,BQM4503A,Bay45-S-3,238,253,102,151,15,True,ALLOCATED
852,825,H1088,44,PPT1057A,Bay10-N-14,54,76,103,0,22,True,ALLOCATED
853,835,H1088,43,PPT1056A,Bay10-N-12,54,76,103,0,22,True,ALLOCATED
854,824,H1088,25,PPT1001A,Bay10-S-1,83,102,108,0,19,True,ALLOCATED
855,834,H1088,24,PPT0060A,0东-20,83,102,108,0,19,True,ALLOCATED
856,110,H1088,10,BQM4202A,Bay42-S-2,29,71,87,0,42,True,ALLOCATED
857,112,H1088,51,PPT0802A,Bay8-S-3,46,72,85,0,26,True,ALLOCATED
858,825,H1088,37,PPT1013A,Bay10-S-25,52,80,101,0,28,True,ALLOCATED
859,835,H1087,36,PPT1012A,Bay10-S-23,52,80,101,0,28,True,ALLOCATED
860,833,H1087,9,BQM4504A,Bay45-S-4,87,103,108,0,16,True,ALLOCATED
861,122,H1087,27,PPT1003A,Bay10-S-5,42,66,104,0,24,True,ALLOCATED
862,103,H1087,7,BQM4853A,Bay48-N-3,116,167,104,63,51,True,ALLOCATED
863,622,H1087,31,PPT1007A,Bay10-S-13,47,62,106,0,15,True,ALLOCATED
864,144,H1087,28,PPT1004A,Bay10-S-7,46,70,100,0,24,True,ALLOCATED
865,154,H1087,29,PPT1005A,Bay10-S-9,46,70,100,0,24,True,ALLOCATED
866,632,H1087,30,PPT1006A,Bay10-S-11,47,62,105,0,15,True,ALLOCATED
867,163,H1088,22,PPT0058A,0东-16,36,65,100,0,29,True,ALLOCATED
869,161,H1088,23,PPT0059A,0东-18,37,69,99,0,32,True,ALLOCATED
870,173,H1088,21,PPT0057A,0东-14,36,65,99,0,29,True,ALLOCATED
871,102,H1088,8,BQM4503A,Bay45-S-3,153,190,94,96,37,True,ALLOCATED
872,822,H1088,49,PPT1062A,Bay10-N-24,55,73,101,0,18,True,ALLOCATED
873,832,H1088,48,PPT1061A,Bay10-N-22,55,73,101,0,18,True,ALLOCATED
874,103,H1088,8,BQM4503A,Bay45-S-3,114,153,87,66,39,True,ALLOCATED
875,161,H1087,56,PPT0809A,Bay8-S-17,68,86,96,0,18,True,ALLOCATED
876,171,H1087,57,PPT0810A,Bay8-S-19,68,86,96,0,18,True,ALLOCATED
877,822,H1087,40,PPT1053A,Bay10-N-6,53,76,94,0,23,True,ALLOCATED
878,832,H1087,39,PPT1052A,Bay10-N-4,53,76,94,0,23,True,ALLOCATED
879,101,H1087,32,PPT1008A,Bay10-S-15,48,77,86,0,29,True,ALLOCATED
880,101,H1087,18,PPT0054A,0东-8,35,71,74,0,36,True,ALLOCATED
881,102,H1087,3,BQM4808A,Bay48-S-8,28,67,74,0,39,True,ALLOCATED
