seq_id,ship_id,block_id,block_type,length_m,width_m,weight_ton,assembly_start_date,earliest_start_date,due_date,lead_time_days,block_output_value,is_combined,combined_block_id,block_area_m2,aspect_ratio,density_ton_per_m2,est_dt,due_dt,total_window_days,slack_days,urgency_ratio,cluster_id,cluster_name
757,H1088,284,FLAT,20.0,18.4,211.017142857143,2018-03-03,2018-02-24,2018-06-30,72,368.0,,,368.0,1.0869565217391306,0.5734161490683234,2018-02-24,2018-06-30,126,54,0.5714285714285714,2,Type-C (Large Heavy)
758,H1088,294,FLAT,20.0,18.4,211.017142857143,2018-03-03,2018-02-24,2018-06-29,71,368.0,,,368.0,1.0869565217391306,0.5734161490683234,2018-02-24,2018-06-29,125,54,0.568,2,Type-C (Large Heavy)
823,H1088,836,FLAT,6.45,21.691,146.314851714286,2018-03-18,2018-03-17,2018-06-04,53,139.90695,,,139.90695,0.29735835138997746,1.0458011679497408,2018-03-17,2018-06-04,79,26,0.6708860759493671,1,Type-B (Small Light)
822,H1088,826,FLAT,20.852,21.691,240.0,2018-03-18,2018-03-17,2018-06-04,53,452.300732,,,452.300732,0.9613203632843115,0.5306204103158516,2018-03-17,2018-06-04,79,26,0.6708860759493671,2,Type-C (Large Heavy)
819,H1088,101,FLAT,30.66,9.4,240.0,2018-03-25,2018-03-18,2018-06-11,61,288.204,,,288.204,3.2617021276595746,0.8327434733730275,2018-03-18,2018-06-11,85,24,0.7176470588235294,2,Type-C (Large Heavy)
881,H1087,102,FLAT,16.588,12.377,122.386249428571,2018-03-25,2018-03-24,2018-05-09,39,205.309676,,,205.30967600000002,1.340227841964935,0.59610560891719,2018-03-24,2018-05-09,46,7,0.8478260869565217,0,Type-A (Standard Medium)
856,H1088,110,FLAT,13.0,5.487,56.8877625714286,2018-03-25,2018-03-25,2018-05-22,42,71.331,,,71.331,2.3692363768908327,0.7975180857050735,2018-03-25,2018-05-22,58,16,0.7241379310344828,0,Type-A (Standard Medium)
810,H1088,835,FLAT,18.0,17.3,178.082857142857,2018-03-26,2018-03-17,2018-06-17,40,311.4,,,311.40000000000003,1.0404624277456647,0.5718781539590783,2018-03-17,2018-06-17,92,52,0.43478260869565216,3,Type-D (Long-lead Urgent)
809,H1088,825,FLAT,18.455,17.3,182.822007142857,2018-03-26,2018-03-17,2018-06-17,40,319.2715,,,319.2715,1.0667630057803468,0.5726223829651472,2018-03-17,2018-06-17,92,52,0.43478260869565216,3,Type-D (Long-lead Urgent)
847,H1087,272,FLAT,15.89,20.773,195.431322571429,2018-03-27,2018-03-25,2018-06-09,35,330.08297,,,330.08297,0.7649352524912146,0.592067268939773,2018-03-25,2018-06-09,76,41,0.4605263157894737,1,Type-B (Small Light)
803,H1088,694,FLAT,16.7,18.4,176.414285714286,2018-03-31,2018-03-17,2018-06-17,39,307.28,,,307.28,0.907608695652174,0.5741157436679446,2018-03-17,2018-06-17,92,53,0.42391304347826086,3,Type-D (Long-lead Urgent)
802,H1087,684,FLAT,17.5,18.4,184.231428571429,2018-03-31,2018-03-17,2018-06-17,39,322.0,,,322.0,0.9510869565217392,0.5721472937000901,2018-03-17,2018-06-17,92,53,0.42391304347826086,3,Type-D (Long-lead Urgent)
880,H1087,101,CURVED,13.007,16.37,124.902556857143,2018-04-01,2018-03-31,2018-05-09,36,212.92459,,,212.92459,0.7945632254123396,0.5866046606319307,2018-03-31,2018-05-09,39,3,0.9230769230769231,1,Type-B (Small Light)
869,H1088,161,FLAT,14.057,15.486,124.975841428571,2018-04-03,2018-04-02,2018-06-03,32,217.686702,,,217.68670200000003,0.9077231047397649,0.574108754831386,2018-04-02,2018-06-03,62,30,0.5161290322580645,1,Type-B (Small Light)
874,H1088,103,FLAT,24.0,11.0,199.142857142857,2018-04-03,2018-04-02,2018-05-22,39,264.0,,,264.0,2.1818181818181817,0.7543290043290037,2018-04-02,2018-05-22,50,11,0.78,2,Type-C (Large Heavy)
793,H1088,182,FLAT,7.9,19.9,130.977142857143,2018-04-06,2018-03-27,2018-06-20,42,157.21,,,157.21,0.39698492462311563,0.8331349332557916,2018-03-27,2018-06-20,85,43,0.49411764705882355,1,Type-B (Small Light)
794,H1088,192,FLAT,23.8,19.9,240.0,2018-04-06,2018-03-27,2018-06-20,42,473.62,,,473.62,1.1959798994974875,0.5067353574595668,2018-03-27,2018-06-20,85,43,0.49411764705882355,2,Type-C (Large Heavy)
867,H1088,163,FLAT,16.387,11.151,112.25102,2018-04-08,2018-04-01,2018-06-04,29,182.731437,,,182.731437,1.4695543000627747,0.6142950651671393,2018-04-01,2018-06-04,64,35,0.453125,0,Type-A (Standard Medium)
870,H1088,173,FLAT,16.387,11.151,112.25102,2018-04-08,2018-04-01,2018-06-03,29,182.731437,,,182.731437,1.4695543000627747,0.6142950651671393,2018-04-01,2018-06-03,63,34,0.4603174603174603,0,Type-A (Standard Medium)
830,H1087,143,FLAT,14.606,16.186,135.806237714286,2018-04-11,2018-04-03,2018-06-11,45,236.412716,,,236.412716,0.9023847769677499,0.5744455713384131,2018-04-03,2018-06-11,69,24,0.6521739130434783,1,Type-B (Small Light)
831,H1087,153,FLAT,19.167,16.07,178.748225428571,2018-04-11,2018-04-03,2018-06-11,45,308.01369,,,308.01369000000005,1.1927193528313629,0.5803255869197599,2018-04-03,2018-06-11,69,24,0.6521739130434783,2,Type-C (Large Heavy)
857,H1088,112,FLAT,21.0,5.15,133.577857142857,2018-04-11,2018-04-11,2018-05-20,26,108.15,,,108.15,4.077669902912621,1.2351165709002034,2018-04-11,2018-05-20,39,13,0.6666666666666666,0,Type-A (Standard Medium)
828,H1087,683,FLAT,16.6,18.9,180.791428571429,2018-04-13,2018-03-27,2018-06-12,25,313.74,,,313.74,0.8783068783068785,0.5762460271926723,2018-03-27,2018-06-12,77,52,0.3246753246753247,3,Type-D (Long-lead Urgent)
829,H1087,693,FLAT,16.6,18.9,180.791428571429,2018-04-13,2018-03-27,2018-06-12,25,313.74,,,313.74,0.8783068783068785,0.5762460271926723,2018-03-27,2018-06-12,77,52,0.3246753246753247,3,Type-D (Long-lead Urgent)
804,H1088,134,FLAT,19.318,18.5,204.410035428571,2018-04-13,2018-04-01,2018-06-15,45,357.383,,,357.38300000000004,1.0442162162162163,0.5719635109352459,2018-04-01,2018-06-15,75,30,0.6,2,Type-C (Large Heavy)
864,H1087,144,FLAT,15.117,16.07,139.076739714286,2018-04-13,2018-04-11,2018-06-04,24,242.93019,,,242.93019,0.9406969508400748,0.5724967313213972,2018-04-11,2018-06-04,54,30,0.4444444444444444,3,Type-D (Long-lead Urgent)
865,H1087,154,FLAT,19.39,16.07,181.204857142857,2018-04-13,2018-04-11,2018-06-04,24,311.5973,,,311.5973,1.206596141879278,0.581535389243928,2018-04-11,2018-06-04,54,30,0.4444444444444444,3,Type-D (Long-lead Urgent)
805,H1088,124,FLAT,16.142,18.85,175.967618285714,2018-04-14,2018-04-01,2018-06-15,45,304.2767,,,304.2767,0.856339522546419,0.578314469315968,2018-04-01,2018-06-15,75,30,0.6,1,Type-B (Small Light)
861,H1087,122,FLAT,15.531,12.2,111.443417428571,2018-04-14,2018-04-07,2018-06-08,24,189.4782,,,189.4782,1.273032786885246,0.5881595741809401,2018-04-07,2018-06-08,62,38,0.3870967741935484,3,Type-D (Long-lead Urgent)
848,H1087,132,FLAT,18.94,12.2,145.018171428571,2018-04-14,2018-04-07,2018-06-11,27,231.068,,,231.068,1.5524590163934429,0.6275995439808671,2018-04-07,2018-06-11,65,38,0.4153846153846154,3,Type-D (Long-lead Urgent)
879,H1087,101,FLAT,11.523,8.65,59.3148654285714,2018-04-14,2018-04-13,2018-05-21,29,99.67395,,,99.67395,1.3321387283236994,0.595088941780389,2018-04-13,2018-05-21,38,9,0.7631578947368421,0,Type-A (Standard Medium)
862,H1087,103,CURVED,29.101,15.68,240.0,2018-04-15,2018-04-08,2018-06-08,51,456.30368,,,456.30368,1.8559311224489796,0.5259655148956941,2018-04-08,2018-06-08,61,10,0.8360655737704918,2,Type-C (Large Heavy)
871,H1088,102,CURVED,26.372,14.65,240.0,2018-04-15,2018-04-14,2018-05-29,37,386.3498,,,386.3498,1.800136518771331,0.6211987168105173,2018-04-14,2018-05-29,45,8,0.8222222222222222,2,Type-C (Large Heavy)
797,H1087,801,FLAT,20.814,15.31,190.748198857143,2018-04-16,2018-04-11,2018-06-17,50,318.66234,,,318.66234000000003,1.3595035924232528,0.5985903412908565,2018-04-11,2018-06-17,67,17,0.746268656716418,2,Type-C (Large Heavy)
866,H1087,632,FLAT,13.38,17.28,136.463657142857,2018-04-16,2018-04-12,2018-06-09,15,231.2064,,,231.20640000000003,0.7743055555555556,0.5902243931952444,2018-04-12,2018-06-09,58,43,0.25862068965517243,3,Type-D (Long-lead Urgent)
787,H1088,111,FLAT,22.2,13.8,195.222857142857,2018-04-17,2018-04-10,2018-06-19,40,306.36,,,306.36,1.6086956521739129,0.6372335067987237,2018-04-10,2018-06-19,70,30,0.5714285714285714,2,Type-C (Large Heavy)
863,H1087,622,FLAT,13.38,17.28,136.463657142857,2018-04-17,2018-04-12,2018-06-10,15,231.2064,,,231.20640000000003,0.7743055555555556,0.5902243931952444,2018-04-12,2018-06-10,59,44,0.2542372881355932,3,Type-D (Long-lead Urgent)
792,H1088,154,FLAT,24.839,16.385,240.0,2018-04-20,2018-03-27,2018-06-19,40,406.987015,,,406.98701500000004,1.5159597192554164,0.5896994035546809,2018-03-27,2018-06-19,84,44,0.47619047619047616,2,Type-C (Large Heavy)
843,H1087,834,FLAT,26.0,13.72,240.0,2018-04-20,2018-04-15,2018-06-09,25,356.72,,,356.72,1.8950437317784257,0.6727965911639381,2018-04-15,2018-06-09,55,30,0.45454545454545453,2,Type-C (Large Heavy)
842,H1088,824,FLAT,14.342,13.72,112.551818285714,2018-04-20,2018-04-15,2018-06-09,25,196.77224,,,196.77224,1.04533527696793,0.5719903289494189,2018-04-15,2018-06-09,55,30,0.45454545454545453,3,Type-D (Long-lead Urgent)
859,H1087,835,FLAT,5.59,17.008,91.5771897142857,2018-04-21,2018-04-17,2018-06-05,28,95.07472,,,95.07472,0.3286688617121355,0.9632128258099072,2018-04-17,2018-06-05,49,21,0.5714285714285714,1,Type-B (Small Light)
858,H1088,825,FLAT,17.18,16.97,166.609514285714,2018-04-21,2018-04-17,2018-06-05,28,291.5446,,,291.5446,1.0123747790218032,0.5714717895159575,2018-04-17,2018-06-05,49,21,0.5714285714285714,1,Type-B (Small Light)
878,H1087,832,FLAT,15.0,10.3,94.5971428571429,2018-04-21,2018-04-18,2018-05-29,23,154.5,,,154.5,1.4563106796116503,0.6122792417938052,2018-04-18,2018-05-29,41,18,0.5609756097560976,0,Type-A (Standard Medium)
877,H1087,822,FLAT,12.6,10.3,75.6714285714286,2018-04-21,2018-04-18,2018-05-29,23,129.78,,,129.78,1.2233009708737863,0.5830746538097442,2018-04-18,2018-05-29,41,18,0.5609756097560976,0,Type-A (Standard Medium)
760,H1088,144,FLAT,17.566,15.678,158.389725714286,2018-04-22,2018-04-15,2018-07-06,49,275.399748,,,275.399748,1.120423523408598,0.5751266181779005,2018-04-15,2018-07-06,82,33,0.5975609756097561,1,Type-B (Small Light)
759,H1088,154,FLAT,19.932,15.976,186.433485714286,2018-04-22,2018-04-15,2018-07-07,51,318.433632,,,318.433632,1.2476214321482222,0.5854704622226776,2018-04-15,2018-07-07,83,32,0.6144578313253012,2,Type-C (Large Heavy)
849,H1087,143,FLAT,13.809,15.686,124.782593428571,2018-04-23,2018-04-18,2018-06-09,22,216.607974,,,216.60797399999998,0.8803391559352288,0.576075714685236,2018-04-18,2018-06-09,52,30,0.4230769230769231,3,Type-D (Long-lead Urgent)
850,H1087,153,FLAT,18.919,15.5,170.908160285714,2018-04-23,2018-04-18,2018-06-09,22,293.2445,,,293.2445,1.2205806451612904,0.5828179566393026,2018-04-18,2018-06-09,52,30,0.4230769230769231,3,Type-D (Long-lead Urgent)
795,H1087,183,FLAT,8.82,15.798,93.5340582857143,2018-04-23,2018-04-19,2018-06-22,22,139.33836,,,139.33836,0.5582985187998482,0.6712728518242521,2018-04-19,2018-06-22,64,42,0.34375,3,Type-D (Long-lead Urgent)
796,H1087,193,FLAT,15.59,15.978,142.384166857143,2018-04-23,2018-04-19,2018-06-22,22,249.09702,,,249.09702,0.9757166103392164,0.571601245398853,2018-04-19,2018-06-22,64,42,0.34375,3,Type-D (Long-lead Urgent)
765,H1087,124,FLAT,18.618,14.354,157.904925714286,2018-04-24,2018-04-18,2018-07-05,47,267.242772,,,267.24277199999995,1.2970600529469136,0.590866965390877,2018-04-18,2018-07-05,78,31,0.6025641025641025,2,Type-C (Large Heavy)
761,H1088,134,FLAT,22.828,14.354,207.758542857143,2018-04-24,2018-04-18,2018-07-06,48,327.673112,,,327.67311199999995,1.5903580883377457,0.6340420841644859,2018-04-18,2018-07-06,79,31,0.6075949367088608,2,Type-C (Large Heavy)
853,H1088,835,CURVED,7.416,16.884,97.1618605714286,2018-04-25,2018-04-19,2018-06-07,22,125.211744,,,125.21174400000001,0.43923240938166314,0.7759804110022507,2018-04-19,2018-06-07,49,27,0.4489795918367347,3,Type-D (Long-lead Urgent)
852,H1088,825,FLAT,19.167,16.931,186.866471428571,2018-04-25,2018-04-19,2018-06-07,22,324.516477,,,324.51647700000007,1.1320654420884768,0.5758304575350451,2018-04-19,2018-06-07,49,27,0.4489795918367347,3,Type-D (Long-lead Urgent)
873,H1088,832,FLAT,6.767,14.288,71.4112094285714,2018-04-25,2018-04-20,2018-06-05,18,96.686896,,,96.686896,0.4736142217245241,0.7385820869517974,2018-04-20,2018-06-05,46,28,0.391304347826087,3,Type-D (Long-lead Urgent)
872,H1088,822,FLAT,16.086,14.292,132.291617142857,2018-04-25,2018-04-20,2018-06-05,18,229.901112,,,229.90111199999998,1.1255247691015953,0.5754283482667845,2018-04-20,2018-06-05,46,28,0.391304347826087,3,Type-D (Long-lead Urgent)
824,H1088,631,FLAT,10.53,15.97,104.549085714286,2018-04-25,2018-04-25,2018-06-18,15,168.1641,,,168.1641,0.6593613024420788,0.6217087102079814,2018-04-25,2018-06-18,54,39,0.2777777777777778,3,Type-D (Long-lead Urgent)
812,H1087,803,FLAT,15.5,21.0,194.642857142857,2018-04-26,2018-04-25,2018-06-12,30,325.5,,,325.5,0.7380952380952381,0.5979811279350445,2018-04-25,2018-06-12,48,18,0.625,1,Type-B (Small Light)
815,H1087,283,FLAT,13.7,18.32,149.517828571429,2018-04-27,2018-04-20,2018-06-17,31,250.984,,,250.98399999999998,0.7478165938864628,0.5957265346453519,2018-04-20,2018-06-17,58,27,0.5344827586206896,1,Type-B (Small Light)
811,H1087,293,FLAT,22.5,18.32,240.0,2018-04-27,2018-04-20,2018-06-18,31,412.2,,,412.2,1.2281659388646289,0.5822416302765648,2018-04-20,2018-06-18,59,28,0.5254237288135594,2,Type-C (Large Heavy)
825,H1088,621,FLAT,8.95,15.97,95.7552571428572,2018-04-27,2018-04-27,2018-06-18,15,142.9315,,,142.9315,0.5604257983719473,0.6699380972203972,2018-04-27,2018-06-18,52,37,0.28846153846153844,3,Type-D (Long-lead Urgent)
789,H1088,273,FLAT,14.5,18.79,160.946885714286,2018-04-28,2018-04-27,2018-06-25,25,272.455,,,272.455,0.7716870675891432,0.590728324729904,2018-04-27,2018-06-25,59,34,0.423728813559322,3,Type-D (Long-lead Urgent)
788,H1088,263,FLAT,16.6,18.79,179.606885714286,2018-04-28,2018-04-27,2018-06-25,25,311.914,,,311.914,0.8834486428951571,0.5758218153538668,2018-04-27,2018-06-25,59,34,0.423728813559322,3,Type-D (Long-lead Urgent)
838,H1088,623,FLAT,13.38,18.79,152.025285714286,2018-04-29,2018-04-28,2018-06-15,15,251.4102,,,251.4102,0.7120808940926026,0.6046902063412145,2018-04-28,2018-06-15,48,33,0.3125,3,Type-D (Long-lead Urgent)
839,H1088,633,FLAT,13.38,18.79,152.025285714286,2018-04-29,2018-04-28,2018-06-15,15,251.4102,,,251.4102,0.7120808940926026,0.6046902063412145,2018-04-28,2018-06-15,48,33,0.3125,3,Type-D (Long-lead Urgent)
844,H1087,102,CURVED,19.76,18.47,209.028142857143,2018-04-29,2018-04-29,2018-06-06,21,364.9672,,,364.9672,1.0698429886302112,0.5727313108058559,2018-04-29,2018-06-06,38,17,0.5526315789473685,2,Type-C (Large Heavy)
777,H1088,261,FLAT,20.5,18.8,221.054285714286,2018-04-30,2018-04-30,2018-06-28,34,385.4,,,385.40000000000003,1.0904255319148937,0.5735710578990295,2018-04-30,2018-06-28,59,25,0.576271186440678,2,Type-C (Large Heavy)
771,H1088,628,FLAT,15.6,20.0,183.817142857143,2018-05-01,2018-04-24,2018-07-02,23,312.0,,,312.0,0.78,0.5891575091575096,2018-04-24,2018-07-02,69,46,0.3333333333333333,3,Type-D (Long-lead Urgent)
772,H1088,638,CURVED,15.6,20.0,183.817142857143,2018-05-01,2018-04-24,2018-07-02,23,312.0,,,312.0,0.78,0.5891575091575096,2018-04-24,2018-07-02,69,46,0.3333333333333333,3,Type-D (Long-lead Urgent)
820,H1088,133,FLAT,21.1,18.1,220.805714285714,2018-05-01,2018-04-30,2018-06-11,29,381.91,,,381.9100000000001,1.1657458563535912,0.5781616461619595,2018-04-30,2018-06-11,42,13,0.6904761904761905,2,Type-C (Large Heavy)
821,H1088,123,FLAT,20.9,18.1,218.405714285714,2018-05-02,2018-05-01,2018-06-11,29,378.29,,,378.29,1.154696132596685,0.5773499544944725,2018-05-01,2018-06-11,41,12,0.7073170731707317,2,Type-C (Large Heavy)
766,H1087,268,FLAT,10.8,20.0,147.611428571429,2018-05-02,2018-05-02,2018-07-04,29,216.0,,,216.0,0.54,0.6833862433862454,2018-05-02,2018-07-04,63,34,0.4603174603174603,3,Type-D (Long-lead Urgent)
776,H1088,271,FLAT,15.2,18.8,166.994285714286,2018-05-02,2018-05-02,2018-06-29,34,285.76,,,285.76,0.8085106382978723,0.5843864981602954,2018-05-02,2018-06-29,58,24,0.5862068965517241,1,Type-B (Small Light)
875,H1087,161,FLAT,13.792,9.4,79.5940754285714,2018-05-03,2018-05-03,2018-05-31,18,129.6448,,,129.6448,1.4672340425531913,0.6139395905471827,2018-05-03,2018-05-31,28,10,0.6428571428571429,0,Type-A (Standard Medium)
876,H1087,171,FLAT,16.655,9.4,104.499721428571,2018-05-03,2018-05-03,2018-05-31,18,156.557,,,156.55700000000002,1.771808510638298,0.6674867391976786,2018-05-03,2018-05-31,28,10,0.6428571428571429,0,Type-A (Standard Medium)
767,H1087,278,FLAT,10.8,20.0,147.611428571429,2018-05-03,2018-05-03,2018-07-04,28,216.0,,,216.0,0.54,0.6833862433862454,2018-05-03,2018-07-04,62,34,0.45161290322580644,3,Type-D (Long-lead Urgent)
779,H1087,272,FLAT,14.4,17.28,144.559542857143,2018-05-03,2018-05-03,2018-07-02,31,248.832,,,248.83200000000002,0.8333333333333333,0.5809523809523814,2018-05-03,2018-07-02,60,29,0.5166666666666667,1,Type-B (Small Light)
778,H1088,262,FLAT,14.6,17.28,146.216685714286,2018-05-03,2018-05-03,2018-07-02,31,252.288,,,252.288,0.8449074074074073,0.5795625860694364,2018-05-03,2018-07-02,60,29,0.5166666666666667,1,Type-B (Small Light)
840,H1088,103,FLAT,23.857,9.5,188.401842571429,2018-05-04,2018-05-02,2018-06-07,30,226.6415,,,226.6415,2.511263157894737,0.8312768957645841,2018-05-02,2018-06-07,36,6,0.8333333333333334,2,Type-C (Large Heavy)
836,H1088,194,FLAT,18.0,8.3,112.254285714286,2018-05-04,2018-05-03,2018-06-08,30,149.4,,,149.4,2.1686746987951806,0.7513673742589424,2018-05-03,2018-06-08,36,6,0.8333333333333334,0,Type-A (Standard Medium)
841,H1088,184,FLAT,13.9,8.3,74.8857142857143,2018-05-05,2018-05-03,2018-06-07,30,115.37,,,115.37000000000002,1.6746987951807228,0.649091742096856,2018-05-03,2018-06-07,35,5,0.8571428571428571,0,Type-A (Standard Medium)
845,H1087,182,FLAT,19.0,14.248,161.144429714286,2018-05-10,2018-05-09,2018-06-13,18,270.712,,,270.712,1.3335204941044358,0.5952614945561556,2018-05-09,2018-06-13,35,17,0.5142857142857142,0,Type-A (Standard Medium)
791,H1088,832,FLAT,6.662,14.583,73.4417522857143,2018-05-10,2018-05-10,2018-06-22,36,97.151946,,,97.151946,0.45683329904683534,0.755947310470902,2018-05-10,2018-06-22,43,7,0.8372093023255814,0,Type-A (Standard Medium)
790,H1088,822,CURVED,16.055,14.575,134.341042857143,2018-05-10,2018-05-10,2018-06-22,36,234.001625,,,234.001625,1.1015437392795884,0.574103033930397,2018-05-10,2018-06-22,43,7,0.8372093023255814,1,Type-B (Small Light)
832,H1087,182,FLAT,23.0,7.3,166.368571428571,2018-05-11,2018-05-07,2018-06-17,17,167.9,,,167.9,3.1506849315068495,0.9908789245299046,2018-05-07,2018-06-17,41,24,0.4146341463414634,0,Type-A (Standard Medium)
833,H1087,192,FLAT,13.889,7.3,70.3412345714286,2018-05-11,2018-05-07,2018-06-17,17,101.3897,,,101.38969999999999,1.9026027397260274,0.6937710099884762,2018-05-07,2018-06-17,41,24,0.4146341463414634,0,Type-A (Standard Medium)
846,H1087,192,FLAT,10.441,14.248,89.1485671428571,2018-05-11,2018-05-09,2018-06-13,18,148.763368,,,148.763368,0.7328046041549692,0.599264243216496,2018-05-09,2018-06-13,35,17,0.5142857142857142,0,Type-A (Standard Medium)
783,H1087,183,FLAT,7.507,14.276,74.3312071428571,2018-05-12,2018-05-06,2018-06-27,20,107.169932,,,107.16993199999999,0.5258475763519193,0.6935826659184323,2018-05-06,2018-06-27,52,32,0.38461538461538464,3,Type-D (Long-lead Urgent)
784,H1087,193,FLAT,14.445,14.246,117.601868857143,2018-05-12,2018-05-06,2018-06-27,20,205.78347,,,205.78347000000002,1.0139688333567316,0.5714835543260253,2018-05-06,2018-06-27,52,32,0.38461538461538464,3,Type-D (Long-lead Urgent)
816,H1087,642,FLAT,13.412,19.5,160.037641142857,2018-05-12,2018-05-07,2018-06-21,16,261.534,,,261.534,0.6877948717948719,0.6119190665185292,2018-05-07,2018-06-21,45,29,0.35555555555555557,3,Type-D (Long-lead Urgent)
817,H1087,652,CURVED,13.412,19.5,160.037641142857,2018-05-12,2018-05-07,2018-06-21,16,261.534,,,261.534,0.6877948717948719,0.6119190665185292,2018-05-07,2018-06-21,45,29,0.35555555555555557,3,Type-D (Long-lead Urgent)
798,H1087,125,FLAT,9.8,18.5,125.225714285714,2018-05-12,2018-05-11,2018-06-17,34,181.3,,,181.3,0.5297297297297298,0.6907099519344402,2018-05-11,2018-06-17,37,3,0.918918918918919,1,Type-B (Small Light)
834,H1087,123,FLAT,16.106,12.2,116.640924571429,2018-05-12,2018-05-11,2018-06-11,22,196.4932,,,196.4932,1.3201639344262297,0.5936130337916478,2018-05-11,2018-06-11,31,9,0.7096774193548387,0,Type-A (Standard Medium)
780,H1087,135,FLAT,13.1,18.5,146.817142857143,2018-05-12,2018-05-11,2018-06-27,43,242.35,,,242.35,0.7081081081081081,0.6058062424474645,2018-05-11,2018-06-27,47,4,0.9148936170212766,1,Type-B (Small Light)
835,H1088,133,CURVED,24.07,12.2,208.058542857143,2018-05-12,2018-05-11,2018-06-11,22,293.654,,,293.654,1.9729508196721313,0.7085159502582734,2018-05-11,2018-06-11,31,9,0.7096774193548387,2,Type-C (Large Heavy)
818,H1087,834,FLAT,7.062,14.636,75.4526685714286,2018-05-12,2018-05-12,2018-06-16,25,103.359432,,,103.359432,0.48250888220825366,0.730002740063709,2018-05-12,2018-06-16,35,10,0.7142857142857143,0,Type-A (Standard Medium)
813,H1087,824,FLAT,17.596,14.575,149.157097428571,2018-05-13,2018-05-12,2018-06-17,27,256.4617,,,256.4617,1.2072727272727273,0.5815959943670771,2018-05-12,2018-06-17,36,9,0.75,1,Type-B (Small Light)
800,H1087,836,FLAT,8.0,21.0,144.285714285714,2018-05-14,2018-05-11,2018-06-16,29,168.0,,,168.0,0.38095238095238093,0.8588435374149642,2018-05-11,2018-06-16,36,7,0.8055555555555556,1,Type-B (Small Light)
799,H1087,826,CURVED,20.5,21.0,240.0,2018-05-14,2018-05-11,2018-06-16,29,430.5,,,430.5,0.9761904761904762,0.5574912891986062,2018-05-11,2018-06-16,36,7,0.8055555555555556,2,Type-C (Large Heavy)
762,H1088,801,FLAT,28.614,19.075,240.0,2018-05-15,2018-05-06,2018-07-03,34,545.81205,,,545.81205,1.500078636959371,0.4397118018922448,2018-05-06,2018-07-03,58,24,0.5862068965517241,2,Type-C (Large Heavy)
851,H1088,144,FLAT,24.366,16.385,240.0,2018-05-15,2018-05-13,2018-06-06,15,399.23691,,,399.23691,1.4870918523039363,0.6011468228225691,2018-05-13,2018-06-06,24,9,0.625,2,Type-C (Large Heavy)
774,H1088,271,FLAT,17.8,16.0,163.668571428571,2018-05-16,2018-05-10,2018-07-01,32,284.8,,,284.8,1.1125,0.5746789727126791,2018-05-10,2018-07-01,52,20,0.6153846153846154,1,Type-B (Small Light)
773,H1088,261,FLAT,20.1,16.0,188.574285714286,2018-05-16,2018-05-10,2018-07-01,32,321.6,,,321.6,1.25625,0.5863628287135758,2018-05-10,2018-07-01,52,20,0.6153846153846154,2,Type-C (Large Heavy)
769,H1087,124,FLAT,21.0,18.1,219.602857142857,2018-05-17,2018-05-08,2018-07-02,25,380.1,,,380.1,1.160220994475138,0.5777502161085425,2018-05-08,2018-07-02,55,30,0.45454545454545453,2,Type-C (Large Heavy)
770,H1087,134,FLAT,21.0,18.1,219.602857142857,2018-05-17,2018-05-08,2018-07-02,25,380.1,,,380.1,1.160220994475138,0.5777502161085425,2018-05-08,2018-07-02,55,30,0.45454545454545453,2,Type-C (Large Heavy)
827,H1087,833,FLAT,7.281,14.575,75.8410245714286,2018-05-17,2018-05-17,2018-06-15,24,106.120575,,,106.12057499999999,0.4995540308747856,0.7146684285439333,2018-05-17,2018-06-15,29,5,0.8275862068965517,0,Type-A (Standard Medium)
826,H1088,823,CURVED,17.548,14.578,148.700110857143,2018-05-17,2018-05-17,2018-06-15,27,255.814744,,,255.81474399999996,1.203731650432158,0.581280455270174,2018-05-17,2018-06-15,29,2,0.9310344827586207,1,Type-B (Small Light)
801,H1087,292,FLAT,16.6,19.5,187.374285714286,2018-05-21,2018-05-15,2018-06-22,30,323.7,,,323.70000000000005,0.8512820512820514,0.5788516704179363,2018-05-15,2018-06-22,38,8,0.7894736842105263,1,Type-B (Small Light)
755,H1088,269,FLAT,10.5,18.9,133.56,2018-05-21,2018-05-18,2018-07-13,29,198.45,,,198.45,0.5555555555555556,0.6730158730158731,2018-05-18,2018-07-13,56,27,0.5178571428571429,1,Type-B (Small Light)
756,H1088,279,FLAT,10.5,18.9,133.56,2018-05-21,2018-05-18,2018-07-13,29,198.45,,,198.45,0.5555555555555556,0.6730158730158731,2018-05-18,2018-07-13,56,27,0.5178571428571429,1,Type-B (Small Light)
806,H1088,282,FLAT,14.7,19.5,170.382857142857,2018-05-22,2018-05-15,2018-06-21,30,286.65,,,286.65,0.7538461538461538,0.5943933617403001,2018-05-15,2018-06-21,37,7,0.8108108108108109,1,Type-B (Small Light)
814,H1087,112,FLAT,21.0,8.6,147.131428571429,2018-05-22,2018-05-17,2018-06-16,18,180.6,,,180.6,2.441860465116279,0.814681221325742,2018-05-17,2018-06-16,30,12,0.6,0,Type-A (Standard Medium)
855,H1088,834,FLAT,9.215,10.9,58.2074928571429,2018-05-22,2018-05-18,2018-06-12,19,100.4435,,,100.4435,0.8454128440366973,0.5795048246739999,2018-05-18,2018-06-12,25,6,0.76,0,Type-A (Standard Medium)
